Time (msec),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),A/F Sensor #1 (AFR),Coolant Temperature (F),Engine Load* (g/rev),Engine Speed (rpm),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Sensor Voltage (V),Turbo Dynamics Proportional* (absolute %)
267215,0.00,0.00,16,14.59,176,0.12,910,14.10,14.00,4.64,-10.04,3.58,1.26,0.00,0.64,0.00
267279,0.00,0.00,16,14.47,176,0.12,919,14.10,14.00,4.64,-10.04,3.55,1.28,0.00,0.64,0.00
267343,0.00,0.00,16,14.47,176,0.12,922,14.10,13.00,4.64,-10.06,3.58,1.28,0.00,0.64,0.00
267402,0.00,0.00,16,14.36,176,0.12,926,14.10,12.50,4.64,-10.06,3.55,1.26,0.00,0.64,0.00
267466,0.00,0.00,16,14.59,176,0.12,918,14.10,12.00,4.64,-10.06,3.55,1.26,0.00,0.64,0.00
267534,0.00,0.00,16,14.47,176,0.12,911,14.10,13.00,4.64,-10.06,3.58,1.28,0.00,0.64,0.00
267593,0.00,0.00,16,14.59,176,0.12,911,14.10,14.00,4.64,-10.04,3.58,1.28,0.00,0.64,0.00
267657,0.00,0.00,16,14.36,176,0.12,919,14.10,14.00,4.64,-10.06,3.58,1.28,0.00,0.64,0.00
267725,0.00,0.00,16,14.47,176,0.12,920,14.10,13.00,4.64,-10.04,3.55,1.26,0.00,0.64,0.00
267790,0.00,0.00,16,14.47,176,0.12,912,14.10,13.00,4.64,-10.06,3.55,1.28,0.00,0.64,0.00
267854,0.00,0.00,16,14.36,176,0.12,912,14.10,14.00,4.64,-10.04,3.58,1.28,0.00,0.64,0.00
267918,0.00,0.00,16,14.47,176,0.12,913,14.10,13.50,4.64,-10.06,3.55,1.28,0.00,0.64,0.00
267982,0.00,0.00,16,14.36,176,0.12,916,14.10,13.50,4.64,-10.02,3.55,1.28,0.00,0.64,0.00
268046,0.00,0.00,16,14.47,176,0.12,914,14.10,13.00,4.64,-10.06,3.55,1.28,0.00,0.64,0.00
268110,0.00,0.00,16,14.47,176,0.12,922,14.10,13.50,4.64,-10.04,3.58,1.28,0.00,0.64,0.00
268174,0.00,0.00,16,14.47,176,0.12,920,14.10,12.50,4.64,-10.06,3.58,1.28,0.00,0.64,0.00
268238,0.00,0.00,16,14.36,176,0.12,918,14.10,13.00,4.64,-10.04,3.55,1.28,0.00,0.64,0.00
268299,0.00,0.00,16,14.59,176,0.12,914,14.10,13.00,4.64,-10.06,3.58,1.28,0.00,0.64,0.00
268362,0.00,0.00,16,14.47,176,0.12,916,14.10,13.50,4.64,-10.06,3.60,1.28,0.00,0.64,0.00
268429,0.00,0.00,16,14.59,176,0.12,915,14.10,13.00,4.64,-10.06,3.58,1.28,0.00,0.64,0.00
268493,0.00,0.00,16,14.47,176,0.12,915,14.10,13.50,4.64,-10.04,3.55,1.28,0.00,0.64,0.00
268557,0.00,0.00,16,14.47,176,0.12,910,14.10,14.00,4.64,-10.06,3.55,1.28,0.00,0.64,0.00
268621,0.00,0.00,16,14.24,176,0.12,908,14.10,14.00,4.64,-10.04,3.55,1.28,0.00,0.64,0.00
268685,0.00,0.00,16,14.47,176,0.12,913,14.10,13.50,4.64,-10.04,3.55,1.28,0.00,0.64,0.00
268749,0.00,0.00,16,14.36,176,0.12,914,14.10,13.50,4.64,-10.04,3.55,1.28,0.00,0.64,0.00
268813,0.00,0.00,16,14.47,176,0.12,920,14.10,13.00,4.64,-10.06,3.55,1.28,0.00,0.64,0.00
268877,0.00,0.00,16,14.36,176,0.12,911,14.10,14.00,4.64,-10.04,3.55,1.28,0.00,0.64,0.00
268941,0.00,0.00,16,14.47,176,0.12,904,14.10,14.50,4.64,-10.02,3.58,1.28,0.00,0.64,0.00
268997,0.00,0.00,16,14.47,176,0.12,901,14.10,14.50,4.64,-10.04,3.55,1.28,0.00,0.64,0.00
269069,0.00,0.00,16,14.59,176,0.12,909,14.10,14.00,4.64,-10.04,3.58,1.28,0.00,0.64,0.00
269125,0.00,0.00,16,14.47,176,0.12,912,14.10,13.50,4.64,-10.04,3.55,1.28,0.00,0.64,0.00
269193,0.00,0.00,16,14.59,176,0.12,909,14.10,14.00,4.64,-10.04,3.53,1.28,0.00,0.64,0.00
269260,0.00,0.00,16,14.59,176,0.12,904,14.10,14.00,4.64,-10.04,3.53,1.28,0.00,0.64,0.00
269325,0.00,0.00,16,14.70,176,0.12,904,14.10,14.00,4.64,-10.02,3.55,1.28,0.00,0.64,0.00
269381,0.00,0.00,16,14.59,176,0.12,908,14.10,13.50,4.64,-10.04,3.55,1.28,0.00,0.64,0.00
269445,0.00,0.00,16,14.70,176,0.12,913,14.10,13.00,4.64,-10.04,3.60,1.28,0.00,0.64,0.00
269509,0.00,0.00,16,14.70,176,0.12,913,14.10,13.00,4.64,-10.06,3.60,1.28,0.00,0.64,0.00
269573,0.00,0.00,16,14.81,176,0.12,912,14.10,13.00,4.64,-10.02,3.60,1.28,0.00,0.64,0.00
269637,0.00,0.00,16,14.81,176,0.12,905,14.10,13.00,4.64,-10.02,3.60,1.28,0.00,0.64,0.00
269701,0.00,0.00,16,14.81,176,0.12,904,14.10,14.00,4.64,-10.02,3.60,1.28,0.00,0.64,0.00
269765,0.00,0.00,16,14.81,176,0.12,915,14.10,14.00,4.64,-10.02,3.60,1.28,0.00,0.64,0.00
269829,0.00,0.00,16,14.81,176,0.12,912,14.10,13.00,4.64,-10.00,3.62,1.28,0.00,0.64,0.00
269893,0.00,0.00,16,14.93,176,0.12,908,14.10,13.00,4.64,-10.02,3.60,1.28,0.00,0.64,0.00
269959,0.00,0.00,16,14.93,176,0.12,907,14.10,13.50,4.64,-10.00,3.60,1.28,0.00,0.64,0.00
270025,0.00,0.00,16,14.93,176,0.12,914,14.10,14.00,4.64,-10.02,3.60,1.28,0.00,0.64,0.00
270084,0.00,0.00,16,14.93,176,0.12,918,14.10,13.00,4.64,-10.02,3.60,1.28,0.00,0.64,0.00
270148,0.00,0.00,16,14.93,176,0.12,910,14.10,12.50,4.64,-10.02,3.55,1.26,0.00,0.64,0.00
270211,0.00,0.00,16,14.93,176,0.12,913,14.10,13.50,4.64,-10.02,3.60,1.26,0.00,0.64,0.00
270276,0.00,0.00,16,14.81,176,0.12,912,14.10,13.00,4.64,-10.02,3.55,1.26,0.00,0.64,0.00
270343,0.00,0.00,16,14.81,176,0.12,910,14.10,13.00,4.64,-10.00,3.60,1.26,0.00,0.64,0.00
270406,0.00,0.00,16,14.93,176,0.12,918,14.10,13.50,4.64,-10.02,3.55,1.26,0.00,0.64,0.00
270470,0.00,0.00,16,14.81,176,0.12,919,14.10,12.50,4.64,-10.02,3.60,1.28,0.00,0.64,0.00
270534,0.00,0.00,16,14.81,176,0.12,914,14.10,12.50,4.64,-10.02,3.58,1.26,0.00,0.64,0.00
270598,0.00,0.00,16,14.81,176,0.12,914,14.10,13.00,4.64,-10.02,3.60,1.28,0.00,0.64,0.00
270662,0.00,0.00,16,14.70,176,0.12,912,14.10,13.00,4.64,-10.02,3.60,1.28,0.00,0.64,0.00
270726,0.00,0.00,16,14.70,176,0.12,920,14.10,13.50,4.64,-10.02,3.58,1.26,0.00,0.64,0.00
270790,0.00,0.00,16,14.70,176,0.12,924,14.10,12.50,4.64,-10.02,3.60,1.26,0.00,0.64,0.00
270850,0.00,0.00,16,14.59,176,0.12,923,14.10,12.00,4.64,-10.02,3.60,1.26,0.00,0.64,0.00
270914,0.00,0.00,16,14.70,176,0.12,920,14.10,12.50,4.64,-10.02,3.60,1.26,0.00,0.64,0.00
270978,0.00,0.00,16,14.59,176,0.12,916,14.10,13.00,4.64,-10.02,3.58,1.26,0.00,0.64,0.00
271046,0.00,0.00,16,14.70,176,0.12,916,14.10,13.00,4.64,-10.04,3.60,1.26,0.00,0.64,0.00
271110,0.00,0.00,16,14.70,176,0.12,917,14.10,13.00,4.64,-10.04,3.58,1.28,0.00,0.64,0.00
271174,0.00,0.00,16,14.70,176,0.12,922,14.10,13.00,4.64,-10.04,3.60,1.28,0.00,0.64,0.00
271238,0.00,0.00,16,14.70,176,0.12,928,14.10,12.00,4.64,-10.04,3.60,1.28,0.00,0.64,0.00
271296,0.00,0.00,16,14.81,176,0.12,926,14.10,12.50,4.64,-10.02,3.60,1.28,0.00,0.64,0.00
271365,0.00,0.00,16,14.81,176,0.12,916,14.10,13.50,4.64,-10.04,3.58,1.28,0.00,0.64,0.00
271429,0.00,0.00,16,14.81,176,0.12,916,14.10,13.50,4.64,-10.02,3.60,1.26,0.00,0.64,0.00
271493,0.00,0.00,16,14.70,176,0.12,907,14.10,14.00,4.64,-10.04,3.60,1.28,0.00,0.64,0.00
271558,0.00,0.00,16,14.81,176,0.12,914,14.10,13.50,4.64,-10.02,3.60,1.28,0.00,0.64,0.00
271622,0.00,0.00,16,14.81,176,0.12,920,14.10,13.00,4.64,-10.02,3.60,1.28,0.00,0.64,0.00
271686,0.00,0.00,16,14.81,176,0.12,922,14.10,13.00,4.64,-10.04,3.60,1.26,0.00,0.64,0.00
271751,0.00,0.00,16,14.70,176,0.12,922,14.10,13.00,4.64,-10.04,3.58,1.28,0.00,0.64,0.00
271807,0.00,0.00,16,14.81,176,0.12,924,14.10,12.50,4.64,-10.02,3.60,1.26,0.00,0.64,0.00
271871,0.00,0.00,16,14.81,176,0.12,919,14.10,13.00,4.64,-10.06,3.58,1.28,0.00,0.64,0.00
271935,0.00,0.00,16,14.70,176,0.12,919,14.10,13.00,4.64,-10.02,3.60,1.28,0.00,0.64,0.00
271999,0.00,0.00,16,14.70,176,0.12,917,14.10,13.50,4.64,-10.06,3.60,1.28,0.00,0.64,0.00
272066,0.00,0.00,16,14.70,176,0.12,925,14.10,12.50,4.64,-10.02,3.60,1.28,0.00,0.64,0.00
272130,0.00,0.00,16,14.59,176,0.12,918,14.10,13.50,4.64,-10.06,3.55,1.26,0.00,0.64,0.00
272195,0.00,0.00,16,14.59,176,0.12,912,14.10,13.50,4.64,-10.02,3.58,1.26,0.00,0.64,0.00
272262,0.00,0.00,16,14.59,176,0.12,916,14.10,14.00,4.64,-10.04,3.58,1.26,0.00,0.64,0.00
272324,0.00,0.00,16,14.59,176,0.12,910,14.10,13.50,4.64,-10.02,3.58,1.26,0.00,0.64,0.00
272388,0.00,0.00,16,14.59,176,0.12,905,14.10,14.00,4.64,-10.02,3.60,1.26,0.00,0.64,0.00
272452,0.00,0.00,16,14.70,176,0.12,913,14.10,14.50,4.64,-10.02,3.60,1.26,0.00,0.64,0.00
272516,0.00,0.00,16,14.59,176,0.12,917,14.10,14.00,4.64,-10.04,3.60,1.26,0.00,0.64,0.00
272580,0.00,0.00,16,14.70,176,0.12,919,14.10,13.00,4.64,-10.02,3.60,1.26,0.00,0.64,0.00
272640,0.00,0.00,16,14.59,176,0.12,910,14.10,13.00,4.64,-10.02,3.60,1.26,0.00,0.64,0.00
272704,0.00,0.00,16,14.70,176,0.12,912,14.10,14.00,4.64,-10.02,3.62,1.26,0.00,0.64,0.00
272768,0.00,0.00,16,14.70,176,0.12,915,14.10,14.00,4.64,-10.04,3.62,1.28,0.00,0.64,0.00
272834,0.00,0.00,16,14.70,176,0.12,918,14.10,13.50,4.64,-10.02,3.60,1.26,0.00,0.64,0.00
272898,0.00,0.00,16,14.70,176,0.12,914,14.10,13.00,4.64,-10.02,3.60,1.26,0.00,0.64,0.00
272962,0.00,0.00,16,14.59,176,0.12,915,14.10,13.50,4.64,-10.02,3.55,1.26,0.00,0.64,0.00
273026,0.00,0.00,16,14.70,176,0.12,915,14.10,13.50,4.64,-10.02,3.55,1.26,0.00,0.64,0.00
273090,0.00,0.00,16,14.70,176,0.12,912,14.10,13.00,4.64,-10.04,3.55,1.26,0.00,0.64,0.00
273162,0.00,0.00,16,14.70,176,0.12,916,14.10,14.00,4.64,-10.02,3.55,1.26,0.00,0.64,0.00
273218,0.00,0.00,16,14.70,176,0.12,916,14.10,13.00,4.64,-10.04,3.55,1.26,0.00,0.64,0.00
273282,0.00,0.00,16,14.70,176,0.12,914,14.10,13.00,4.64,-10.02,3.58,1.26,0.00,0.64,0.00
273346,0.00,0.00,16,14.59,176,0.12,916,14.10,13.50,4.64,-10.04,3.60,1.26,0.00,0.64,0.00
273410,0.00,0.00,16,14.70,176,0.12,923,14.10,13.00,4.64,-10.02,3.60,1.26,0.00,0.64,0.00
273474,0.00,0.00,16,14.47,176,0.12,920,14.10,12.50,4.64,-10.04,3.60,1.26,0.00,0.64,0.00
273538,0.00,0.00,16,14.59,176,0.12,915,14.10,13.00,4.64,-10.04,3.60,1.26,0.00,0.64,0.00
273602,0.00,0.00,16,14.47,178,0.12,915,14.10,13.50,4.64,-10.04,3.60,1.26,0.00,0.64,0.00
273664,0.00,0.00,16,14.59,178,0.12,921,14.10,13.00,4.64,-10.02,3.60,1.26,0.00,0.64,0.00
273728,0.00,0.00,16,14.36,178,0.12,930,14.10,11.50,4.64,-10.04,3.60,1.26,0.00,0.64,0.00
273792,0.00,0.00,16,14.47,178,0.12,921,14.10,13.00,4.64,-10.04,3.60,1.26,0.00,0.64,0.00
273856,0.00,0.00,16,14.36,178,0.12,912,14.10,14.00,4.64,-10.04,3.55,1.26,0.00,0.64,0.00
273920,0.00,0.00,16,14.59,178,0.12,917,14.10,13.50,4.64,-10.04,3.55,1.26,0.00,0.64,0.00
273980,0.00,0.00,16,14.47,178,0.12,909,14.10,14.00,4.64,-10.02,3.58,1.26,0.00,0.64,0.00
274044,0.00,0.00,16,14.47,178,0.12,912,14.10,14.00,4.64,-10.02,3.60,1.26,0.00,0.64,0.00
274108,0.00,0.00,16,14.47,178,0.12,920,14.10,13.00,4.64,-10.04,3.58,1.26,0.00,0.64,0.00
274172,0.00,0.00,16,14.59,178,0.12,921,14.10,13.00,4.64,-10.02,3.60,1.26,0.00,0.64,0.00
274236,0.00,0.00,16,14.59,178,0.12,924,14.10,12.50,4.64,-10.06,3.55,1.26,0.00,0.64,0.00
274300,0.00,0.00,16,14.59,178,0.12,925,14.10,12.50,4.64,-10.04,3.58,1.26,0.00,0.64,0.00
274364,0.00,0.00,16,14.47,178,0.12,932,14.10,11.50,4.64,-10.06,3.55,1.26,0.00,0.64,0.00
274428,0.00,0.00,16,14.47,178,0.11,923,14.10,13.00,4.64,-10.06,3.53,1.26,0.00,0.64,0.00
274492,0.00,0.00,16,14.47,178,0.12,908,14.10,14.50,4.64,-10.11,3.50,1.26,0.00,0.64,0.00
274556,0.00,0.00,16,14.59,178,0.12,906,14.10,14.50,4.64,-10.06,3.53,1.26,0.00,0.64,0.00
274625,0.00,0.00,16,14.47,178,0.12,914,14.10,14.00,4.64,-10.06,3.55,1.26,0.00,0.64,0.00
274681,0.00,0.00,16,14.59,178,0.12,921,14.10,14.00,4.64,-10.06,3.58,1.26,0.00,0.64,0.00
274745,0.00,0.00,16,14.47,178,0.12,924,14.10,13.00,4.64,-10.06,3.55,1.26,0.00,0.64,0.00
274809,0.00,0.00,16,14.70,178,0.12,911,14.10,12.50,4.64,-10.04,3.53,1.26,0.00,0.64,0.00
274873,0.00,0.00,16,14.59,178,0.12,909,14.10,14.00,4.64,-10.07,3.53,1.26,0.00,0.64,0.00
274939,0.00,0.00,16,14.70,178,0.12,915,14.10,14.00,4.64,-10.06,3.55,1.26,0.00,0.64,0.00
275006,0.00,0.00,16,14.59,178,0.12,914,14.10,13.50,4.64,-10.09,3.50,1.26,0.00,0.64,0.00
275070,0.00,0.00,16,14.70,178,0.12,916,14.10,13.50,4.64,-10.06,3.53,1.26,0.00,0.64,0.00
275134,0.00,0.00,16,14.59,178,0.12,921,14.10,13.50,4.64,-10.09,3.50,1.26,0.00,0.64,0.00
275198,0.00,0.00,16,14.59,178,0.11,910,14.10,14.00,4.64,-10.07,3.50,1.26,0.00,0.64,0.00
275262,0.00,0.00,16,14.59,178,0.12,904,14.10,14.00,4.64,-10.11,3.50,1.26,0.00,0.64,0.00
275326,0.00,0.00,16,14.70,178,0.12,897,14.10,15.00,4.64,-10.07,3.50,1.26,0.00,0.64,0.00
275390,0.00,0.00,16,14.59,178,0.12,894,14.10,15.50,4.64,-10.06,3.50,1.26,0.00,0.64,0.00
275454,0.00,0.00,16,14.59,178,0.12,905,14.10,15.50,4.64,-10.09,3.53,1.28,0.00,0.64,0.00
275518,0.00,0.00,16,14.59,178,0.12,900,14.10,14.00,4.64,-10.07,3.55,1.28,0.00,0.64,0.00
275582,0.00,0.00,16,14.47,178,0.12,910,14.10,15.00,4.64,-10.09,3.50,1.26,0.00,0.64,0.00
275646,0.00,0.00,16,14.59,178,0.11,907,14.10,14.00,4.64,-10.09,3.45,1.26,0.00,0.64,0.00
275707,0.00,0.00,16,14.59,178,0.11,910,14.10,14.00,4.64,-10.09,3.47,1.26,0.00,0.64,0.00
275766,0.00,0.00,16,14.70,178,0.12,894,14.10,14.00,4.64,-10.11,3.47,1.26,0.00,0.64,0.00
275833,0.00,0.00,16,14.59,178,0.12,883,14.10,15.50,4.64,-10.09,3.47,1.26,0.00,0.64,0.00
275899,0.00,0.00,16,14.70,178,0.12,888,14.10,16.50,4.64,-10.06,3.47,1.28,0.00,0.64,0.00
275963,0.00,0.00,16,14.70,178,0.12,891,14.10,16.00,4.64,-10.04,3.53,1.28,0.00,0.64,0.00
276027,0.00,0.00,16,14.70,178,0.12,895,14.10,15.50,4.64,-10.04,3.55,1.28,0.00,0.64,0.00
276090,0.00,0.00,16,14.70,178,0.12,895,14.10,15.00,4.64,-10.06,3.55,1.28,0.00,0.64,0.00
276151,0.00,0.00,16,14.81,178,0.12,900,14.10,14.00,4.64,-10.06,3.50,1.28,0.00,0.64,0.00
276215,0.00,0.00,16,14.81,178,0.11,902,14.10,14.00,4.64,-10.09,3.50,1.28,0.00,0.64,0.00
276279,0.00,0.00,16,14.81,178,0.12,906,14.10,13.50,4.64,-10.07,3.47,1.28,0.00,0.64,0.00
276343,0.00,0.00,16,14.81,178,0.11,908,14.10,13.50,4.64,-10.11,3.47,1.28,0.00,0.64,0.00
276407,0.00,0.00,16,14.81,178,0.12,898,14.10,14.50,4.64,-10.09,3.47,1.28,0.00,0.64,0.00
276471,0.00,0.00,16,14.81,178,0.11,898,14.10,14.50,4.64,-10.11,3.50,1.26,0.00,0.64,0.00
276535,0.00,0.00,16,14.81,178,0.12,902,14.10,14.00,4.64,-10.07,3.50,1.28,0.00,0.64,0.00
276601,0.00,0.00,16,14.81,178,0.12,899,14.10,14.00,4.64,-10.11,3.50,1.26,0.00,0.64,0.00
276665,0.00,0.00,16,14.81,178,0.12,898,14.10,14.50,4.64,-10.06,3.50,1.26,0.00,0.64,0.00
276729,0.00,0.00,16,14.81,178,0.12,892,14.10,15.50,4.64,-10.11,3.45,1.26,0.00,0.64,0.00
276793,0.00,0.00,16,14.81,178,0.12,891,14.10,15.50,4.64,-10.09,3.45,1.26,0.00,0.64,0.00
276853,0.00,0.00,16,14.81,178,0.12,885,14.10,15.50,4.64,-10.07,3.47,1.26,0.00,0.64,0.00
276917,0.00,0.00,16,14.81,178,0.12,883,14.10,15.50,4.64,-10.06,3.50,1.26,0.00,0.64,0.00
276981,0.00,0.00,16,14.81,178,0.12,885,14.10,15.50,4.64,-10.06,3.50,1.26,0.00,0.64,0.00
277047,0.00,0.00,16,14.70,178,0.12,896,14.10,14.00,4.64,-10.06,3.50,1.26,0.00,0.64,0.00
277108,0.00,0.00,16,14.81,178,0.12,899,14.10,14.00,4.64,-10.06,3.45,1.26,0.00,0.64,0.00
277172,0.00,0.00,16,14.81,178,0.11,906,14.10,14.00,4.64,-10.09,3.45,1.26,0.00,0.64,0.00
277236,0.00,0.00,16,14.70,178,0.11,900,14.10,13.00,4.64,-10.11,3.45,1.26,0.00,0.64,0.00
277304,0.00,0.00,16,14.70,178,0.11,903,14.10,12.50,4.50,-10.13,3.45,1.26,0.00,0.64,0.00
277368,0.00,0.00,16,14.70,178,0.11,906,14.10,13.00,4.50,-10.11,3.45,1.26,0.00,0.64,0.00
277432,0.00,0.00,16,14.59,178,0.12,897,14.10,13.00,4.64,-10.11,3.45,1.26,0.00,0.64,0.00
277499,0.00,0.00,16,14.70,178,0.12,899,14.10,14.00,4.64,-10.11,3.45,1.26,0.00,0.64,0.00
277555,0.00,0.00,16,14.47,178,0.12,901,14.10,14.00,4.64,-10.13,3.47,1.26,0.00,0.64,0.00
277627,0.00,0.00,16,14.59,178,0.12,902,14.10,13.50,4.50,-10.11,3.45,1.26,0.00,0.64,0.00
277683,0.00,0.00,16,14.47,178,0.12,892,14.10,13.50,4.64,-10.13,3.45,1.28,0.00,0.64,0.00
277747,0.00,0.00,16,14.59,178,0.12,899,14.10,14.50,4.50,-10.11,3.45,1.28,0.00,0.64,0.00
277811,0.00,0.00,16,14.36,178,0.11,900,14.10,13.50,4.64,-10.11,3.45,1.28,0.00,0.64,0.00
277879,0.00,0.00,16,14.47,178,0.12,898,14.10,13.50,4.64,-10.11,3.47,1.28,0.00,0.64,0.00
277943,0.00,0.00,16,14.47,178,0.12,889,14.10,14.00,4.64,-10.11,3.45,1.28,0.00,0.64,0.00
278007,0.00,0.00,16,14.24,178,0.12,895,14.10,14.50,4.64,-10.09,3.47,1.28,0.00,0.64,0.00
278071,0.00,0.00,16,14.36,178,0.12,895,14.10,14.00,4.64,-10.11,3.45,1.26,0.00,0.64,0.00
278135,0.00,0.00,16,14.24,178,0.12,890,14.10,14.00,4.64,-10.06,3.47,1.26,0.00,0.64,0.00
278199,0.00,0.00,16,14.36,178,0.12,891,14.10,14.00,4.64,-10.09,3.45,1.26,0.00,0.64,0.00
278263,0.00,0.00,16,14.24,178,0.12,898,14.10,14.00,4.64,-10.09,3.45,1.26,0.00,0.64,0.00
278327,0.00,0.00,16,14.36,178,0.12,891,14.10,13.00,4.64,-10.06,3.47,1.26,0.00,0.64,0.00
278391,0.00,0.00,16,14.36,178,0.12,889,14.10,14.00,4.64,-10.07,3.45,1.26,0.00,0.64,0.00
278454,0.00,0.00,16,14.47,178,0.12,888,14.10,14.00,4.64,-10.07,3.45,1.26,0.00,0.64,0.00
278517,0.00,0.00,16,14.36,178,0.12,892,14.10,14.00,4.64,-10.06,3.45,1.26,0.00,0.64,0.00
278581,0.00,0.00,16,14.47,178,0.12,892,14.10,14.00,4.64,-10.06,3.45,1.26,0.00,0.64,0.00
278645,0.00,0.00,16,14.36,178,0.11,902,14.10,14.00,4.64,-10.09,3.45,1.26,0.00,0.64,0.00
278711,0.00,0.00,16,14.47,178,0.11,895,14.10,13.50,4.64,-10.09,3.43,1.26,0.00,0.64,0.00
278774,0.00,0.00,16,14.47,178,0.11,887,14.10,14.00,4.64,-10.07,3.43,1.26,0.00,0.64,0.00
278837,0.00,0.00,16,14.59,178,0.12,884,14.10,14.50,4.64,-10.06,3.40,1.26,0.00,0.64,0.00
278897,0.00,0.00,16,14.59,178,0.12,873,14.10,15.50,4.64,-10.11,3.43,1.26,0.00,0.64,0.00
278965,0.00,0.00,16,14.70,178,0.12,874,14.10,15.50,4.64,-10.06,3.43,1.28,0.00,0.64,0.00
279027,0.00,0.00,16,14.59,178,0.12,872,14.10,15.50,4.64,-10.06,3.47,1.28,0.00,0.64,0.00
279091,0.00,0.00,16,14.70,178,0.12,873,14.10,15.50,4.64,-10.02,3.50,1.28,0.00,0.64,0.00
279155,0.00,0.00,16,14.70,178,0.12,875,14.10,15.50,4.64,-10.02,3.50,1.26,0.00,0.64,0.00
279221,0.00,0.00,16,14.81,178,0.12,880,14.10,14.50,4.64,-10.02,3.53,1.26,0.00,0.64,0.00
279284,0.00,0.00,16,14.70,178,0.12,880,14.10,14.50,4.64,-10.02,3.50,1.26,0.00,0.64,0.00
279349,0.00,0.00,16,14.81,178,0.12,886,14.10,14.00,4.64,-10.04,3.50,1.26,0.00,0.64,0.00
279413,0.00,0.00,16,14.81,178,0.12,883,14.10,14.00,4.64,-10.02,3.50,1.26,0.00,0.64,0.00
279477,0.00,0.00,16,14.81,178,0.12,884,14.10,14.00,4.64,-10.04,3.50,1.26,0.00,0.64,0.00
279538,0.00,0.00,16,14.81,178,0.12,887,14.10,14.00,4.64,-10.04,3.53,1.26,0.00,0.64,0.00
279602,0.00,0.00,16,14.81,178,0.12,888,14.10,13.00,4.64,-10.04,3.50,1.26,0.00,0.64,0.00
279666,0.00,0.00,16,14.81,178,0.12,894,14.10,13.00,4.64,-10.06,3.47,1.26,0.00,0.64,0.00
279734,0.00,0.00,16,14.81,178,0.12,891,14.10,13.00,4.64,-10.04,3.47,1.26,0.00,0.64,0.00
279793,0.00,0.00,16,14.93,178,0.12,884,14.10,13.00,4.64,-10.06,3.47,1.28,0.00,0.64,0.00
279857,0.00,0.00,16,14.93,178,0.12,881,14.10,14.00,4.64,-10.06,3.50,1.28,0.00,0.64,0.00
279921,0.00,0.00,16,14.93,178,0.12,886,14.10,14.00,4.64,-10.02,3.50,1.28,0.00,0.64,0.00
279987,0.00,0.00,16,14.81,178,0.12,888,14.10,14.00,4.64,-10.04,3.50,1.28,0.00,0.64,0.00
280051,0.00,0.00,16,14.93,178,0.12,893,14.10,13.50,4.64,-10.02,3.50,1.28,0.00,0.64,0.00
280115,0.00,0.00,16,14.81,178,0.12,899,14.10,13.00,4.64,-10.06,3.47,1.26,0.00,0.64,0.00
280179,0.00,0.00,16,14.81,178,0.11,901,14.10,12.50,4.64,-10.04,3.45,1.26,0.00,0.64,0.00
280243,0.00,0.00,16,14.81,178,0.12,898,14.10,12.00,4.64,-10.06,3.45,1.26,0.00,0.64,0.00
280307,0.00,0.00,16,14.81,178,0.12,891,14.10,13.00,4.64,-10.06,3.47,1.26,0.00,0.64,0.00
280371,0.00,0.00,16,14.81,178,0.12,888,14.10,13.50,4.64,-10.06,3.50,1.26,0.00,0.64,0.00
280435,0.00,0.00,16,14.81,178,0.12,893,14.10,14.00,4.64,-10.04,3.55,1.26,0.00,0.64,0.00
280495,0.00,0.00,16,14.81,178,0.12,895,14.10,13.00,4.64,-10.06,3.50,1.26,0.00,0.64,0.00
280563,0.00,0.00,16,14.70,178,0.12,897,14.10,13.00,4.64,-10.06,3.50,1.26,0.00,0.64,0.00
280627,0.00,0.00,16,14.70,178,0.12,897,14.10,13.00,4.64,-10.06,3.47,1.26,0.00,0.64,0.00
280691,0.00,0.00,16,14.70,178,0.12,896,14.10,13.00,4.64,-10.06,3.47,1.26,0.00,0.64,0.00
280756,0.00,0.00,16,14.70,178,0.12,884,14.10,13.50,4.64,-10.06,3.50,1.26,0.00,0.64,0.00
280817,0.00,0.00,16,14.59,178,0.12,886,14.10,14.00,4.64,-10.06,3.47,1.26,0.00,0.64,0.00
280881,0.00,0.00,16,14.70,178,0.12,878,14.10,14.00,4.64,-10.06,3.47,1.26,0.00,0.64,0.00
280945,0.00,0.00,16,14.70,178,0.12,883,14.10,15.00,4.64,-10.04,3.50,1.26,0.00,0.64,0.00
281009,0.00,0.00,16,14.70,178,0.12,883,14.10,14.50,4.64,-10.04,3.50,1.28,0.00,0.64,0.00
281073,0.00,0.00,16,14.59,178,0.12,890,14.10,14.50,4.64,-10.04,3.50,1.28,0.00,0.64,0.00
281137,0.00,0.00,16,14.59,178,0.12,888,14.10,13.50,4.64,-10.04,3.45,1.28,0.00,0.64,0.00
281201,0.00,0.00,16,14.59,178,0.12,888,14.10,14.00,4.64,-10.06,3.45,1.28,0.00,0.64,0.00
281265,0.00,0.00,16,14.70,178,0.12,892,14.10,13.50,4.64,-10.06,3.47,1.28,0.00,0.64,0.00
