Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),CL/OL Fueling* (status),Primary Open Loop Map Enrichment* (estimated AFR),Tip-in Enrichment (Last Calculated)* (raw enrichment value),Tip-in Throttle* (%)
407281,15.50,0.12,804,0.00,0.00,16,14.10,22.00,4.93,3.23,-1.08,0.64,8,14.70,388,0.0
407516,15.85,0.12,811,0.00,0.00,16,14.10,20.00,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
407735,15.85,0.12,811,0.00,0.00,16,14.10,19.00,5.08,3.22,-1.08,0.64,8,14.70,388,0.0
407969,16.19,0.12,790,0.00,0.00,16,14.10,20.00,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
408188,16.08,0.13,789,0.00,0.00,16,14.10,19.50,5.08,3.29,-1.08,0.64,8,14.70,388,0.0
408406,16.19,0.12,802,0.00,0.00,16,14.10,17.00,5.08,3.27,-1.08,0.64,8,14.70,388,0.0
408641,16.08,0.12,780,0.00,0.00,16,14.10,17.50,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
408859,16.19,0.12,795,0.00,0.00,16,14.10,16.50,5.22,3.31,-1.08,0.64,8,14.70,388,0.0
409094,16.08,0.12,805,0.00,0.00,16,14.10,14.00,5.22,3.29,-1.08,0.64,8,14.70,388,0.0
409313,15.96,0.12,800,0.00,0.00,16,14.10,14.00,5.22,3.31,-1.08,0.64,8,14.70,388,0.0
409547,16.08,0.12,810,0.00,0.00,16,14.10,13.50,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
409766,16.08,0.12,805,0.00,0.00,16,14.10,14.00,5.08,3.29,-1.08,0.64,8,14.70,388,0.0
410000,15.85,0.12,814,0.00,0.00,16,14.10,13.00,5.08,3.29,-1.08,0.64,8,14.70,388,0.0
410219,15.73,0.12,828,0.00,0.00,16,14.10,12.00,5.08,3.27,-1.08,0.64,8,14.70,388,0.0
410453,15.62,0.12,814,0.00,0.00,16,14.10,13.50,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
410672,15.50,0.12,818,0.00,0.00,16,14.10,14.00,5.08,3.29,-1.08,0.64,8,14.70,388,0.0
410906,15.39,0.12,818,0.00,0.00,16,14.10,12.50,5.08,3.27,-1.08,0.64,8,14.70,388,0.0
411125,15.27,0.12,810,0.00,0.00,16,14.10,14.00,5.08,3.27,-1.08,0.64,8,14.70,388,0.0
411359,15.16,0.12,816,0.00,0.00,16,14.10,13.00,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
411578,15.16,0.11,825,0.00,0.00,16,14.10,13.00,5.08,3.22,-1.08,0.64,8,14.70,388,0.0
411797,15.16,0.12,810,0.00,0.00,16,14.10,15.00,4.93,3.22,-1.08,0.64,8,14.70,388,0.0
412031,15.04,0.12,824,0.00,0.00,16,14.10,13.00,5.08,3.22,-1.08,0.64,8,14.70,388,0.0
412250,15.04,0.12,815,0.00,0.00,16,14.10,14.00,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
412484,15.04,0.12,826,0.00,0.00,16,14.10,14.00,5.08,3.22,-1.08,0.64,8,14.70,388,0.0
412703,15.04,0.12,830,0.00,0.00,16,14.10,13.50,5.08,3.27,-1.08,0.64,8,14.70,388,0.0
412937,14.81,0.12,825,0.00,0.00,16,14.10,13.00,4.93,3.22,-1.08,0.64,8,14.70,388,0.0
413156,14.70,0.12,837,0.00,0.00,16,14.10,12.50,4.93,3.23,-1.08,0.64,8,14.70,388,0.0
413390,14.70,0.12,834,0.00,0.00,16,14.10,12.50,4.93,3.23,-1.08,0.64,8,14.70,388,0.0
413609,14.59,0.11,826,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
413843,14.47,0.12,832,0.00,0.00,16,14.10,13.50,4.93,3.22,-1.08,0.64,8,14.70,388,0.0
414062,14.36,0.12,836,0.00,0.00,16,14.10,13.00,4.93,3.22,-1.08,0.64,8,14.70,388,0.0
414296,14.24,0.12,821,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
414515,14.36,0.12,829,0.00,0.00,16,14.10,13.50,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
414750,14.47,0.12,827,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
414968,14.70,0.12,825,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
415187,14.59,0.12,826,0.00,0.00,16,14.10,13.50,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
415421,14.59,0.12,825,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
415640,14.59,0.12,812,0.00,0.00,16,14.10,15.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
415874,14.59,0.12,821,0.00,0.00,16,14.10,13.50,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
416093,14.47,0.12,833,0.00,0.00,16,14.10,12.50,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
416328,14.36,0.11,825,0.00,0.00,16,14.10,13.50,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
416546,14.36,0.12,820,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
416765,14.47,0.12,813,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
417000,14.59,0.11,827,0.00,0.00,16,14.10,13.50,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
417218,14.59,0.12,828,0.00,0.00,16,14.10,13.50,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
417453,14.47,0.12,814,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
417671,14.36,0.11,822,0.00,0.00,16,14.10,14.00,4.93,3.16,-1.08,0.64,8,14.70,388,0.0
417906,14.47,0.12,809,0.00,0.00,16,14.10,13.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
418124,14.47,0.12,807,0.00,0.00,16,14.10,15.50,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
418359,14.59,0.12,824,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
418578,14.59,0.12,829,0.00,0.00,16,14.10,13.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
418796,14.70,0.12,816,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
419031,14.70,0.12,822,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
419249,14.70,0.12,806,0.00,0.00,16,14.10,15.00,4.93,3.22,-1.08,0.64,8,14.70,388,0.0
419484,14.70,0.12,811,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
419702,14.59,0.12,826,0.00,0.00,16,14.10,13.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
419937,14.59,0.12,821,0.00,0.00,16,14.10,13.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
420156,14.59,0.12,822,0.00,0.00,16,14.10,13.50,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
420390,14.70,0.12,816,0.00,0.00,16,14.10,13.50,4.93,3.17,-1.08,0.64,8,14.70,388,0.0
420609,14.47,0.12,820,0.00,0.00,16,14.10,14.00,4.93,3.17,-1.08,0.64,8,14.70,388,0.0
420827,14.59,0.12,822,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
421062,14.59,0.12,820,0.00,0.00,16,14.10,14.00,4.93,3.17,-1.08,0.64,8,14.70,388,0.0
421280,14.70,0.12,809,0.00,0.00,16,14.10,14.50,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
421514,14.70,0.12,816,0.00,0.00,16,14.10,13.50,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
421733,14.70,0.12,807,0.00,0.00,16,14.10,14.50,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
421967,14.70,0.12,812,0.00,0.00,16,14.10,14.00,4.93,3.17,-1.08,0.64,8,14.70,388,0.0
422201,14.70,0.12,809,0.00,0.00,16,14.10,14.00,4.93,3.22,-1.08,0.64,8,14.70,388,0.0
422420,14.70,0.12,802,0.00,0.00,16,14.10,14.00,4.93,3.17,-1.08,0.64,8,14.70,388,0.0
422639,14.59,0.12,821,0.00,0.00,16,14.10,13.00,4.93,3.17,-1.08,0.64,8,14.70,388,0.0
422873,14.59,0.12,806,0.00,0.00,16,14.10,13.50,4.93,3.16,-1.08,0.64,8,14.70,388,0.0
423092,14.59,0.12,813,0.00,0.00,16,14.10,14.00,4.93,3.17,-1.08,0.64,8,14.70,388,0.0
423326,14.70,0.12,815,0.00,0.00,16,14.10,13.50,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
423545,14.70,0.12,808,0.00,0.00,16,14.10,14.00,4.93,3.17,-1.08,0.64,8,14.70,388,0.0
423779,14.70,0.12,813,0.00,0.00,16,14.10,13.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
423998,14.70,0.12,821,0.00,0.00,16,14.10,13.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
424232,14.81,0.12,816,0.00,0.00,16,14.10,13.50,4.93,3.17,-1.08,0.64,8,14.70,388,0.0
424451,14.70,0.12,818,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
424685,14.81,0.12,813,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
424904,14.70,0.12,812,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
425123,14.70,0.12,819,0.00,0.00,16,14.10,13.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
425357,14.59,0.12,804,0.00,0.00,16,14.10,14.50,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
425576,14.70,0.12,816,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
425795,14.59,0.12,810,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
426029,14.59,0.12,816,0.00,0.00,16,14.10,13.50,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
426263,14.70,0.12,818,0.00,0.00,16,14.10,13.50,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
426482,14.59,0.12,814,0.00,0.00,16,14.10,14.50,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
426701,14.70,0.12,809,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
426935,14.59,0.12,816,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
427154,14.81,0.12,814,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
427388,14.70,0.11,825,0.00,0.00,16,14.10,13.50,4.93,3.17,-1.08,0.64,8,14.70,388,0.0
427607,14.70,0.12,813,0.00,0.00,16,14.10,13.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
427826,14.59,0.12,818,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
428060,14.70,0.12,813,0.00,0.00,16,14.10,13.50,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
428295,14.70,0.12,808,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
428513,14.81,0.12,814,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
428732,14.70,0.12,825,0.00,0.00,16,14.10,12.50,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
428966,14.70,0.12,818,0.00,0.00,16,14.10,13.50,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
429185,14.70,0.12,820,0.00,0.00,16,14.10,13.50,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
429419,14.70,0.12,820,0.00,0.00,16,14.10,13.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
429638,14.70,0.12,818,0.00,0.00,16,14.10,13.50,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
429873,14.59,0.12,817,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
430091,14.70,0.12,821,0.00,0.00,16,14.10,13.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
430310,14.70,0.12,811,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
430545,14.70,0.12,810,0.00,0.00,16,14.10,14.50,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
430763,14.47,0.12,801,0.00,0.00,16,14.10,15.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
430997,14.47,0.12,814,0.00,0.00,16,14.10,13.50,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
431216,14.59,0.12,820,0.00,0.00,16,14.10,14.00,4.93,3.16,-1.08,0.64,8,14.70,388,0.0
431451,14.70,0.12,807,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
431669,14.59,0.12,828,0.00,0.00,16,14.10,13.00,4.93,3.17,-1.08,0.64,8,14.70,388,0.0
431903,14.70,0.12,816,0.00,0.00,16,14.10,13.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
432121,14.70,0.12,814,0.00,0.00,16,14.10,14.50,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
432356,14.81,0.12,812,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
432575,14.81,0.12,820,0.00,0.00,16,14.10,13.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
432793,14.70,0.12,816,0.00,0.00,16,14.10,13.50,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
433028,14.59,0.12,812,0.00,0.00,16,14.10,13.50,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
433246,14.59,0.12,816,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
433481,14.70,0.12,822,0.00,0.00,16,14.10,13.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
433699,14.47,0.12,820,0.00,0.00,16,14.10,13.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
433918,14.59,0.12,817,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
434153,14.59,0.12,821,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
434371,14.70,0.12,813,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
434606,14.70,0.12,818,0.00,0.00,16,14.10,15.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
434824,14.59,0.12,826,0.00,0.00,16,14.10,13.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
435059,14.59,0.12,821,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
435277,14.70,0.12,827,0.00,0.00,16,14.10,13.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
435512,14.70,0.12,834,0.00,0.00,16,14.10,11.50,4.93,3.17,-1.08,0.64,8,14.70,388,0.0
435731,14.81,0.12,824,0.00,0.00,16,14.10,13.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
435965,14.81,0.12,824,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
436184,14.93,0.12,831,0.00,0.00,16,14.10,13.50,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
436418,15.04,0.12,820,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
436637,15.04,0.11,836,0.00,0.00,16,14.10,13.50,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
436855,14.81,0.11,838,0.00,0.00,16,14.10,12.50,4.93,3.17,-1.08,0.64,8,14.70,388,0.0
437090,14.70,0.13,844,0.00,0.00,16,14.10,13.00,4.93,3.22,-1.08,0.66,8,14.70,388,0.0
437309,14.70,0.15,867,0.00,0.00,16,14.10,10.50,5.37,4.43,-1.08,0.68,8,14.70,388,0.0
437543,14.70,0.15,944,0.00,0.00,16,14.80,14.00,5.66,4.75,-1.08,0.70,8,14.70,388,0.0
437762,14.01,0.16,965,0.00,0.00,16,16.56,15.50,5.95,5.08,-1.08,0.70,8,14.70,388,0.0
437996,13.32,0.18,949,0.00,0.00,16,19.38,17.50,6.09,5.52,-1.08,0.72,8,14.70,388,0.0
438215,14.24,0.23,978,0.00,0.00,16,24.65,22.50,7.11,7.66,-1.08,0.78,8,14.70,388,0.0
438449,13.90,0.28,1102,0.00,0.00,16,28.52,28.00,8.42,10.33,-1.08,0.82,8,14.70,388,0.0
438668,13.67,0.26,1383,0.00,0.00,16,28.87,28.50,9.00,11.66,-1.39,0.86,8,14.70,388,0.0
438887,15.50,0.26,1471,0.00,0.00,16,29.22,28.50,8.71,12.85,-1.39,0.86,8,14.70,388,0.0
439121,16.19,0.26,1572,0.00,0.00,16,29.57,28.50,8.71,13.13,-1.39,0.88,8,14.70,388,0.0
439340,15.27,0.26,1582,0.00,0.00,16,29.57,29.00,8.56,13.52,-1.39,0.88,8,14.70,388,0.0
439574,14.93,0.27,1563,0.00,0.00,16,29.92,29.00,8.71,14.22,-1.39,0.88,8,14.70,388,0.0
439793,14.93,0.28,1540,0.00,0.00,16,29.92,29.50,9.00,14.28,-1.39,0.88,8,14.70,388,0.0
440027,14.81,0.29,1521,0.00,0.00,16,30.27,29.50,9.29,14.47,-1.39,0.90,8,14.70,388,0.0
440246,14.81,0.30,1484,0.00,0.00,16,30.62,29.50,9.43,14.73,-1.39,0.90,8,14.70,388,0.0
440480,14.93,0.31,1400,0.00,0.00,16,29.92,29.50,9.72,14.47,-1.39,0.90,8,14.70,388,0.0
440699,14.70,0.31,1413,0.00,0.00,16,30.27,29.00,10.16,14.34,-1.39,0.90,8,14.70,388,0.0
440933,14.93,0.24,1515,0.00,0.00,16,26.05,28.50,8.13,7.11,-1.39,0.64,8,14.70,388,0.0
441152,13.90,0.10,1696,0.00,0.00,16,15.51,17.50,4.64,3.75,-1.39,0.64,10,14.70,388,0.0
441371,13.21,0.14,1517,0.00,0.00,16,14.10,14.00,3.77,6.77,-1.39,0.68,10,14.70,388,0.0
441604,14.70,0.18,1385,0.00,0.00,16,17.62,15.50,4.79,8.14,-1.39,0.78,10,14.70,388,0.0
441823,15.50,0.21,1635,0.00,0.00,16,30.62,25.00,6.53,11.19,-1.39,0.82,8,14.70,388,0.0
442057,12.17,0.21,1616,0.00,0.00,16,30.62,31.00,6.67,11.56,-1.39,0.84,8,14.70,388,0.0
442276,15.16,0.23,1535,0.00,0.00,16,28.87,28.50,7.25,11.66,-1.39,0.84,8,14.70,388,0.0
442510,15.04,0.23,1604,0.00,0.00,16,29.57,29.00,7.55,11.93,-1.39,0.84,8,14.70,388,0.0
442729,15.62,0.22,1722,0.00,0.00,16,32.03,30.50,7.55,12.31,-1.39,0.84,8,14.70,388,0.0
442963,15.62,0.21,1734,0.00,0.00,16,32.73,32.00,7.25,12.36,-1.39,0.86,8,14.70,388,0.0
443182,15.39,0.22,1812,0.00,0.00,16,34.14,33.00,7.11,12.69,-1.39,0.86,8,14.70,388,0.0
443416,15.16,0.21,1872,0.00,0.00,16,35.55,34.50,7.11,13.13,-1.39,0.86,8,14.70,388,0.0
443635,14.81,0.20,1949,0.00,0.00,16,36.60,35.50,7.11,12.96,-1.39,0.86,8,14.70,388,0.0
443854,14.81,0.20,1988,0.00,0.00,16,37.30,36.50,6.96,13.20,-1.39,0.86,8,14.70,388,0.0
444088,14.93,0.20,2046,0.00,0.00,16,38.01,37.50,6.82,13.58,-1.70,0.86,8,14.68,388,0.0
444307,14.70,0.20,2078,0.00,0.00,16,38.36,37.50,6.82,13.71,-1.70,0.86,10,14.66,388,0.0
444541,15.39,0.27,2123,0.00,0.00,16,42.23,40.50,7.55,18.10,-1.70,0.96,10,14.62,388,0.0
444760,13.78,0.31,2233,0.00,0.00,16,42.58,42.00,9.14,22.67,-1.39,1.00,10,14.62,388,0.0
444994,14.24,0.30,2366,0.00,0.00,16,44.69,43.50,9.58,23.83,-1.70,1.00,10,14.70,388,0.0
445213,14.36,0.27,2448,0.00,0.00,16,45.39,45.00,8.85,21.27,-3.25,0.88,10,14.52,388,0.0
445432,13.44,0.22,2534,0.00,0.00,16,43.63,43.50,7.25,18.18,-3.56,0.84,10,14.47,388,0.0
445666,13.78,0.19,2615,0.00,0.00,16,36.25,39.00,6.53,16.44,-3.56,0.82,10,14.47,388,0.0
445885,14.01,0.18,2633,0.00,0.00,16,33.79,30.50,6.09,15.92,-3.87,0.82,10,14.47,388,-0.6
446119,13.78,0.17,2694,0.00,0.00,16,28.52,30.00,5.95,15.92,-3.87,0.80,10,14.47,388,0.0
446338,14.01,0.17,2708,0.00,0.00,16,25.35,23.50,5.80,15.25,-3.87,0.80,10,14.47,388,0.0
446572,14.47,0.17,2740,0.00,0.00,16,27.11,27.50,5.80,15.85,-4.18,0.80,10,14.47,388,0.0
446791,14.01,0.15,2728,0.00,0.00,16,15.86,16.50,5.37,13.84,-4.18,0.76,10,14.47,388,0.0
447026,14.13,0.15,2715,0.00,0.00,16,13.05,11.50,5.08,13.32,-4.18,0.76,10,14.47,388,0.0
447244,14.24,0.18,2787,0.00,0.00,16,38.71,26.00,5.37,15.63,-4.18,0.84,10,14.47,388,0.0
447479,13.44,0.26,2746,0.00,0.00,16,44.34,43.50,7.40,23.25,-4.18,0.94,10,14.48,388,0.0
447698,14.13,0.35,2960,0.00,0.00,16,42.23,42.00,9.43,32.97,-0.15,1.10,10,14.59,388,0.0
447932,14.24,0.35,3138,0.00,0.00,16,42.23,41.50,10.59,36.81,0.46,1.12,10,14.63,388,0.6
448151,14.24,0.34,3330,0.00,0.00,16,42.58,41.50,10.74,37.29,1.08,1.12,10,14.63,388,0.0
448369,14.24,0.31,3508,0.00,0.00,16,43.28,42.50,10.16,36.30,-0.77,1.08,10,14.60,388,0.0
448604,13.32,0.13,3406,0.00,0.00,16,0.74,21.50,5.80,9.48,-4.18,0.64,10,14.47,388,0.0
448822,13.67,0.13,3056,0.00,0.00,16,-9.10,-7.00,4.21,13.15,-4.18,0.64,10,14.47,388,0.0
449057,23.54,0.14,2719,0.00,0.00,16,-10.16,-10.50,4.21,13.32,-4.18,0.64,10,14.47,388,0.0
449276,23.89,0.14,2318,0.00,0.00,16,10.94,-10.50,4.21,12.15,-2.94,0.64,10,14.52,388,0.0
449510,23.66,0.13,2013,0.00,0.00,16,14.10,14.00,4.06,8.60,-1.39,0.64,10,14.70,388,0.0
449729,23.89,0.16,1761,0.00,0.00,16,17.27,15.50,4.21,9.35,-1.39,0.76,10,14.70,388,0.6
449963,23.31,0.18,2138,0.00,0.00,16,34.49,29.00,5.95,13.02,-1.70,0.88,10,14.60,388,0.0
450182,13.21,0.25,2098,0.00,0.00,16,40.47,39.50,7.40,17.19,-1.70,0.94,10,14.65,388,0.6
450400,14.13,0.36,2176,0.00,0.00,16,40.47,40.50,10.30,26.31,-0.15,1.08,10,14.66,388,0.6
450635,13.78,0.43,2288,0.00,0.00,16,35.20,34.00,12.19,32.17,3.56,1.22,8,14.70,388,0.6
450854,14.47,0.44,2378,0.00,0.00,16,35.20,34.00,12.91,34.70,5.10,1.24,8,14.70,388,0.0
451088,14.70,0.45,2451,0.00,0.00,16,34.84,34.00,13.20,36.43,3.25,1.22,8,14.70,388,0.0
451307,14.59,0.40,2559,0.00,0.00,16,38.71,36.50,12.62,34.58,1.70,1.10,8,14.70,388,0.0
451541,15.04,0.38,2635,0.00,0.00,16,40.12,40.00,11.46,33.10,-1.08,1.06,10,14.67,388,0.0
451760,14.81,0.36,2732,0.00,0.00,16,41.88,41.50,11.17,32.40,-1.70,1.04,10,14.65,388,0.0
451994,14.13,0.32,2774,0.00,0.00,16,43.28,42.50,10.16,29.06,-2.32,1.00,10,14.60,388,0.0
452213,14.24,0.30,2840,0.00,0.00,16,43.63,43.00,9.58,27.68,-3.87,0.96,10,14.57,388,0.0
452432,14.13,0.27,2884,0.00,0.00,16,44.34,43.50,8.56,25.40,-4.18,0.90,10,14.52,388,0.0
452666,12.86,0.23,2920,0.00,0.00,16,44.34,43.50,7.69,22.68,-4.18,0.88,10,14.48,388,0.0
452885,13.78,0.22,2965,0.00,0.00,16,44.34,43.50,7.40,21.71,-4.18,0.88,10,14.47,388,0.0
453119,13.90,0.21,2989,0.00,0.00,16,44.34,43.50,7.11,20.67,-4.18,0.88,10,14.47,388,0.0
453353,14.36,0.20,3014,0.00,0.00,16,43.28,43.50,6.96,20.40,-4.18,0.86,10,14.47,388,0.0
453572,13.90,0.19,3040,0.00,0.00,16,36.60,35.50,6.53,18.65,-4.18,0.84,10,14.47,388,0.0
453806,13.21,0.15,3029,0.00,0.00,16,13.75,22.50,5.95,15.92,-4.18,0.78,10,14.47,388,-0.6
454025,13.78,0.13,3010,0.00,0.00,16,-1.37,-0.50,4.93,12.75,-4.18,0.74,10,14.47,388,0.0
454244,14.01,0.12,2983,0.00,0.00,16,-3.12,-1.50,4.50,11.93,-4.18,0.70,10,14.47,388,0.0
454478,12.40,0.12,2916,0.00,0.00,16,-8.05,-8.50,3.77,11.40,-4.18,0.64,10,14.47,388,0.0
454697,13.21,0.11,2882,0.00,0.00,16,-10.16,-10.50,3.92,11.19,-4.18,0.64,10,14.47,388,0.0
454931,21.13,0.12,2861,0.00,0.00,16,-10.16,-10.50,4.21,11.77,-4.18,0.68,10,14.47,388,0.0
455150,24.00,0.15,2820,0.00,0.00,16,-5.59,-7.50,4.50,13.45,-4.18,0.72,10,14.47,388,0.0
455384,13.21,0.14,2787,0.00,0.00,16,-0.31,-2.50,4.50,13.08,-4.18,0.74,10,14.47,388,0.0
455603,12.40,0.17,2793,0.00,0.00,16,19.02,13.50,4.79,14.53,-4.18,0.80,10,14.47,388,0.0
455837,12.63,0.17,2725,0.00,0.00,16,28.52,27.00,5.51,16.00,-4.18,0.82,10,14.47,388,0.0
456056,14.24,0.21,2768,0.00,0.00,16,44.34,43.50,6.53,19.73,-4.18,0.88,10,14.47,388,0.0
456290,14.24,0.21,2797,0.00,0.00,16,44.34,43.50,6.82,19.51,-4.18,0.88,10,14.47,388,0.0
456509,14.47,0.21,2829,0.00,0.00,16,44.34,43.50,6.82,19.73,-4.18,0.86,10,14.47,388,0.0
456744,14.59,0.18,2832,0.00,0.00,16,30.62,43.50,6.53,17.11,-4.18,0.70,10,14.47,388,-1.2
456962,12.86,0.12,2607,0.00,0.00,16,-9.45,-9.50,4.06,10.74,-4.18,0.64,10,14.47,388,0.0
457181,15.85,0.12,2202,0.00,0.00,16,15.16,10.00,4.06,9.04,-2.94,0.64,10,14.57,388,0.0
457415,23.89,0.10,1877,0.00,0.00,16,14.10,14.00,3.92,6.48,-1.39,0.64,10,14.70,388,0.0
457634,24.46,0.12,1652,0.00,0.00,16,14.10,14.00,3.77,6.62,-1.39,0.64,10,14.70,388,0.0
457869,23.66,0.15,1254,0.00,0.00,16,14.10,22.00,4.06,6.59,-1.39,0.64,10,14.70,388,0.0
458087,23.54,0.13,1292,0.00,0.00,16,14.10,17.50,4.21,5.46,-1.39,0.64,10,14.70,388,0.0
458322,23.43,0.14,1294,0.00,0.00,16,14.10,17.00,3.92,5.49,-1.39,0.68,10,14.70,388,0.0
