Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Fueling Final Base* (estimated AFR),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Throttle Sensor Voltage (V),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Defogger Switch (On/Off)
998233,-3.91,0.00,14.81,8,0.26,807,0.00,0.00,16,14.70,9.88,10.00,0.66,5.37,3.45,1.28,0.00,-9.36,1
998305,-3.91,0.00,14.81,8,0.26,796,0.00,0.00,16,14.70,9.88,11.00,0.66,5.37,3.45,1.26,0.00,-9.38,1
998378,-3.91,0.00,14.81,8,0.26,806,0.00,0.00,16,14.70,9.88,10.00,0.66,5.37,3.45,1.24,0.00,-9.38,1
998448,-3.91,0.00,14.70,8,0.26,802,0.00,0.00,16,14.70,9.88,10.50,0.66,5.37,3.45,1.28,0.00,-9.36,1
998524,-3.91,0.00,14.70,8,0.26,796,0.00,0.00,16,14.70,9.88,10.50,0.66,5.37,3.45,1.26,0.00,-9.36,1
998596,-3.91,0.00,14.70,8,0.26,800,0.00,0.00,16,14.70,9.88,9.00,0.66,5.37,3.45,1.24,0.00,-9.36,1
998668,-3.91,0.00,14.70,8,0.26,808,0.00,0.00,16,14.70,9.88,9.50,0.66,5.37,3.45,1.26,0.00,-9.36,1
998746,-3.91,0.00,14.70,8,0.26,800,0.00,0.00,16,14.70,9.88,10.50,0.66,5.37,3.45,1.28,0.00,-9.36,1
998818,-3.91,0.00,14.70,8,0.26,809,0.00,0.00,16,14.70,9.88,9.50,0.66,5.37,3.47,1.26,0.00,-9.36,1
998889,-3.91,0.00,14.70,8,0.26,796,0.00,0.00,16,14.70,9.88,10.50,0.66,5.37,3.47,1.24,0.00,-9.36,1
998960,-3.91,0.00,14.70,8,0.26,798,0.00,0.00,16,14.70,9.88,10.50,0.66,5.37,3.47,1.26,0.00,-9.36,1
999036,-3.91,0.00,14.70,8,0.26,810,0.00,0.00,16,14.70,9.88,9.00,0.66,5.37,3.45,1.26,0.00,-9.36,1
999111,-3.91,0.00,14.81,8,0.25,811,0.00,0.00,16,14.70,9.88,9.00,0.66,5.37,3.45,1.26,0.00,-9.38,1
999178,-3.91,0.00,14.70,8,0.25,820,0.00,0.00,16,14.70,9.88,8.00,0.66,5.37,3.45,1.26,0.00,-9.38,1
999254,-3.12,0.00,14.70,8,0.25,816,0.00,0.00,16,14.70,9.88,8.00,0.66,5.37,3.45,1.26,0.00,-9.38,1
999327,-3.91,0.00,14.70,8,0.25,805,0.00,0.00,16,14.70,9.88,10.00,0.66,5.37,3.49,1.28,0.00,-9.38,1
999399,-3.91,0.00,14.70,8,0.26,810,0.00,0.00,16,14.70,9.88,9.50,0.66,5.37,3.45,1.26,0.00,-9.38,1
999472,-3.91,0.00,14.59,8,0.26,800,0.00,0.00,16,14.70,9.88,10.50,0.66,5.37,3.49,1.26,0.00,-9.38,1
999544,-3.91,0.00,14.59,8,0.26,805,0.00,0.00,16,14.70,9.88,10.00,0.66,5.37,3.49,1.26,0.00,-9.38,1
999616,-3.91,0.00,14.59,8,0.26,810,0.00,0.00,16,14.70,9.88,9.50,0.66,5.37,3.45,1.28,0.00,-9.38,1
999695,-3.91,0.00,14.81,8,0.25,816,0.00,0.00,16,14.70,9.88,8.50,0.66,5.37,3.45,1.26,0.00,-9.36,1
999767,-3.91,0.00,14.81,8,0.25,818,0.00,0.00,16,14.70,9.88,8.50,0.66,5.37,3.45,1.26,0.00,-9.38,1
999837,-3.12,0.00,14.81,8,0.25,808,0.00,0.00,16,14.70,9.88,9.00,0.66,5.37,3.45,1.26,0.00,-9.36,1
999913,-3.12,0.00,14.81,8,0.25,815,0.00,0.00,16,14.70,9.88,11.00,0.66,5.37,3.45,1.28,0.00,-9.38,1
999987,-3.12,0.00,14.81,8,0.26,796,0.00,0.00,16,14.70,9.88,10.50,0.66,5.37,3.45,1.26,0.00,-9.38,1
1000059,-3.12,0.00,14.81,8,0.26,799,0.00,0.00,16,14.70,9.88,10.50,0.66,5.37,3.45,1.26,0.00,-9.38,1
1000134,-3.12,0.00,14.81,8,0.26,804,0.00,0.00,16,14.70,9.88,10.00,0.66,5.37,3.45,1.28,0.00,-9.36,1
1000206,-3.12,0.00,14.81,8,0.26,816,0.00,0.00,16,14.70,9.88,8.50,0.66,5.37,3.47,1.28,0.00,-9.38,1
1000278,-3.12,0.00,14.81,8,0.25,816,0.00,0.00,16,14.70,9.88,8.50,0.66,5.37,3.45,1.26,0.00,-9.36,1
1000350,-3.91,0.00,14.70,8,0.26,809,0.00,0.00,16,14.70,9.88,8.50,0.66,5.37,3.45,1.26,0.00,-9.38,1
1000422,-3.12,0.00,14.70,8,0.26,794,0.00,0.00,16,14.70,9.88,11.00,0.66,5.37,3.45,1.28,0.00,-9.36,1
1000494,-3.91,0.00,14.70,8,0.26,802,0.00,0.00,16,14.70,9.88,10.50,0.66,5.37,3.45,1.26,0.00,-9.38,1
1000566,-3.12,0.00,14.70,8,0.26,796,0.00,0.00,16,14.70,9.88,9.50,0.66,5.37,3.47,1.24,0.00,-9.36,1
1000642,-3.12,0.00,14.70,8,0.26,812,0.00,0.00,16,14.70,9.88,9.00,0.66,5.37,3.45,1.26,0.00,-9.38,1
1000714,-3.12,0.00,14.70,8,0.26,809,0.00,0.00,16,14.70,9.88,9.50,0.66,5.37,3.45,1.28,0.00,-9.36,1
1000786,-3.12,0.00,14.81,8,0.25,814,0.00,0.00,16,14.70,9.88,8.50,0.66,5.37,3.45,1.26,0.00,-9.38,1
1000858,-3.12,0.00,14.81,8,0.26,806,0.00,0.00,16,14.70,9.88,9.50,0.66,5.37,3.45,1.24,0.00,-9.38,1
1000934,-3.12,0.00,14.81,8,0.26,808,0.00,0.00,16,14.70,9.88,9.50,0.66,5.37,3.45,1.28,0.00,-9.38,1
1001006,-3.12,0.00,14.81,8,0.26,796,0.00,0.00,16,14.70,9.88,10.50,0.66,5.37,3.47,1.26,0.00,-9.36,1
1001078,-3.12,0.00,14.81,8,0.26,808,0.00,0.00,16,14.70,9.88,9.50,0.66,5.37,3.45,1.24,0.00,-9.38,1
1001150,-3.12,0.00,14.81,8,0.25,807,0.00,0.00,16,14.70,9.88,8.50,0.66,5.37,3.45,1.26,0.00,-9.36,1
1001228,-3.12,0.00,14.81,8,0.26,812,0.00,0.00,16,14.70,9.88,9.00,0.66,5.37,3.45,1.26,0.00,-9.38,1
1001300,-3.12,0.00,14.70,8,0.26,807,0.00,0.00,16,14.70,9.88,9.50,0.66,5.37,3.45,1.26,0.00,-9.36,1
1001368,-3.12,0.00,14.70,8,0.26,808,0.00,0.00,16,14.70,9.88,9.50,0.66,5.37,3.45,1.26,0.00,-9.38,1
1001448,-3.12,0.00,14.70,8,0.26,797,0.00,0.00,16,14.70,9.88,10.50,0.66,5.37,3.45,1.26,0.00,-9.36,1
1001520,-3.12,0.00,14.81,8,0.26,808,0.00,0.00,16,14.70,9.88,9.50,0.66,5.37,3.45,1.26,0.00,-9.38,1
1001592,-3.12,0.00,14.81,8,0.26,805,0.00,0.00,16,14.70,9.88,9.50,0.66,5.37,3.47,1.26,0.00,-9.36,1
1001666,-3.12,0.00,14.81,8,0.26,802,0.00,0.00,16,14.70,9.88,10.00,0.66,5.37,3.47,1.24,0.00,-9.38,1
1001737,-3.12,0.00,14.70,8,0.26,795,0.00,0.00,16,14.70,9.88,9.50,0.66,5.37,3.47,1.26,0.00,-9.38,1
1001810,-3.12,0.00,14.81,8,0.26,804,0.00,0.00,16,14.70,9.88,9.00,0.66,5.37,3.47,1.28,0.00,-9.38,1
1001885,-3.12,0.00,14.70,8,0.26,805,0.00,0.00,16,14.70,9.88,9.50,0.66,5.37,3.45,1.26,0.00,-9.38,1
1001957,-3.12,0.00,14.81,8,0.26,806,0.00,0.00,16,14.70,9.88,10.00,0.66,5.37,3.45,1.26,0.00,-9.36,1
1002029,-3.12,0.00,14.81,8,0.26,798,0.00,0.00,16,14.70,9.88,10.50,0.66,5.37,3.47,1.26,0.00,-9.36,1
1002101,-3.12,0.00,14.70,8,0.26,810,0.00,0.00,16,14.70,9.88,9.00,0.66,5.37,3.47,1.28,0.00,-9.36,1
1002173,-3.12,0.00,14.70,8,0.26,806,0.00,0.00,16,14.70,9.88,9.50,0.66,5.37,3.45,1.26,0.00,-9.38,1
1002247,-3.91,0.00,14.70,8,0.25,817,0.00,0.00,16,14.70,9.88,8.00,0.66,5.37,3.45,1.26,0.00,-9.38,1
1002319,-3.12,0.00,14.47,8,0.25,819,0.00,0.00,16,14.70,9.88,8.00,0.66,5.37,3.45,1.26,0.00,-9.38,1
1002395,-3.91,0.00,14.47,8,0.25,822,0.00,0.00,16,14.70,9.88,7.50,0.66,5.37,3.45,1.26,0.00,-9.40,1
1002465,-3.12,0.00,14.47,8,0.25,826,0.00,0.00,16,14.70,9.88,8.50,0.66,5.22,3.45,1.26,0.00,-9.42,1
1002537,-3.91,0.00,14.59,8,0.25,808,0.00,0.00,16,14.70,9.88,9.50,0.66,5.22,3.45,1.26,0.00,-9.44,1
1002609,-3.12,0.00,14.47,8,0.26,793,0.00,0.00,16,14.70,9.88,11.50,0.66,5.22,3.47,1.26,0.00,-9.38,1
1002687,-3.12,0.00,14.59,8,0.26,798,0.00,0.00,16,14.70,9.88,10.50,0.66,5.37,3.47,1.28,0.00,-9.38,1
1002759,-3.12,0.00,14.59,8,0.25,808,0.00,0.00,16,14.70,9.88,9.50,0.66,5.37,3.45,1.26,0.00,-9.38,1
1002831,-3.12,0.00,14.70,8,0.25,819,0.00,0.00,16,14.70,9.88,8.50,0.66,5.22,3.45,1.24,0.00,-9.42,1
1002911,-3.12,0.00,14.59,8,0.26,823,0.00,0.00,16,14.70,9.88,8.00,0.66,5.37,3.47,1.26,0.00,-9.40,1
1002979,-3.91,0.00,14.59,8,0.25,816,0.00,0.00,16,14.70,9.88,9.00,0.66,5.22,3.47,1.28,0.00,-9.44,1
1003051,-3.12,0.00,14.47,8,0.25,826,0.00,0.00,16,14.70,9.88,8.50,0.66,5.22,3.45,1.26,0.00,-9.42,1
1003123,-3.91,0.00,14.59,8,0.25,820,0.00,0.00,16,14.70,9.88,7.50,0.66,5.22,3.45,1.24,0.00,-9.44,1
1003199,-3.12,0.00,14.47,8,0.25,821,0.00,0.00,16,14.70,9.88,8.50,0.66,5.22,3.45,1.26,0.00,-9.44,1
1003271,-3.91,0.00,14.59,8,0.25,830,0.00,0.00,16,14.70,9.88,8.00,0.66,5.22,3.47,1.28,0.00,-9.46,1
1003345,-3.12,0.00,14.59,8,0.25,815,0.00,0.00,16,14.70,9.88,9.50,0.66,5.22,3.45,1.28,0.00,-9.46,1
1003419,-3.12,0.00,14.59,8,0.25,826,0.00,0.00,16,14.70,9.88,8.00,0.66,5.22,3.47,1.26,0.00,-9.48,1
1003487,-3.12,0.00,14.70,8,0.26,810,0.00,0.00,16,14.70,9.88,10.00,0.66,5.22,3.49,1.26,0.00,-9.46,1
1003559,-3.12,0.00,14.81,8,0.26,813,0.00,0.00,16,14.70,9.88,10.00,0.66,5.22,3.49,1.28,0.00,-9.46,1
1003639,-3.12,0.00,14.70,8,0.25,821,0.00,0.00,16,14.70,9.88,9.00,0.66,5.22,3.45,1.26,0.00,-9.44,1
1003711,-3.12,0.00,14.81,8,0.25,829,0.00,0.00,16,14.70,9.88,7.50,0.66,5.22,3.45,1.26,0.00,-9.48,1
1003783,-3.12,0.00,14.81,8,0.25,829,0.00,0.00,16,14.70,9.88,8.00,0.66,5.22,3.45,1.24,0.00,-9.48,1
1003857,-3.12,0.00,14.81,8,0.25,828,0.00,0.00,16,14.70,9.88,8.50,0.66,5.22,3.45,1.26,0.00,-9.48,1
1003929,-3.12,0.00,14.81,8,0.25,820,0.00,0.00,16,14.70,9.88,9.50,0.66,5.22,3.49,1.28,0.00,-9.48,1
1004003,-3.12,0.00,14.81,8,0.25,831,0.00,0.00,16,14.70,9.88,8.00,0.66,5.22,3.47,1.28,0.00,-9.49,1
1004075,-3.12,0.00,14.81,8,0.25,821,0.00,0.00,16,14.70,9.88,9.50,0.66,5.22,3.47,1.26,0.00,-9.48,1
1004147,-3.12,0.00,14.81,8,0.25,830,0.00,0.00,16,14.70,9.88,8.50,0.66,5.22,3.45,1.26,0.00,-9.51,1
1004218,-2.34,0.00,14.81,8,0.25,834,0.00,0.00,16,14.70,9.88,8.00,0.66,5.22,3.49,1.26,0.00,-9.51,1
1004292,-2.34,0.00,14.81,8,0.25,834,0.00,0.00,16,14.70,9.88,7.50,0.66,5.22,3.45,1.26,0.00,-9.53,1
1004368,-2.34,0.00,14.70,8,0.25,840,0.00,0.00,16,14.70,9.88,8.00,0.66,5.22,3.45,1.26,0.00,-9.53,1
1004440,-2.34,0.00,14.81,8,0.25,832,0.00,0.00,16,14.70,9.88,9.00,0.66,5.22,3.45,1.26,0.00,-9.53,1
1004512,-2.34,0.00,14.81,8,0.26,812,0.00,0.00,16,14.70,9.88,11.00,0.66,5.22,3.45,1.26,0.00,-9.51,1
1004588,-2.34,0.00,14.81,8,0.26,818,0.00,0.00,16,14.70,9.88,10.00,0.66,5.22,3.49,1.28,0.00,-9.49,1
1004654,-2.34,0.00,14.70,8,0.25,823,0.00,0.00,16,14.70,9.88,9.50,0.66,5.22,3.49,1.28,0.00,-9.48,1
1004734,-2.34,0.00,14.81,8,0.25,837,0.00,0.00,16,14.70,9.88,8.00,0.66,5.22,3.45,1.26,0.00,-9.49,1
1004807,-2.34,0.00,14.81,8,0.25,830,0.00,0.00,16,14.70,9.88,9.00,0.66,5.22,3.45,1.24,0.00,-9.51,1
1004879,-2.34,0.00,14.81,8,0.25,834,0.00,0.00,16,14.70,9.88,8.50,0.66,5.08,3.42,1.26,0.00,-9.55,1
1004949,-2.34,0.00,14.70,8,0.24,836,0.00,0.00,16,14.70,9.88,8.00,0.66,5.22,3.42,1.26,0.00,-9.55,1
1005021,-3.12,0.00,14.81,8,0.24,839,0.00,0.00,16,14.70,9.88,8.00,0.66,5.08,3.42,1.26,0.00,-9.57,1
1005096,-2.34,0.00,14.70,8,0.25,825,0.00,0.00,16,14.70,9.88,10.00,0.66,5.08,3.40,1.26,0.00,-9.57,1
1005168,-3.12,0.00,14.70,8,0.25,826,0.00,0.00,16,14.70,9.88,9.50,0.66,5.08,3.42,1.24,0.00,-9.57,1
1005248,-3.12,0.00,14.59,8,0.25,815,0.00,0.00,16,14.70,9.88,10.50,0.66,5.22,3.45,1.26,0.00,-9.53,1
1005320,-3.12,0.00,14.59,8,0.25,820,0.00,0.00,16,14.70,9.88,10.50,0.66,5.22,3.45,1.26,0.00,-9.53,1
1005390,-3.12,0.00,14.59,8,0.25,804,0.00,0.00,16,14.70,9.88,11.50,0.66,5.22,3.45,1.26,0.00,-9.51,1
1005462,-3.12,0.00,14.59,8,0.25,812,0.00,0.00,16,14.70,9.88,11.00,0.66,5.22,3.42,1.24,0.00,-9.49,1
1005534,-3.12,0.00,14.59,8,0.25,812,0.00,0.00,16,14.70,9.88,10.50,0.66,5.22,3.40,1.26,0.00,-9.48,1
1005608,-3.12,0.00,14.59,8,0.25,822,0.00,0.00,16,14.70,9.88,9.50,0.66,5.22,3.40,1.26,0.00,-9.48,1
1005680,-3.12,0.00,14.47,8,0.25,815,0.00,0.00,16,14.70,9.88,10.50,0.66,5.22,3.36,1.26,0.00,-9.51,1
1005752,-3.12,0.00,14.70,8,0.25,816,0.00,0.00,16,14.70,9.88,10.00,0.66,5.22,3.36,1.24,0.00,-9.49,1
1005824,-3.12,0.00,14.59,8,0.25,799,0.00,0.00,16,14.70,9.88,12.00,0.66,5.22,3.38,1.24,0.00,-9.42,1
1005904,-3.12,0.00,14.59,8,0.25,798,0.00,0.00,16,14.70,9.88,11.50,0.66,5.22,3.40,1.26,0.00,-9.40,1
1005976,-3.12,0.00,14.59,8,0.25,798,0.00,0.00,16,14.70,9.88,11.50,0.66,5.37,3.40,1.26,0.00,-9.40,1
1006048,-3.12,0.00,14.70,8,0.25,812,0.00,0.00,16,14.70,9.88,10.00,0.66,5.22,3.40,1.24,0.00,-9.42,1
1006120,-3.12,0.00,14.59,8,0.25,816,0.00,0.00,16,14.70,9.88,9.50,0.66,5.37,3.36,1.26,0.00,-9.40,1
1006192,-3.12,0.00,14.59,8,0.25,813,0.00,0.00,16,14.70,9.88,10.00,0.66,5.22,3.36,1.26,0.00,-9.44,1
1006268,-3.12,0.00,14.47,8,0.25,816,0.00,0.00,16,14.70,9.88,10.50,0.66,5.22,3.36,1.24,0.00,-9.42,1
1006330,-3.12,0.00,14.59,8,0.25,806,0.00,0.00,16,14.70,9.88,10.50,0.66,5.22,3.36,1.24,0.00,-9.46,1
1006408,-3.12,0.00,14.47,8,0.25,797,0.00,0.00,16,14.70,9.88,11.50,0.66,5.22,3.36,1.26,0.00,-9.44,1
1006486,-3.12,0.00,14.59,8,0.25,802,0.00,0.00,16,14.70,9.88,10.50,0.66,5.22,3.36,1.26,0.00,-9.46,1
1006549,-3.12,0.00,14.59,8,0.26,789,0.00,0.00,16,14.70,9.88,12.00,0.66,5.22,3.38,1.26,0.00,-9.46,1
1006627,-3.12,0.00,14.70,8,0.26,793,0.00,0.00,16,14.70,9.88,11.50,0.66,5.22,3.42,1.24,0.00,-9.44,1
1006705,-3.12,0.00,14.59,8,0.26,799,0.00,0.00,16,14.70,9.88,10.50,0.66,5.22,3.40,1.26,0.00,-9.42,1
1006768,-2.34,0.00,14.81,8,0.26,798,0.00,0.00,16,14.70,9.88,10.50,0.66,5.22,3.45,1.24,0.00,-9.44,1
1006846,-2.34,0.00,14.70,8,0.25,804,0.00,0.00,16,14.70,9.88,10.50,0.66,5.22,3.40,1.24,0.00,-9.42,1
1006924,-2.34,0.00,14.81,8,0.25,804,0.00,0.00,16,14.70,9.88,10.00,0.66,5.22,3.40,1.26,0.00,-9.42,1
1006987,-2.34,0.00,14.81,8,0.25,810,0.00,0.00,16,14.70,9.88,9.50,0.66,5.22,3.40,1.26,0.00,-9.44,1
1007069,-2.34,0.00,14.81,8,0.25,815,0.00,0.00,16,14.70,9.88,8.50,0.66,5.22,3.40,1.24,0.00,-9.44,1
1007141,-2.34,-0.78,14.81,8,0.25,782,0.00,0.00,16,14.70,9.88,10.00,0.66,5.22,3.38,1.24,0.00,-9.44,1
1007214,-2.34,-0.78,14.81,8,0.26,788,0.00,0.00,16,14.70,9.88,11.50,0.66,5.22,3.42,1.26,0.00,-9.42,1
1007286,-2.34,-0.78,14.81,8,0.26,800,0.00,0.00,16,14.70,9.88,10.00,0.66,5.37,3.45,1.26,0.00,-9.42,1
1007364,-2.34,-0.78,14.81,8,0.26,806,0.00,0.00,16,14.70,9.88,9.50,0.66,5.37,3.45,1.24,0.00,-9.38,1
1007432,-2.34,-0.78,14.81,8,0.26,807,0.00,0.00,16,14.70,9.88,9.50,0.66,5.37,3.45,1.26,0.00,-9.38,1
1007504,-2.34,-0.78,14.70,8,0.26,797,0.00,0.00,16,14.70,9.88,9.50,0.66,5.37,3.45,1.28,0.00,-9.38,1
1007576,-3.12,-0.78,14.59,8,0.26,802,0.00,0.00,16,14.70,9.88,9.50,0.66,5.37,3.40,1.26,0.00,-9.38,1
1007652,-2.34,-0.78,14.70,8,0.25,806,0.00,0.00,16,14.70,9.88,9.50,0.66,5.37,3.40,1.24,0.00,-9.38,1
1007724,-3.12,-0.78,14.70,8,0.25,807,0.00,0.00,16,14.70,9.88,9.50,0.66,5.22,3.40,1.26,0.00,-9.44,1
1007796,-2.34,-0.78,14.59,8,0.26,798,0.00,0.00,16,14.70,9.88,10.50,0.66,5.22,3.40,1.26,0.00,-9.40,1
1007868,-2.34,-0.78,14.70,8,0.26,801,0.00,0.00,16,14.70,9.88,10.00,0.66,5.37,3.45,1.26,0.00,-9.40,1
1007944,-2.34,-0.78,14.70,8,0.26,794,0.00,0.00,16,14.70,9.88,11.50,0.66,5.37,3.45,1.26,0.00,-9.36,1
1008016,-2.34,-0.78,14.70,8,0.26,797,0.00,0.00,16,14.70,9.88,10.50,0.66,5.37,3.49,1.28,0.00,-9.38,1
1008092,-2.34,-0.78,14.70,8,0.25,798,0.00,0.00,16,14.70,9.88,10.00,0.66,5.37,3.45,1.26,0.00,-9.36,1
1008164,-2.34,-0.78,14.70,8,0.25,819,0.00,0.00,16,14.70,9.88,9.00,0.66,5.37,3.40,1.24,0.00,-9.36,1
1008238,-2.34,-0.78,14.59,8,0.25,817,0.00,0.00,16,14.70,9.88,8.00,0.66,5.37,3.40,1.26,0.00,-9.36,1
1008312,-3.12,-0.78,14.70,8,0.26,813,0.00,0.00,16,14.70,9.88,8.50,0.66,5.37,3.40,1.26,0.00,-9.38,1
1008384,-2.34,-0.78,14.59,8,0.25,806,0.00,0.00,16,14.70,9.88,9.50,0.66,5.37,3.40,1.26,0.00,-9.36,1
1008456,-2.34,-0.78,14.70,8,0.25,810,0.00,0.00,16,14.70,9.88,9.00,0.66,5.37,3.40,1.24,0.00,-9.40,1
1008528,-2.34,-0.78,14.70,8,0.25,802,0.00,0.00,16,14.70,9.88,10.00,0.66,5.37,3.42,1.26,0.00,-9.38,1
1008600,-2.34,-0.78,14.81,8,0.25,806,0.00,0.00,16,14.70,9.88,9.50,0.66,5.37,3.42,1.26,0.00,-9.40,1
1008676,-1.56,-0.78,14.81,8,0.25,799,0.00,0.00,16,14.70,9.88,10.50,0.66,5.37,3.42,1.24,0.00,-9.36,1
1008749,-2.34,-0.78,14.81,8,0.25,805,0.00,0.00,16,14.70,9.88,9.00,0.66,5.37,3.40,1.24,0.00,-9.38,1
1008828,-2.34,-0.78,14.81,8,0.26,810,0.00,0.00,16,14.70,9.88,9.50,0.66,5.37,3.42,1.26,0.00,-9.38,1
1008892,-2.34,-0.78,14.81,8,0.25,815,0.00,0.00,16,14.70,9.88,8.50,0.66,5.37,3.40,1.26,0.00,-9.40,1
1008964,-2.34,-0.78,14.81,8,0.25,814,0.00,0.00,16,14.70,9.88,8.50,0.66,5.37,3.40,1.24,0.00,-9.40,1
1009041,-2.34,-0.78,14.81,8,0.25,812,0.00,0.00,16,14.70,9.88,8.50,0.66,5.22,3.38,1.24,0.00,-9.44,1
1011051,-2.34,-0.78,14.81,8,0.25,812,0.00,0.00,16,14.70,9.88,8.50,0.66,5.22,3.38,1.24,0.00,-9.44,1
1011705,-0.78,-0.78,14.93,8,0.25,824,0.00,0.00,16,14.70,9.88,9.00,0.66,5.37,3.40,1.24,0.00,-9.40,1
1011777,-0.78,-0.78,14.93,8,0.26,792,0.00,0.00,16,14.70,9.88,11.00,0.66,5.37,3.40,1.26,0.00,-9.38,1
1011849,-0.78,-0.78,14.81,8,0.26,808,0.00,0.00,16,14.70,9.88,9.50,0.66,5.37,3.45,1.28,0.00,-9.42,1
1011923,-0.78,-0.78,14.93,8,0.25,816,0.00,0.00,16,14.70,9.88,8.50,0.66,5.22,3.42,1.26,0.00,-9.44,1
1011995,-0.78,-0.78,14.93,8,0.25,830,0.00,0.00,16,14.70,9.88,7.00,0.66,5.22,3.40,1.24,0.00,-9.44,1
1012067,-0.78,-0.78,14.93,8,0.25,826,0.00,0.00,16,14.70,9.88,7.00,0.66,5.22,3.40,1.24,0.00,-9.48,1
1012139,-0.78,-0.78,14.93,8,0.24,836,0.00,0.00,16,14.70,9.88,7.00,0.66,5.22,3.40,1.26,0.00,-9.46,1
1012211,-0.78,-0.78,14.81,8,0.25,837,0.00,0.00,16,14.70,9.88,7.00,0.66,5.22,3.40,1.26,0.00,-9.48,1
1012287,-0.78,-0.78,14.93,8,0.25,828,0.00,0.00,16,14.70,9.88,8.00,0.66,5.22,3.40,1.26,0.00,-9.49,1
1012359,-0.78,-0.78,14.81,8,0.25,827,0.00,0.00,16,14.70,9.88,9.50,0.66,5.22,3.40,1.24,0.00,-9.48,1
1012428,-0.78,-0.78,14.81,8,0.25,817,0.00,0.00,16,14.70,9.88,9.50,0.66,5.22,3.42,1.26,0.00,-9.48,1
1012507,-0.78,-0.78,14.81,8,0.25,816,0.00,0.00,16,14.70,9.88,9.50,0.66,5.22,3.40,1.26,0.00,-9.48,1
1012579,-0.78,-0.78,14.81,8,0.25,824,0.00,0.00,16,14.70,9.88,8.50,0.66,5.22,3.40,1.26,0.00,-9.51,1
1012648,-0.78,-0.78,14.81,8,0.25,818,0.00,0.00,16,14.70,9.88,9.50,0.66,5.22,3.40,1.24,0.00,-9.49,1
1012728,-0.78,-0.78,14.81,8,0.25,826,0.00,0.00,16,14.70,9.88,9.00,0.66,5.22,3.40,1.24,0.00,-9.53,1
1012800,-0.78,-0.78,14.70,8,0.25,832,0.00,0.00,16,14.70,9.88,8.00,0.66,5.22,3.40,1.26,0.00,-9.53,1
1012872,-0.78,-0.78,14.81,8,0.25,831,0.00,0.00,16,14.70,9.88,8.00,0.66,5.08,3.40,1.26,0.00,-9.55,1
1012944,-0.78,-0.78,14.59,8,0.25,834,0.00,0.00,16,14.70,9.88,9.00,0.66,5.08,3.40,1.26,0.00,-9.55,1
1013016,-0.78,-0.78,14.70,8,0.25,826,0.00,0.00,16,14.70,9.88,8.00,0.66,5.22,3.40,1.24,0.00,-9.53,1
1013088,-0.78,-0.78,14.59,8,0.25,822,0.00,0.00,16,14.70,9.88,9.50,0.66,5.22,3.40,1.26,0.00,-9.53,1
1013160,-1.56,-0.78,14.59,8,0.25,826,0.00,0.00,16,14.70,9.88,9.00,0.66,5.22,3.40,1.26,0.00,-9.53,1
1013232,-1.56,-0.78,14.59,8,0.25,814,0.00,0.00,16,14.70,9.88,10.50,0.66,5.22,3.40,1.26,0.00,-9.53,1
1013312,-1.56,-0.78,14.59,8,0.25,827,0.00,0.00,16,14.70,9.88,9.00,0.66,5.08,3.40,1.26,0.00,-9.53,1
1013384,-0.78,-0.78,14.59,8,0.25,826,0.00,0.00,16,14.70,9.88,9.50,0.66,5.08,3.40,1.26,0.00,-9.55,1
1013455,-1.56,-0.78,14.70,8,0.24,834,0.00,0.00,16,14.70,9.88,8.00,0.66,5.08,3.40,1.26,0.00,-9.55,1
1013529,-0.78,-0.78,14.59,8,0.24,836,0.00,0.00,16,14.70,9.88,8.00,0.66,5.08,3.40,1.26,0.00,-9.57,1
1013601,-1.56,-0.78,14.70,8,0.24,834,0.00,0.00,16,14.70,9.88,8.50,0.66,5.08,3.40,1.26,0.00,-9.57,1
1013673,-0.78,-0.78,14.47,8,0.25,830,0.00,0.00,16,14.70,9.88,9.00,0.66,5.08,3.40,1.24,0.00,-9.57,1
1013745,-1.56,-0.78,14.70,8,0.25,834,0.00,0.00,16,14.70,9.88,9.00,0.66,5.08,3.40,1.24,0.00,-9.57,1
1013821,-0.78,-0.78,14.59,8,0.25,822,0.00,0.00,16,14.70,9.88,10.00,0.66,5.08,3.42,1.26,0.00,-9.55,1
1013892,-1.56,-0.78,14.59,8,0.25,829,0.00,0.00,16,14.70,9.88,9.50,0.66,5.08,3.40,1.26,0.00,-9.57,1
1013964,-1.56,-0.78,14.59,8,0.25,824,0.00,0.00,16,14.70,9.88,9.50,0.66,5.08,3.40,1.26,0.00,-9.57,1
1014036,-1.56,-0.78,14.59,8,0.25,832,0.00,0.00,16,14.70,9.88,9.00,0.66,5.08,3.52,1.26,0.00,-9.57,1
1014116,-0.78,-0.78,14.47,8,0.26,820,0.00,0.00,16,14.70,9.88,10.50,0.68,5.22,3.58,1.28,0.00,-9.51,1
