Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Alternator Duty (%),Battery Voltage (V)
499300,14.70,0.13,826,0.00,0.00,16,14.10,15.00,5.08,3.60,-1.18,0.64,0.00,13.52
499493,14.81,0.13,828,0.00,0.00,16,14.10,14.00,5.22,3.62,-1.18,0.64,0.00,13.36
499682,14.70,0.13,826,0.00,0.00,16,14.10,14.00,5.22,3.60,-1.18,0.64,0.00,13.52
499876,14.81,0.13,833,0.00,0.00,16,14.10,14.00,5.08,3.60,-1.18,0.64,0.00,13.44
500061,14.59,0.13,836,0.00,0.00,16,14.10,13.50,5.08,3.60,-1.18,0.64,0.00,13.60
500248,14.47,0.13,831,0.00,0.00,16,14.10,14.00,5.08,3.60,-1.18,0.64,0.00,13.44
500436,14.36,0.13,827,0.00,0.00,16,14.10,14.00,5.22,3.60,-1.18,0.64,0.00,13.60
500639,14.59,0.13,830,0.00,0.00,16,14.10,14.00,5.22,3.60,-1.18,0.64,0.00,13.60
500826,14.59,0.13,828,0.00,0.00,16,14.10,14.00,5.22,3.62,-1.18,0.64,0.00,13.60
501014,14.70,0.13,828,0.00,0.00,16,14.10,14.00,5.22,3.58,-1.18,0.64,0.00,13.52
501201,14.70,0.13,831,0.00,0.00,16,14.10,14.00,5.22,3.58,-1.18,0.64,0.00,13.60
501389,14.70,0.13,828,0.00,0.00,16,14.10,14.00,5.22,3.60,-1.18,0.64,0.00,13.36
501592,14.70,0.13,823,0.00,0.00,16,14.10,14.00,5.22,3.60,-1.18,0.64,0.00,13.52
501779,14.70,0.13,822,0.00,0.00,16,14.10,14.00,5.22,3.53,-1.18,0.64,0.00,13.44
501967,14.70,0.13,826,0.00,0.00,16,14.10,14.00,5.22,3.58,-1.18,0.64,0.00,13.52
502155,14.81,0.13,832,0.00,0.00,16,14.10,13.00,5.08,3.55,-1.18,0.64,0.00,13.36
502342,14.70,0.13,830,0.00,0.00,16,14.10,13.00,5.08,3.58,-1.18,0.64,0.00,13.52
502545,14.70,0.13,822,0.00,0.00,16,14.10,14.00,5.22,3.58,-1.18,0.64,0.00,13.36
502733,14.47,0.13,825,0.00,0.00,16,14.10,14.00,5.08,3.55,-1.18,0.64,0.00,13.52
502920,14.70,0.13,828,0.00,0.00,16,14.10,13.50,5.08,3.58,-1.18,0.64,0.00,13.52
503108,14.81,0.13,816,0.00,0.00,16,14.10,14.50,5.22,3.58,-1.18,0.64,0.00,13.36
503311,14.70,0.13,830,0.00,0.00,16,14.10,14.00,5.22,3.58,-1.18,0.64,0.00,13.52
503497,14.70,0.13,831,0.00,0.00,16,14.10,13.00,5.08,3.55,-1.18,0.64,0.00,13.52
503685,14.47,0.13,830,0.00,0.00,16,14.10,13.00,5.08,3.53,-1.18,0.64,0.00,13.52
503872,14.36,0.13,814,0.00,0.00,16,14.10,15.00,5.08,3.53,-1.18,0.64,0.00,13.52
504075,14.59,0.13,815,0.00,0.00,16,14.10,14.50,5.22,3.53,-1.18,0.64,0.00,13.52
504255,14.70,0.13,815,0.00,0.00,16,14.10,14.50,5.22,3.56,-1.18,0.64,0.00,13.52
504458,14.70,0.13,815,0.00,0.00,16,14.10,14.00,5.22,3.55,-1.18,0.64,0.00,13.52
504645,14.81,0.13,808,0.00,0.00,16,14.10,14.00,5.22,3.53,-1.18,0.64,0.00,13.52
504833,14.70,0.13,822,0.00,0.00,16,14.10,13.00,5.22,3.58,-1.18,0.64,0.00,13.36
505016,14.70,0.13,812,0.00,0.00,16,14.10,14.00,5.22,3.58,-1.18,0.64,0.00,13.60
505219,14.59,0.13,817,0.00,0.00,16,14.10,14.00,5.22,3.58,-1.18,0.64,0.00,13.52
505407,14.59,0.13,820,0.00,0.00,16,14.10,13.50,5.22,3.53,-1.18,0.64,0.00,13.36
505595,14.47,0.13,806,0.00,0.00,16,14.10,15.00,5.22,3.58,-1.18,0.64,0.00,13.52
505782,14.47,0.13,817,0.00,0.00,16,14.10,14.00,5.22,3.55,-1.18,0.64,0.00,13.44
505985,14.59,0.13,825,0.00,0.00,16,14.10,13.00,5.22,3.53,-1.18,0.64,0.00,13.52
506173,14.59,0.13,820,0.00,0.00,16,14.10,13.50,5.22,3.53,-1.18,0.64,0.00,13.36
506360,14.59,0.13,810,0.00,0.00,16,14.10,14.50,5.22,3.55,-1.18,0.64,0.00,13.52
506547,14.70,0.13,820,0.00,0.00,16,14.10,13.50,5.22,3.53,-1.18,0.64,0.00,13.44
506750,14.59,0.13,819,0.00,0.00,16,14.10,13.50,5.22,3.58,-1.18,0.64,0.00,13.52
506937,14.59,0.13,816,0.00,0.00,16,14.10,14.00,5.22,3.60,-1.18,0.64,0.00,13.52
507125,14.70,0.13,808,0.00,0.00,16,14.10,14.50,5.22,3.60,-1.18,0.64,0.00,13.52
507312,14.70,0.13,822,0.00,0.00,16,14.10,13.00,5.22,3.58,-1.18,0.64,0.00,13.52
507500,14.81,0.13,822,0.00,0.00,16,14.10,13.00,5.22,3.58,-1.18,0.64,0.00,13.60
507703,14.59,0.13,829,0.00,0.00,16,14.10,12.50,5.22,3.58,-1.18,0.64,0.00,13.44
507890,14.59,0.13,821,0.00,0.00,16,14.10,13.00,5.22,3.58,-1.18,0.64,0.00,13.52
508078,14.70,0.13,818,0.00,0.00,16,14.10,14.00,5.22,3.58,-1.18,0.64,0.00,13.44
508265,14.47,0.13,818,0.00,0.00,16,14.10,14.00,5.22,3.60,-1.18,0.64,0.00,13.52
508468,14.70,0.13,828,0.00,0.00,16,14.10,13.00,5.22,3.58,-1.18,0.64,0.00,13.44
508653,14.70,0.13,824,0.00,0.00,16,14.10,13.50,5.22,3.62,-1.18,0.64,0.00,13.44
508841,14.59,0.13,818,0.00,0.00,16,14.10,14.00,5.22,3.58,-1.18,0.64,0.00,13.36
509044,14.59,0.13,822,0.00,0.00,16,14.10,13.50,5.22,3.58,-1.18,0.64,0.00,13.52
509229,14.59,0.13,832,0.00,0.00,16,14.10,13.00,5.08,3.55,-1.18,0.64,0.00,13.44
509421,14.70,0.13,812,0.00,0.00,16,14.10,15.00,5.22,3.60,-1.18,0.64,0.00,13.52
509610,14.59,0.13,818,0.00,0.00,16,14.10,14.00,5.22,3.60,-1.18,0.64,0.00,13.52
509803,14.59,0.13,825,0.00,0.00,16,14.10,13.00,5.22,3.55,-1.18,0.64,0.00,13.52
509983,14.36,0.13,817,0.00,0.00,16,14.10,14.50,5.22,3.58,-1.18,0.64,0.00,13.52
510171,14.24,0.13,820,0.00,0.00,16,14.10,14.00,5.22,3.58,-1.18,0.64,0.00,13.44
510374,14.47,0.13,815,0.00,0.00,16,14.10,14.00,5.22,3.58,-1.18,0.64,0.00,13.52
510562,14.70,0.13,820,0.00,0.00,16,14.10,13.50,5.22,3.60,-1.18,0.64,0.00,13.52
510749,14.70,0.13,816,0.00,0.00,16,14.10,14.00,5.22,3.60,-1.18,0.64,0.00,13.52
510952,14.70,0.13,823,0.00,0.00,16,14.10,13.00,5.22,3.60,-1.18,0.64,0.00,13.52
511140,14.70,0.13,816,0.00,0.00,16,14.10,14.00,5.22,3.58,-1.18,0.64,0.00,13.44
511327,14.59,0.13,810,0.00,0.00,16,14.10,14.50,5.22,3.60,-1.18,0.64,0.00,13.52
511515,14.81,0.13,818,0.00,0.00,16,14.10,14.00,5.22,3.58,-1.18,0.64,0.00,13.44
511702,14.81,0.13,824,0.00,0.00,16,14.10,13.00,5.22,3.58,-1.18,0.64,0.00,13.52
511905,14.81,0.13,823,0.00,0.00,16,14.10,13.00,5.22,3.60,-1.18,0.64,0.00,13.36
512093,14.59,0.13,816,0.00,0.00,16,14.10,13.00,5.22,3.60,-1.18,0.64,0.00,13.36
512280,14.70,0.13,808,0.00,0.00,16,14.10,15.00,5.22,3.60,-1.18,0.64,0.00,13.20
512483,14.70,0.14,800,0.00,0.00,16,14.10,16.00,5.22,3.58,-1.18,0.64,0.00,13.28
512671,14.70,0.13,810,0.00,0.00,16,14.10,15.50,5.37,3.60,-1.18,0.64,0.00,13.44
512858,14.70,0.14,800,0.00,0.00,16,14.10,15.00,5.37,3.58,-1.18,0.64,0.00,13.36
513046,14.59,0.14,790,0.00,0.00,16,14.10,15.50,5.37,3.62,-1.18,0.64,0.00,13.44
513233,14.24,0.14,802,0.00,0.00,16,14.10,14.00,5.37,3.62,-1.18,0.64,0.00,13.28
513436,14.36,0.13,806,0.00,0.00,16,14.10,14.00,5.37,3.62,-1.18,0.64,0.00,13.44
513624,14.59,0.14,794,0.00,0.00,16,14.10,15.00,5.37,3.62,-1.18,0.64,0.00,13.36
513808,14.59,0.14,807,0.00,0.00,16,14.10,13.00,5.37,3.62,-1.18,0.64,0.00,13.52
513996,14.59,0.13,802,0.00,0.00,16,14.10,14.00,5.37,3.62,-1.18,0.64,0.00,13.44
514199,14.47,0.14,792,0.00,0.00,16,14.10,15.00,5.37,3.62,-1.18,0.64,0.00,13.44
514387,14.59,0.13,806,0.00,0.00,16,14.10,13.00,5.37,3.62,-1.18,0.64,0.00,13.44
514574,14.81,0.14,800,0.00,0.00,16,14.10,14.00,5.37,3.62,-1.18,0.64,0.00,13.52
514762,14.81,0.14,805,0.00,0.00,16,14.10,14.00,5.37,3.65,-1.18,0.64,0.00,13.36
514949,14.81,0.14,801,0.00,0.00,16,14.10,14.00,5.37,3.67,-1.18,0.64,0.00,13.44
515152,14.81,0.14,801,0.00,0.00,16,14.10,14.00,5.37,3.65,-1.18,0.64,0.00,13.36
515340,14.81,0.14,813,0.00,0.00,16,14.10,12.50,5.37,3.67,-1.18,0.64,0.00,13.52
515527,14.70,0.14,810,0.00,0.00,16,14.10,13.00,5.37,3.65,-1.18,0.64,0.00,13.36
515715,14.70,0.14,799,0.00,0.00,16,14.10,14.00,5.37,3.67,-1.18,0.64,0.00,13.44
515918,14.70,0.14,806,0.00,0.00,16,14.10,13.50,5.37,3.67,-1.18,0.64,0.00,13.28
516105,14.47,0.14,793,0.00,0.00,16,14.10,14.50,5.37,3.67,-1.18,0.64,0.00,13.52
516293,14.59,0.14,804,0.00,0.00,16,14.10,13.50,5.37,3.67,-1.18,0.64,0.00,13.28
516480,14.70,0.14,815,0.00,0.00,16,14.10,12.50,5.37,3.67,-1.18,0.64,0.00,13.44
516683,14.70,0.14,808,0.00,0.00,16,14.10,13.50,5.37,3.67,-1.18,0.64,0.00,13.52
516870,14.47,0.14,804,0.00,0.00,16,14.10,13.50,5.37,3.65,-1.18,0.64,0.00,13.36
517058,14.59,0.14,818,0.00,0.00,16,14.10,13.00,5.37,3.70,-1.18,0.64,0.00,13.44
517245,14.81,0.14,818,0.00,0.00,16,14.10,13.00,5.37,3.67,-1.18,0.64,0.00,13.52
517433,14.81,0.14,796,0.00,0.00,16,14.10,15.00,5.37,3.67,-1.18,0.64,0.00,13.52
517636,14.81,0.14,817,0.00,0.00,16,14.10,12.50,5.37,3.73,-1.18,0.64,0.00,13.36
517823,14.70,0.14,816,0.00,0.00,16,14.10,13.00,5.37,3.67,-1.18,0.64,0.00,13.44
518011,14.59,0.14,808,0.00,0.00,16,14.10,14.00,5.37,3.70,-1.18,0.64,0.00,13.44
518198,14.70,0.14,814,0.00,0.00,16,14.10,13.00,5.37,3.70,-1.18,0.64,0.00,13.36
521028,14.93,0.17,939,0.00,0.00,16,15.16,14.00,5.80,5.23,-1.18,0.70,0.00,13.36
521215,14.70,0.18,1067,0.00,0.00,16,17.27,16.50,6.09,6.29,-1.18,0.74,0.00,13.52
521403,14.01,0.18,1243,0.00,0.00,16,21.13,20.00,6.38,7.54,-1.18,0.76,0.00,13.44
521590,13.67,0.18,1368,0.00,0.00,16,24.65,24.50,6.24,8.06,-1.49,0.76,0.00,13.36
521778,14.70,0.18,1360,0.00,0.00,16,24.65,24.50,6.24,8.47,-1.49,0.76,0.00,13.52
521981,15.16,0.20,1314,0.00,0.00,16,23.95,24.00,6.24,8.56,-1.49,0.78,35.00,13.36
522168,14.93,0.20,1286,0.00,0.00,16,23.59,23.00,6.53,8.56,-1.49,0.78,33.00,13.52
522356,14.59,0.21,1249,0.00,0.00,16,22.89,23.00,6.67,8.65,-1.49,0.78,31.00,13.36
522543,14.01,0.21,1225,0.00,0.00,16,23.24,22.50,7.11,8.60,-1.49,0.78,29.00,13.52
522746,14.01,0.22,1215,0.00,0.00,16,24.65,23.50,7.40,9.00,-1.49,0.78,28.00,13.36
522934,14.36,0.23,1264,0.00,0.00,16,24.65,24.50,7.55,9.26,-1.49,0.76,26.00,13.52
523121,14.59,0.14,1460,0.00,0.00,16,19.38,20.00,5.37,3.91,-1.49,0.64,24.00,13.52
523309,13.90,0.11,1468,0.00,0.00,16,14.10,14.00,4.21,3.67,-1.49,0.64,22.00,13.52
523496,13.32,0.11,1166,0.00,0.00,16,14.10,22.00,4.21,4.49,-1.49,0.66,34.00,13.52
523699,13.44,0.14,1096,0.00,0.00,16,14.10,22.00,4.79,5.14,-1.18,0.68,32.00,13.52
526581,14.70,0.32,1400,0.00,0.00,16,30.62,30.00,10.45,14.15,-1.49,0.90,28.00,13.44
526768,15.16,0.31,1500,0.00,0.00,16,31.33,31.00,10.01,14.79,-1.49,0.90,26.00,13.52
526960,14.70,0.29,1629,0.00,0.00,16,31.68,31.00,9.72,14.86,-1.49,0.90,25.00,13.44
527147,14.47,0.28,1746,0.00,0.00,16,33.44,32.00,9.14,15.48,-1.49,0.90,23.00,13.52
527334,14.36,0.27,1800,0.00,0.00,16,35.20,34.00,8.56,15.63,-1.49,0.90,21.00,13.44
527521,14.36,0.25,1900,0.00,0.00,16,37.30,36.50,8.13,15.78,-1.49,0.90,19.00,13.52
527724,14.47,0.24,1966,0.00,0.00,16,38.36,38.00,7.98,15.85,-1.49,0.90,18.00,13.44
527912,14.59,0.22,2026,0.00,0.00,16,39.06,38.50,7.69,15.26,-1.80,0.90,16.00,13.44
528095,14.47,0.21,2102,0.00,0.00,16,39.41,39.00,7.25,14.21,-2.11,0.86,14.00,13.36
528298,13.09,0.18,2157,0.00,0.00,16,32.73,33.00,6.53,12.75,-2.11,0.84,12.00,13.52
528486,13.09,0.17,2186,0.00,0.00,16,31.68,32.00,6.24,12.70,-2.42,0.84,11.00,13.44
528673,13.21,0.18,2244,0.00,0.00,16,31.68,32.00,6.09,13.32,-2.42,0.84,9.00,13.52
528861,13.09,0.18,2261,0.00,0.00,16,32.38,32.00,6.09,13.71,-2.42,0.84,7.00,13.52
529060,13.09,0.19,2319,0.00,0.00,16,35.55,35.00,6.24,14.15,-2.73,0.84,5.00,13.44
529247,13.44,0.21,2352,0.00,0.00,16,42.58,41.50,6.38,15.70,-2.73,0.88,4.00,13.52
529435,13.78,0.23,2386,0.00,0.00,16,44.69,43.50,6.96,17.79,-3.04,0.90,2.00,13.36
529622,14.01,0.26,2478,0.00,0.00,16,45.04,44.50,7.69,20.67,-3.35,0.92,1.00,13.44
529810,14.13,0.26,2551,0.00,0.00,16,44.69,44.50,7.69,21.27,-3.64,0.94,0.00,13.44
530013,14.36,0.25,2611,0.00,0.00,16,44.34,44.50,7.55,21.44,-3.94,0.88,0.00,13.52
530200,14.13,0.21,2704,0.00,0.00,16,43.98,43.50,6.96,18.71,-3.94,0.86,0.00,13.52
530388,14.13,0.20,2750,0.00,0.00,16,40.47,42.50,6.38,17.86,-4.25,0.84,0.00,13.52
530575,13.55,0.17,2765,0.00,0.00,16,26.41,28.50,5.80,15.69,-4.25,0.78,0.00,13.52
530778,13.32,0.15,2737,0.00,0.00,16,12.70,16.50,5.22,14.09,-4.25,0.78,0.00,13.52
530966,13.90,0.13,2731,0.00,0.00,16,2.85,1.50,4.79,11.93,-3.94,0.74,0.00,13.52
531158,13.78,0.13,2665,0.00,0.00,16,2.15,3.50,4.50,11.88,-3.94,0.72,0.00,13.52
531345,13.90,0.12,2578,0.00,0.00,16,-4.53,-5.00,4.21,10.33,-3.94,0.70,0.00,13.44
531533,13.78,0.11,2551,0.00,0.00,16,-9.10,-7.00,4.06,9.88,-3.35,0.66,0.00,13.52
531720,14.47,0.11,2471,0.00,0.00,16,-10.16,-10.50,3.77,8.74,-3.35,0.64,0.00,13.44
531923,15.85,0.10,2390,0.00,0.00,16,2.15,-8.00,3.77,8.47,-3.04,0.64,0.00,13.52
532111,20.90,0.10,2314,0.00,0.00,16,15.51,13.50,3.77,7.74,-2.73,0.64,0.00,13.44
532298,23.54,0.11,2234,0.00,0.00,16,9.88,7.50,3.92,8.18,-2.42,0.70,0.00,13.52
532486,23.89,0.12,2207,0.00,0.00,16,15.51,14.00,4.06,9.09,-2.42,0.72,0.00,13.44
532673,22.39,0.12,2132,0.00,0.00,16,16.56,18.00,4.06,8.47,-2.11,0.74,0.00,13.52
532876,14.36,0.12,2124,0.00,0.00,16,21.13,21.50,4.06,8.65,-2.11,0.74,0.00,13.44
533064,12.06,0.12,2096,0.00,0.00,16,23.95,24.00,4.21,8.39,-2.11,0.74,0.00,13.52
533251,11.94,0.12,2085,0.00,0.00,16,23.95,25.00,4.21,8.03,-2.11,0.76,0.00,13.52
533439,12.06,0.12,2076,0.00,0.00,16,26.76,26.00,4.35,8.51,-1.80,0.76,0.00,13.52
533642,12.29,0.12,2073,0.00,0.00,16,27.46,27.00,4.35,8.47,-1.80,0.76,0.00,13.52
533829,12.29,0.12,2056,0.00,0.00,16,26.76,27.50,4.50,8.14,-1.80,0.76,0.00,13.52
534014,12.52,0.12,2044,0.00,0.00,16,27.81,28.00,4.50,8.18,-1.80,0.76,0.00,13.52
534212,12.98,0.12,2032,0.00,0.00,16,29.92,29.50,4.50,8.02,-1.80,0.76,0.00,13.52
534399,13.21,0.12,2021,0.00,0.00,16,31.68,31.00,4.64,8.11,-1.80,0.76,0.00,13.52
534587,13.44,0.12,2039,0.00,0.00,16,30.62,28.50,4.64,7.78,-1.80,0.76,0.00,13.52
534790,13.90,0.13,2019,0.00,0.00,16,32.73,32.00,4.64,8.47,-1.80,0.76,0.00,13.44
534977,13.78,0.12,2003,0.00,0.00,16,33.44,32.50,4.64,7.94,-1.80,0.76,0.00,13.52
535165,13.67,0.12,2012,0.00,0.00,16,32.38,32.00,4.64,8.19,-1.49,0.76,0.00,13.44
535352,14.13,0.13,1991,0.00,0.00,16,33.44,33.00,4.64,8.52,-1.49,0.76,0.00,13.52
535540,14.36,0.13,2000,0.00,0.00,16,33.44,33.50,4.79,8.52,-1.49,0.76,0.00,13.52
535743,14.36,0.13,1990,0.00,0.00,16,33.79,33.50,4.79,8.65,-1.49,0.76,0.00,13.44
535930,14.13,0.14,1999,0.00,0.00,16,34.49,33.50,4.79,8.78,-1.49,0.80,0.00,13.52
536118,14.13,0.20,2034,0.00,0.00,16,38.71,37.00,5.80,13.02,-1.80,0.88,0.00,13.44
536305,13.21,0.22,2040,0.00,0.00,16,39.06,38.50,6.82,14.85,-1.80,0.88,0.00,13.52
536493,12.63,0.22,2142,0.00,0.00,16,40.12,39.50,7.11,15.18,-2.11,0.90,0.00,13.44
536696,13.55,0.23,2178,0.00,0.00,16,41.52,41.00,7.40,16.82,-2.11,0.90,0.00,13.52
536883,13.55,0.24,2266,0.00,0.00,16,42.93,42.50,7.55,18.49,-2.73,0.92,0.00,13.52
537070,13.44,0.24,2346,0.00,0.00,16,43.98,43.50,7.69,18.88,-2.73,0.92,0.00,13.44
537258,14.01,0.26,2445,0.00,0.00,16,45.04,45.00,7.98,20.84,-3.04,0.92,0.00,13.52
537461,14.01,0.27,2526,0.00,0.00,16,44.69,44.50,7.84,20.92,-3.35,0.92,0.00,13.52
537648,13.90,0.25,2600,0.00,0.00,16,44.69,44.50,7.69,21.10,-3.64,0.92,0.00,13.52
537836,14.24,0.25,2698,0.00,0.00,16,44.34,44.00,7.69,21.98,-3.94,0.92,0.00,13.52
538023,14.24,0.24,2768,0.00,0.00,16,44.34,44.00,7.55,22.31,-4.25,0.92,0.00,13.44
538211,14.13,0.24,2821,0.00,0.00,16,44.34,44.00,7.40,22.77,-4.25,0.92,0.00,13.52
538414,13.90,0.13,2820,0.00,0.00,16,-6.64,15.00,5.22,9.26,-4.25,0.64,0.00,13.44
538601,11.83,0.12,2494,0.00,0.00,16,-9.45,-10.50,3.77,9.21,-3.35,0.64,0.00,13.52
538789,14.36,0.11,2159,0.00,0.00,16,14.10,14.50,3.77,7.82,-2.42,0.64,0.00,13.44
538991,17.92,0.12,1805,0.00,0.00,16,14.10,14.00,3.92,7.06,-1.49,0.64,0.00,13.52
539180,23.20,0.13,1545,0.00,0.00,16,14.10,14.00,4.06,7.06,-1.49,0.64,0.00,13.44
539370,23.54,0.15,1240,0.00,0.00,16,14.10,22.00,4.35,6.18,-1.49,0.64,34.00,13.52
539563,23.66,0.12,1296,0.00,0.00,16,14.10,18.00,4.35,4.69,-1.49,0.64,33.00,13.44
539752,23.89,0.10,1278,0.00,0.00,16,14.10,19.00,4.06,4.46,-1.49,0.64,31.00,13.52
539936,22.85,0.13,1235,0.00,0.00,16,14.45,14.00,4.21,5.36,-1.49,0.70,29.00,13.52
540124,15.27,0.20,1254,0.00,0.00,16,18.67,17.00,5.37,6.81,-1.49,0.80,27.00,13.52
540311,13.09,0.19,1755,0.00,0.00,16,32.73,28.50,6.67,11.29,-1.49,0.84,26.00,13.52
540514,11.83,0.23,1664,0.00,0.00,16,29.57,30.50,6.82,12.21,-1.49,0.84,24.00,13.52
540702,14.93,0.24,1662,0.00,0.00,16,30.27,30.50,7.40,13.27,-1.49,0.88,23.00,13.52
540889,15.62,0.29,1681,0.00,0.00,16,33.79,32.00,8.27,15.41,-1.49,0.92,21.00,13.52
541077,15.04,0.35,1723,0.00,0.00,16,36.60,36.00,9.58,19.90,-0.89,1.00,19.00,13.44
541264,14.59,0.36,1754,0.00,0.00,16,36.25,35.50,10.45,21.36,-0.58,1.02,17.00,13.52
541467,14.93,0.37,1820,0.00,0.00,16,36.25,36.50,10.88,22.14,0.35,1.04,16.00,13.36
541655,15.16,0.38,1881,0.00,0.00,16,35.90,35.50,11.17,23.93,0.97,1.08,14.00,13.52
541842,14.93,0.38,1941,0.00,0.00,16,36.60,36.50,11.61,24.51,1.28,1.08,12.00,13.36
542045,14.81,0.38,2021,0.00,0.00,16,38.71,38.00,11.61,25.30,1.57,1.10,10.00,13.44
542233,14.81,0.37,2082,0.00,0.00,16,39.06,39.00,11.61,25.59,1.57,1.10,8.00,13.44
542420,14.81,0.37,2155,0.00,0.00,16,39.77,39.00,11.61,26.10,1.28,1.08,7.00,13.44
542608,14.70,0.36,2224,0.00,0.00,16,40.82,40.00,11.46,26.73,1.28,1.08,6.00,13.52
542795,14.36,0.34,2260,0.00,0.00,16,42.93,42.00,10.59,24.51,-1.18,1.00,4.00,13.44
542998,13.32,0.29,2301,0.00,0.00,16,43.98,43.50,9.72,22.06,-2.11,0.96,2.00,13.52
543186,14.01,0.25,2362,0.00,0.00,16,44.34,43.50,8.71,19.57,-3.04,0.88,0.00,13.44
543373,13.67,0.21,2378,0.00,0.00,16,42.58,42.50,7.40,15.85,-3.04,0.84,0.00,13.52
543561,12.63,0.18,2375,0.00,0.00,16,20.78,28.50,6.24,11.82,-3.04,0.76,0.00,13.52
543748,12.29,0.14,2366,0.00,0.00,16,9.53,11.50,5.22,10.49,-3.04,0.74,0.00,13.52
543951,12.40,0.12,2387,0.00,0.00,16,-1.02,-3.50,4.64,9.53,-2.73,0.72,0.00,13.52
544142,12.75,0.12,2338,0.00,0.00,16,-0.66,1.00,4.35,9.26,-2.73,0.70,0.00,13.52
544339,12.75,0.11,2294,0.00,0.00,16,2.15,0.00,3.92,8.47,-2.73,0.68,0.00,13.44
544527,12.40,0.10,2266,0.00,0.00,16,6.02,5.50,3.48,7.66,-2.42,0.64,0.00,13.52
544714,12.98,0.10,2232,0.00,0.00,16,15.16,15.00,3.48,7.21,-2.42,0.64,0.00,13.44
544902,14.93,0.11,2184,0.00,0.00,16,15.16,15.00,3.48,6.95,-2.42,0.64,0.00,13.52
545089,20.56,0.08,2162,0.00,0.00,16,14.80,14.50,3.48,5.97,-2.11,0.64,0.00,13.44
545292,23.43,0.09,2120,0.00,0.00,16,14.45,14.00,3.48,5.98,-2.11,0.64,0.00,13.52
545480,23.66,0.08,2068,0.00,0.00,16,14.10,14.00,3.48,5.78,-1.80,0.64,0.00,13.44
545667,23.66,0.09,2033,0.00,0.00,16,14.10,14.00,3.48,5.55,-1.80,0.64,0.00,13.52
545855,23.77,0.08,2003,0.00,0.00,16,14.10,14.00,3.48,5.59,-1.80,0.64,0.00,13.44
546042,23.89,0.08,1956,0.00,0.00,16,14.10,14.00,3.48,5.14,-1.49,0.64,0.00,13.52
546245,24.00,0.09,1923,0.00,0.00,16,14.10,14.00,3.63,5.55,-1.49,0.64,0.00,13.44
546433,23.66,0.09,1884,0.00,0.00,16,14.10,14.00,3.48,5.43,-1.49,0.64,0.00,13.52
546620,24.00,0.09,1850,0.00,0.00,16,14.10,14.00,3.48,5.36,-1.49,0.64,0.00,13.44
546822,23.43,0.09,1812,0.00,0.00,16,14.10,14.00,3.48,5.36,-1.49,0.64,0.00,13.52
547010,23.77,0.09,1769,0.00,0.00,16,14.10,14.00,3.48,5.27,-1.49,0.64,0.00,13.52
547197,24.00,0.09,1749,0.00,0.00,16,14.10,14.00,3.48,5.43,-1.49,0.64,0.00,13.60
547385,24.00,0.09,1700,0.00,0.00,16,14.10,14.00,3.48,5.01,-1.49,0.64,0.00,13.52
547588,23.77,0.10,1674,0.00,0.00,16,14.10,14.00,3.48,5.36,-1.49,0.64,0.00,13.52
547775,23.89,0.10,1648,0.00,0.00,16,14.10,14.00,3.48,5.46,-1.49,0.64,0.00,13.44
547963,23.77,0.10,1610,0.00,0.00,16,14.10,14.00,3.63,5.40,-1.49,0.64,0.00,13.52
548151,24.00,0.09,1569,0.00,0.00,16,14.10,14.00,3.77,4.61,-1.49,0.64,0.00,13.36
548353,23.66,0.10,1531,0.00,0.00,16,14.10,14.00,3.77,5.33,-1.49,0.64,0.00,13.52
548541,23.66,0.12,1494,0.00,0.00,16,14.10,14.00,3.92,5.49,-1.49,0.64,0.00,13.44
548729,23.66,0.10,1469,0.00,0.00,16,14.10,14.00,3.77,4.85,-1.49,0.64,0.00,13.52
548926,23.66,0.10,1431,0.00,0.00,16,14.10,14.00,3.63,4.73,-1.49,0.64,0.00,13.52
549115,23.89,0.10,1393,0.00,0.00,16,14.10,22.00,3.63,4.82,-1.49,0.64,0.00,13.44
549309,23.66,0.11,1389,0.00,0.00,16,14.10,2.50,3.77,4.75,-1.49,0.64,0.00,13.52
549498,23.77,0.11,1346,0.00,0.00,16,14.10,7.00,3.48,4.88,-1.49,0.64,35.00,13.44
549688,23.66,0.11,1326,0.00,0.00,16,14.10,13.00,3.48,4.79,-1.49,0.64,35.00,13.52
549885,23.43,0.11,1322,0.00,0.00,16,14.10,19.50,3.48,4.40,-1.49,0.64,33.00,13.44
550062,18.60,0.11,1307,0.00,0.00,16,14.10,21.50,3.48,4.66,-1.49,0.64,31.00,13.52
550250,13.09,0.11,1290,0.00,0.00,16,14.10,21.00,3.48,4.57,-1.49,0.64,29.00,13.52
550453,11.94,0.11,1266,0.00,0.00,16,14.10,21.50,3.48,4.53,-1.49,0.64,28.00,13.52
550640,11.71,0.11,1192,0.00,0.00,16,14.10,22.00,3.63,4.51,-1.18,0.64,26.00,13.52
550828,11.60,0.12,1083,0.00,0.00,16,14.10,22.00,3.92,4.43,-1.18,0.64,24.00,13.36
