Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Fuel Pump Duty (%),Injector Duty Cycle (%),Alternator Duty (%),Battery Voltage (V)
237946,14.01,0.10,2132,0.00,0.00,16,19.73,20.50,3.48,7.37,-2.11,0.66,74.90,0.00,0.00,13.92
238009,14.70,0.10,2128,0.00,0.00,16,15.51,17.00,3.63,7.24,-2.11,0.66,74.90,0.00,0.00,13.92
238071,15.16,0.10,2122,0.00,0.00,16,12.70,14.00,3.63,7.14,-2.11,0.66,74.90,0.00,0.00,13.92
238134,15.85,0.10,2115,0.00,0.00,16,11.99,11.50,3.63,6.88,-2.11,0.66,74.90,0.00,0.00,13.92
238212,17.57,0.10,2117,0.00,0.00,16,11.99,11.50,3.77,7.10,-2.11,0.66,74.90,0.00,0.00,13.92
238274,19.18,0.09,2097,0.00,0.00,16,11.99,11.50,3.77,6.84,-2.11,0.66,74.90,0.00,0.00,13.92
238337,21.25,0.10,2095,0.00,0.00,16,11.99,11.50,3.77,6.44,-2.11,0.66,74.90,0.00,0.00,14.00
238399,23.20,0.10,2101,0.00,0.00,16,11.99,11.50,3.77,6.62,-2.11,0.66,74.90,0.00,0.00,13.92
238477,24.92,0.10,2080,0.00,0.00,16,11.99,11.50,3.77,6.73,-2.11,0.64,74.90,0.00,0.00,14.00
238544,25.61,0.10,2080,0.00,0.00,16,11.99,11.50,3.77,6.77,-2.11,0.66,74.90,0.00,0.00,13.92
238607,25.61,0.10,2076,0.00,0.00,16,11.99,11.50,3.77,6.84,-1.80,0.66,74.90,0.00,0.00,13.92
238669,24.81,0.09,2077,0.00,0.00,16,11.99,11.50,3.77,6.81,-1.80,0.66,74.90,0.00,0.00,13.92
238732,23.43,0.10,2056,0.00,0.00,16,11.99,11.50,3.77,6.51,-1.80,0.66,74.90,0.00,0.00,14.00
238794,23.89,0.10,2047,0.00,0.00,16,11.99,11.50,3.77,6.73,-1.80,0.66,74.90,0.00,0.00,13.92
238872,24.00,0.10,2060,0.00,0.00,16,11.99,11.50,3.77,6.73,-1.80,0.66,74.90,0.00,0.00,13.92
238935,23.89,0.10,2040,0.00,0.00,16,11.99,11.50,3.77,6.66,-1.80,0.64,74.90,0.00,0.00,13.92
238998,23.89,0.10,2042,0.00,0.00,16,11.99,11.50,3.77,6.62,-1.80,0.66,74.90,0.00,0.00,13.92
239060,23.89,0.10,2025,0.00,0.00,16,11.99,11.50,3.77,6.66,-1.80,0.66,74.90,0.00,0.00,13.84
239138,24.00,0.10,2016,0.00,0.00,16,11.99,11.50,3.77,6.59,-1.80,0.66,74.90,0.00,0.00,13.92
239201,24.00,0.10,2035,0.00,0.00,16,11.99,11.50,3.77,6.59,-1.80,0.66,74.90,0.00,0.00,13.84
239263,24.12,0.10,2011,0.00,0.00,16,11.99,11.50,3.77,6.37,-1.80,0.66,74.90,0.00,0.00,13.92
239326,23.89,0.10,2006,0.00,0.00,16,11.99,11.50,3.77,6.40,-1.80,0.66,74.90,0.00,0.00,13.84
239404,24.12,0.10,1996,0.00,0.00,16,11.99,11.50,3.92,6.33,-1.80,0.66,74.90,0.00,0.00,13.92
239466,24.12,0.10,1975,0.00,0.00,16,11.99,11.50,3.92,6.44,-1.80,0.66,74.90,0.00,0.00,13.84
239533,24.23,0.10,2004,0.00,0.00,16,11.99,11.50,3.92,6.40,-1.49,0.66,74.90,0.00,0.00,13.92
239596,23.89,0.10,1984,0.00,0.00,16,11.99,11.50,3.92,6.37,-1.49,0.66,74.90,0.00,0.00,13.84
239658,24.00,0.10,1986,0.00,0.00,16,11.99,11.50,3.92,6.40,-1.49,0.66,74.90,0.00,0.00,13.92
239721,23.89,0.10,1980,0.00,0.00,16,11.99,11.50,3.92,6.40,-1.49,0.66,74.90,0.00,0.00,13.84
239799,23.89,0.10,1954,0.00,0.00,16,11.99,11.50,3.92,6.40,-1.49,0.66,74.90,0.00,0.00,13.92
239862,23.89,0.10,1960,0.00,0.00,16,11.99,11.50,3.92,6.33,-1.49,0.66,74.90,0.00,0.00,13.84
239924,23.89,0.10,1956,0.00,0.00,16,11.99,11.50,3.92,6.33,-1.49,0.66,74.90,0.00,0.00,13.92
239986,23.89,0.10,1945,0.00,0.00,16,11.99,11.50,3.92,6.37,-1.49,0.66,74.90,0.00,0.00,13.84
240065,23.89,0.10,1961,0.00,0.00,16,11.99,11.50,3.92,6.37,-1.49,0.66,74.90,0.00,0.00,13.92
240127,24.00,0.10,1936,0.00,0.00,16,11.99,11.50,3.92,6.40,-1.49,0.66,74.90,0.00,0.00,13.84
240190,24.00,0.10,1938,0.00,0.00,16,11.99,11.50,3.92,6.48,-1.49,0.66,74.90,0.00,0.00,13.92
240252,24.23,0.10,1932,0.00,0.00,16,11.99,11.50,3.92,6.40,-1.49,0.66,74.90,0.00,0.00,13.84
240330,23.77,0.10,1908,0.00,0.00,16,11.99,11.50,3.92,6.48,-1.49,0.66,74.90,0.00,0.00,13.92
240393,24.00,0.10,1926,0.00,0.00,16,11.99,11.50,3.92,6.40,-1.49,0.66,74.90,0.00,0.00,13.84
240455,23.66,0.10,1915,0.00,0.00,16,11.99,11.50,3.92,6.37,-1.49,0.66,74.90,0.00,0.00,13.92
240518,23.66,0.10,1906,0.00,0.00,16,11.99,11.50,3.92,6.33,-1.49,0.66,74.90,0.00,0.00,13.84
240580,24.00,0.10,1920,0.00,0.00,16,11.99,11.50,3.92,6.33,-1.49,0.66,74.90,0.00,0.00,13.92
240658,23.89,0.10,1889,0.00,0.00,16,11.99,11.50,3.92,6.44,-1.49,0.66,74.90,0.00,0.00,13.84
240721,24.00,0.10,1884,0.00,0.00,16,11.99,11.50,3.92,6.44,-1.49,0.66,74.90,0.00,0.00,13.92
240783,24.00,0.10,1892,0.00,0.00,16,11.99,11.50,3.92,6.40,-1.49,0.66,74.90,0.00,0.00,13.92
240861,24.23,0.10,1865,0.00,0.00,16,11.99,11.50,3.92,6.44,-1.49,0.66,74.90,0.00,0.00,13.92
240924,24.23,0.10,1878,0.00,0.00,16,11.99,11.50,3.92,6.48,-1.49,0.66,74.90,0.00,0.00,13.84
240986,23.77,0.10,1876,0.00,0.00,16,11.99,11.50,4.06,6.48,-1.49,0.68,74.90,0.00,0.00,13.92
241049,23.89,0.11,1855,0.00,0.00,16,11.99,11.50,4.06,6.51,-1.49,0.68,74.90,0.00,0.00,13.84
241111,23.89,0.10,1865,0.00,0.00,16,11.99,11.50,4.06,6.51,-1.49,0.68,74.90,0.00,0.00,13.92
241190,23.89,0.10,1857,0.00,0.00,16,11.99,11.50,4.06,6.55,-1.49,0.68,74.90,0.00,0.00,13.84
241252,24.00,0.11,1831,0.00,0.00,16,11.99,11.50,4.06,6.02,-1.49,0.68,74.90,0.00,0.00,13.92
241315,23.89,0.11,1840,0.00,0.00,16,11.99,11.50,4.06,6.66,-1.49,0.68,74.90,0.00,0.00,13.92
241377,23.66,0.11,1821,0.00,0.00,16,11.99,11.50,4.06,6.77,-1.49,0.68,74.90,0.00,0.00,13.92
241455,23.89,0.11,1817,0.00,0.00,16,11.99,11.50,4.06,6.84,-1.49,0.68,74.90,0.00,0.00,13.92
241518,23.54,0.11,1828,0.00,0.00,16,12.34,12.00,4.21,6.99,-1.49,0.68,74.90,3.12,0.00,13.92
241580,23.89,0.11,1814,0.00,0.00,16,13.75,13.50,4.21,6.99,-1.49,0.70,74.90,3.10,0.00,13.92
241643,24.00,0.11,1810,0.00,0.00,16,15.16,15.00,4.21,6.70,-1.49,0.70,74.90,3.09,0.00,13.92
241722,24.00,0.11,1827,0.00,0.00,16,16.56,16.50,4.06,6.51,-1.49,0.70,74.90,3.12,0.00,13.92
241785,24.12,0.11,1789,0.00,0.00,16,17.62,17.50,3.92,6.66,-1.49,0.70,74.90,3.05,0.00,13.92
241847,24.12,0.11,1799,0.00,0.00,16,19.38,19.00,3.92,6.62,-1.49,0.70,74.90,3.07,0.00,13.92
241909,23.54,0.11,1830,0.00,0.00,16,20.78,20.50,3.77,6.77,-1.49,0.70,74.90,3.12,0.00,13.92
241972,23.54,0.11,1798,0.00,0.00,16,22.19,22.00,3.77,6.62,-1.49,0.70,74.90,2.68,0.00,13.92
242050,22.16,0.11,1783,0.00,0.00,16,23.59,23.50,3.77,6.33,-1.49,0.70,74.90,3.04,0.00,13.92
242113,19.06,0.11,1801,0.00,0.00,16,25.35,25.00,3.77,6.81,-1.49,0.70,74.90,3.07,0.00,13.92
242175,16.65,0.11,1808,0.00,0.00,16,26.76,26.50,3.77,6.81,-1.49,0.70,74.90,3.09,0.00,13.92
242238,15.73,0.11,1774,0.00,0.00,16,27.46,27.00,3.77,6.81,-1.49,0.70,74.90,2.65,0.00,13.92
242316,15.04,0.12,1749,0.00,0.00,16,28.87,28.00,3.77,6.07,-1.49,0.70,74.90,2.99,0.00,13.92
242378,14.70,0.11,1764,0.00,0.00,16,29.92,29.50,3.77,6.81,-1.49,0.70,74.90,3.01,0.00,13.92
242441,14.24,0.11,1792,0.00,0.00,16,29.92,29.50,3.77,6.73,-1.49,0.70,74.90,3.06,0.00,13.92
242519,13.90,0.12,1761,0.00,0.00,16,29.57,29.50,3.77,6.81,-1.49,0.70,74.90,3.01,0.00,13.84
242581,13.67,0.11,1750,0.00,0.00,16,29.57,29.00,3.77,6.81,-1.49,0.70,74.90,2.99,0.00,13.92
242644,13.55,0.11,1761,0.00,0.00,16,29.22,29.00,3.77,6.66,-1.49,0.70,74.90,3.01,0.00,13.84
242706,13.55,0.11,1765,0.00,0.00,16,29.22,29.00,3.77,6.51,-1.49,0.70,74.90,3.01,0.00,13.92
242773,13.67,0.11,1749,0.00,0.00,16,28.87,29.00,3.77,6.51,-1.49,0.70,74.90,2.99,0.00,13.84
242836,13.55,0.11,1749,0.00,0.00,16,28.87,28.50,3.77,6.44,-1.49,0.70,74.90,2.98,0.00,13.92
242914,13.44,0.11,1756,0.00,0.00,16,28.87,29.00,3.77,6.44,-1.49,0.70,74.90,2.62,0.00,13.84
242976,13.44,0.11,1758,0.00,0.00,16,28.87,29.00,3.77,6.40,-1.49,0.70,74.90,2.63,0.00,13.92
243039,13.32,0.11,1748,0.00,0.00,16,28.87,28.50,3.77,6.44,-1.49,0.70,74.90,2.61,0.00,13.84
243101,13.32,0.11,1748,0.00,0.00,16,28.87,28.50,3.63,6.37,-1.49,0.70,74.90,2.61,0.00,13.92
243179,13.32,0.11,1743,0.00,0.00,16,28.87,28.50,3.77,6.37,-1.49,0.70,74.90,2.60,0.00,13.84
243242,13.44,0.11,1734,0.00,0.00,16,28.87,28.50,3.63,6.37,-1.49,0.70,74.90,2.59,0.00,13.92
243305,13.55,0.11,1724,0.00,0.00,16,28.87,28.50,3.63,6.44,-1.49,0.70,74.90,2.57,0.00,13.84
243367,13.55,0.11,1729,0.00,0.00,16,28.87,28.50,3.63,6.40,-1.49,0.70,74.90,2.58,0.00,13.92
243445,13.55,0.11,1732,0.00,0.00,16,28.87,28.50,3.63,6.37,-1.49,0.70,74.90,2.59,0.00,13.84
243512,13.67,0.11,1732,0.00,0.00,16,28.52,28.50,3.63,6.48,-1.49,0.70,74.90,2.59,0.00,13.92
243575,13.67,0.11,1726,0.00,0.00,16,28.52,28.50,3.63,6.44,-1.49,0.70,74.90,2.58,0.00,13.84
243637,13.78,0.11,1738,0.00,0.00,16,28.87,28.50,3.63,6.48,-1.49,0.70,74.90,2.60,0.00,13.92
243700,13.67,0.11,1722,0.00,0.00,16,28.52,28.50,3.63,6.44,-1.49,0.70,74.90,2.57,0.00,13.84
243762,13.78,0.11,1710,0.00,0.00,16,28.87,28.50,3.63,6.48,-1.49,0.70,74.90,2.55,0.00,13.92
243825,13.90,0.11,1727,0.00,0.00,16,28.52,28.50,3.63,6.51,-1.49,0.70,74.90,2.58,0.00,13.84
243903,13.90,0.11,1711,0.00,0.00,16,28.52,28.50,3.63,6.29,-1.49,0.70,74.90,2.56,0.00,13.92
243965,13.90,0.11,1696,0.00,0.00,16,28.52,28.00,3.77,6.26,-1.49,0.70,74.90,2.53,0.00,13.84
244028,13.90,0.11,1701,0.00,0.00,16,28.52,28.00,3.63,6.29,-1.49,0.70,74.90,2.54,0.00,13.92
244090,14.01,0.11,1732,0.00,0.00,16,28.87,28.50,3.63,6.29,-1.49,0.70,74.90,2.59,0.00,13.84
244157,14.01,0.11,1706,0.00,0.00,16,28.16,28.50,3.63,6.40,-1.49,0.70,74.90,2.55,0.00,13.92
244236,14.13,0.11,1697,0.00,0.00,16,28.16,28.00,3.63,6.40,-1.49,0.70,74.90,2.53,0.00,13.84
244298,14.13,0.11,1702,0.00,0.00,16,28.52,28.00,3.77,6.37,-1.49,0.70,74.90,2.53,0.00,13.92
244361,14.36,0.11,1672,0.00,0.00,16,28.16,28.50,3.63,6.44,-1.49,0.70,74.90,2.54,0.00,13.84
244423,14.36,0.11,1692,0.00,0.00,16,28.16,27.50,3.77,6.33,-1.49,0.70,74.90,2.50,0.00,13.92
244499,14.47,0.11,1716,0.00,0.00,16,28.52,28.00,3.77,6.37,-1.49,0.70,74.90,2.53,0.00,13.84
244557,14.47,0.11,1684,0.00,0.00,16,28.52,28.50,3.77,6.37,-1.49,0.70,74.90,2.56,0.00,13.92
244636,14.47,0.12,1653,0.00,0.00,16,27.81,28.00,3.77,6.44,-1.49,0.70,74.90,2.52,0.00,13.92
244699,14.47,0.12,1680,0.00,0.00,16,27.81,27.50,3.77,6.37,-1.49,0.70,74.90,2.47,0.00,13.84
244762,14.47,0.11,1676,0.00,0.00,16,28.16,28.00,3.77,6.40,-1.49,0.70,74.90,2.51,0.00,13.92
244824,14.59,0.12,1660,0.00,0.00,16,27.81,28.00,3.77,6.33,-1.49,0.70,74.90,2.50,0.00,13.92
244887,14.59,0.12,1682,0.00,0.00,16,27.81,27.50,3.77,6.48,-1.49,0.70,74.90,2.48,0.00,13.92
244965,14.47,0.11,1699,0.00,0.00,16,28.52,28.00,3.77,6.44,-1.49,0.70,74.90,2.51,0.00,13.92
245027,14.47,0.11,1652,0.00,0.00,16,28.16,28.00,3.77,6.37,-1.49,0.70,74.90,2.54,0.00,13.92
245090,14.36,0.11,1642,0.00,0.00,16,27.46,27.50,3.77,6.37,-1.49,0.70,74.90,2.47,0.00,13.84
245153,14.36,0.11,1680,0.00,0.00,16,27.81,27.00,3.77,6.40,-1.49,0.70,74.90,2.45,0.00,13.92
245216,14.36,0.11,1663,0.00,0.00,16,27.81,28.00,3.77,6.33,-1.49,0.70,74.90,2.51,0.00,13.92
245281,14.47,0.12,1636,0.00,0.00,16,27.46,27.50,3.77,6.37,-1.49,0.70,74.90,2.48,0.00,13.92
245359,14.36,0.12,1672,0.00,0.00,16,27.81,27.00,3.77,6.37,-1.49,0.70,74.90,2.44,0.00,13.92
245421,14.47,0.12,1660,0.00,0.00,16,27.81,27.50,3.77,6.37,-1.49,0.70,74.90,2.50,0.00,13.92
245484,14.59,0.12,1618,0.00,0.00,16,27.81,27.50,3.77,6.44,-1.49,0.70,74.90,2.48,0.00,13.92
245546,14.59,0.12,1629,0.00,0.00,16,27.11,27.00,3.77,6.18,-1.49,0.70,74.90,2.42,0.00,13.92
245624,14.59,0.11,1677,0.00,0.00,16,27.81,27.00,3.92,6.37,-1.49,0.70,74.90,2.43,0.00,13.92
245687,14.59,0.12,1633,0.00,0.00,16,27.81,28.00,3.77,6.33,-1.49,0.70,74.90,2.50,0.00,13.92
245749,14.47,0.12,1620,0.00,0.00,16,27.46,27.00,3.77,6.37,-1.49,0.70,74.90,2.44,0.00,13.84
245812,14.47,0.11,1646,0.00,0.00,16,27.46,27.00,3.92,6.48,-1.49,0.70,74.90,2.76,0.00,13.92
245890,14.47,0.12,1649,0.00,0.00,16,27.46,27.00,3.92,6.26,-1.49,0.70,74.90,2.46,0.00,13.84
245953,14.59,0.12,1603,0.00,0.00,16,27.11,27.50,3.92,6.37,-1.49,0.70,74.90,2.46,0.00,13.92
246015,14.59,0.12,1611,0.00,0.00,16,27.11,27.00,3.92,6.33,-1.49,0.70,74.90,2.41,0.00,13.84
246078,14.59,0.13,1634,0.00,0.00,16,27.81,27.00,3.92,6.70,-1.49,0.72,74.90,2.79,0.00,13.92
246156,14.70,0.14,1625,0.00,0.00,16,27.81,27.50,4.06,6.92,-1.49,0.74,74.90,2.77,0.00,13.84
246218,14.59,0.16,1618,0.00,0.00,16,28.16,27.50,4.21,7.33,-1.49,0.76,74.90,3.11,0.00,13.92
246281,14.47,0.19,1630,0.00,0.00,16,29.22,28.50,4.50,8.39,-1.49,0.82,74.90,3.48,0.00,13.84
246343,14.59,0.20,1660,0.00,0.00,16,30.62,29.50,4.93,9.90,-1.49,0.82,74.90,3.89,0.00,13.84
246406,14.70,0.22,1628,0.00,0.00,16,30.62,30.50,5.51,11.09,-1.49,0.82,74.90,3.82,0.00,13.84
246484,14.59,0.22,1620,0.00,0.00,16,29.57,30.00,5.95,11.88,-1.49,0.84,74.90,4.15,0.00,13.92
246546,14.36,0.22,1635,0.00,0.00,16,29.92,29.50,6.38,11.66,-1.49,0.84,74.90,4.19,0.00,13.84
246609,14.24,0.25,1610,0.00,0.00,16,29.92,30.00,6.67,11.82,-1.49,0.86,74.90,4.12,0.00,13.92
246671,14.59,0.28,1625,0.00,0.00,16,30.27,29.50,6.96,13.21,-1.49,0.90,74.90,4.85,0.00,13.84
246749,14.81,0.32,1658,0.00,0.00,16,33.44,30.50,7.55,14.99,-1.49,0.94,74.90,5.31,0.00,13.92
246812,15.16,0.35,1634,0.00,0.00,16,35.20,33.00,8.27,17.26,-1.49,0.96,74.90,6.27,0.00,13.76
246874,15.27,0.35,1684,0.00,0.00,16,36.25,35.50,9.14,19.20,-1.18,0.98,74.90,6.57,0.00,13.92
246937,15.27,0.37,1651,0.00,0.00,16,34.84,34.50,9.72,19.51,-1.18,1.00,74.90,6.69,0.00,13.84
247015,14.93,0.36,1678,0.00,0.00,16,34.49,35.00,10.01,20.06,-0.89,1.02,74.90,6.44,0.00,13.84
247077,14.70,0.38,1677,0.00,0.00,16,34.84,35.00,10.45,20.40,-0.89,1.02,74.90,6.44,0.00,13.84
247140,14.81,0.38,1682,0.00,0.00,16,33.44,33.00,10.74,21.45,-0.27,1.04,74.90,6.82,0.00,13.84
247203,15.04,0.38,1728,0.00,0.00,16,34.49,34.00,10.88,21.45,-0.27,1.04,74.90,7.00,0.00,13.76
247281,15.50,0.38,1696,0.00,0.00,16,33.09,33.50,11.03,21.71,-0.27,1.04,74.90,7.24,0.00,13.84
247344,15.73,0.38,1754,0.00,0.00,16,33.79,33.50,11.17,21.71,-0.27,1.04,74.90,7.48,0.00,13.84
247409,15.73,0.39,1726,0.00,0.00,16,33.79,33.50,11.32,22.41,0.35,1.04,74.90,7.73,0.00,13.84
247472,15.62,0.39,1735,0.00,0.00,16,33.79,33.50,11.32,22.58,0.35,1.04,74.90,7.40,0.00,13.76
247534,15.50,0.38,1748,0.00,0.00,16,34.14,34.00,11.46,22.49,0.35,1.04,74.90,7.46,0.00,13.84
247612,15.27,0.38,1751,0.00,0.00,16,34.49,34.00,11.46,22.41,0.35,1.02,74.90,7.47,0.00,13.84
247675,15.27,0.37,1777,0.00,0.00,16,35.55,35.00,11.32,21.89,-0.58,1.00,74.90,7.58,0.00,13.84
247738,15.27,0.36,1770,0.00,0.00,16,35.90,35.50,11.03,21.71,-0.58,0.94,74.90,7.17,0.00,13.92
247800,15.04,0.33,1804,0.00,0.00,16,37.66,37.50,10.59,19.51,-1.49,0.92,74.90,6.93,0.00,13.92
247878,14.81,0.31,1808,0.00,0.00,16,36.60,36.50,9.58,17.42,-1.49,0.90,74.90,6.56,0.00,13.84
247941,14.59,0.29,1807,0.00,0.00,16,35.90,35.50,9.14,17.11,-1.49,0.88,74.90,6.17,0.00,13.84
248003,14.47,0.27,1836,0.00,0.00,16,35.90,35.50,8.71,16.00,-1.49,0.86,74.90,5.88,0.00,13.84
248066,14.47,0.26,1806,0.00,0.00,16,34.84,34.50,8.27,15.19,-1.49,0.84,74.90,5.40,0.00,13.84
248128,14.47,0.24,1836,0.00,0.00,16,35.20,35.00,7.98,14.02,-1.49,0.84,74.90,5.09,0.00,13.92
248206,14.59,0.23,1844,0.00,0.00,16,35.20,35.00,7.69,13.71,-1.49,0.84,74.90,5.11,0.00,13.84
248269,14.59,0.21,1834,0.00,0.00,16,34.84,34.50,7.40,13.71,-1.49,0.84,74.90,5.09,0.00,13.92
248331,14.70,0.21,1861,0.00,0.00,16,34.84,35.00,7.25,13.02,-1.49,0.84,74.90,4.76,0.00,13.84
248394,14.70,0.21,1836,0.00,0.00,16,34.49,34.00,7.11,12.96,-1.49,0.82,74.90,4.70,0.00,13.92
248472,14.81,0.20,1864,0.00,0.00,16,34.84,35.00,6.96,12.48,-1.49,0.82,74.90,4.77,0.00,13.84
248534,14.81,0.20,1834,0.00,0.00,16,34.49,34.00,6.82,12.42,-1.49,0.82,74.90,4.70,0.00,13.92
248597,14.93,0.19,1850,0.00,0.00,16,34.49,34.00,6.67,11.99,-1.49,0.82,74.90,4.34,0.00,13.92
248662,15.04,0.19,1845,0.00,0.00,16,33.79,34.00,6.53,11.99,-1.49,0.82,74.90,4.33,0.00,13.92
248725,14.93,0.19,1838,0.00,0.00,16,33.79,34.00,6.53,11.82,-1.49,0.82,74.90,4.31,0.00,13.92
248791,15.04,0.19,1872,0.00,0.00,16,34.49,34.00,6.38,11.77,-1.49,0.82,74.90,4.39,0.00,13.92
248869,15.16,0.19,1844,0.00,0.00,16,33.79,33.50,6.38,11.66,-1.49,0.82,74.90,4.33,0.00,13.92
248931,15.16,0.17,1868,0.00,0.00,16,34.49,34.00,6.24,11.40,-1.49,0.80,74.90,4.38,0.00,13.92
248994,15.16,0.16,1860,0.00,0.00,16,33.44,33.00,6.09,9.99,-1.49,0.72,74.90,3.97,0.00,13.92
249056,15.16,0.14,1839,0.00,0.00,16,32.03,32.00,5.51,7.07,-1.49,0.68,74.90,3.53,0.00,13.92
249134,14.93,0.12,1867,0.00,0.00,16,28.87,29.50,4.93,5.91,-1.49,0.66,74.90,0.00,0.00,13.92
249197,14.81,0.11,1825,0.00,0.00,16,24.65,25.00,4.50,5.78,-1.49,0.66,74.90,0.00,0.00,13.92
249262,14.59,0.10,1802,0.00,0.00,16,20.78,21.50,4.21,5.49,-1.49,0.64,74.90,0.00,0.00,13.92
249325,14.36,0.10,1858,0.00,0.00,16,16.56,17.50,3.92,5.65,-1.49,0.64,74.90,0.00,0.00,13.84
249392,14.24,0.10,1834,0.00,0.00,16,12.34,13.00,3.92,6.26,-1.49,0.64,74.90,0.00,0.00,13.92
249463,14.70,0.11,1827,0.00,0.00,16,11.99,11.50,3.77,6.55,-1.49,0.64,74.90,0.00,0.00,13.84
249522,15.04,0.11,1844,0.00,0.00,16,11.99,11.50,3.77,6.59,-1.49,0.64,74.90,0.00,0.00,13.92
249584,15.50,0.11,1805,0.00,0.00,16,11.99,11.50,3.77,6.48,-1.49,0.64,74.90,0.00,0.00,13.84
249662,16.54,0.11,1828,0.00,0.00,16,11.99,11.50,3.77,6.48,-1.49,0.64,74.90,0.00,0.00,13.92
249725,18.15,0.11,1815,0.00,0.00,16,11.99,11.50,3.77,6.48,-1.49,0.64,74.90,0.00,0.00,13.84
249787,20.56,0.10,1796,0.00,0.00,16,11.99,11.50,3.77,6.11,-1.49,0.64,74.90,0.00,0.00,13.92
249850,22.85,0.10,1819,0.00,0.00,16,11.99,11.50,3.77,6.37,-1.49,0.64,74.90,0.00,0.00,13.84
249928,24.69,0.10,1784,0.00,0.00,16,11.99,11.50,3.77,6.18,-1.49,0.64,74.90,0.00,0.00,13.92
249990,25.61,0.11,1790,0.00,0.00,16,11.99,11.50,3.77,6.40,-1.49,0.64,74.90,0.00,0.00,13.84
250053,24.00,0.10,1783,0.00,0.00,16,11.99,11.50,3.63,5.91,-1.49,0.64,74.90,0.00,0.00,13.92
250115,23.89,0.11,1764,0.00,0.00,16,11.99,11.50,3.63,6.22,-1.49,0.64,74.90,0.00,0.00,13.84
250193,23.66,0.11,1769,0.00,0.00,16,11.99,11.50,3.63,6.29,-1.49,0.64,74.90,0.00,0.00,13.92
250256,23.77,0.11,1766,0.00,0.00,16,11.99,11.50,3.63,6.37,-1.49,0.66,74.90,0.00,0.00,13.84
250318,23.66,0.12,1763,0.00,0.00,16,11.99,11.50,3.77,6.66,-1.49,0.68,74.90,0.00,0.00,13.92
250381,24.00,0.13,1760,0.00,0.00,16,11.99,11.50,3.77,6.95,-1.49,0.68,74.90,0.00,0.00,13.84
250443,24.12,0.13,1749,0.00,0.00,16,13.05,12.50,3.92,7.62,-1.49,0.70,74.90,3.36,0.00,13.92
250521,23.89,0.13,1768,0.00,0.00,16,14.45,14.00,4.06,7.74,-1.49,0.72,74.90,3.40,0.00,13.84
250584,24.12,0.14,1771,0.00,0.00,16,16.21,15.00,4.21,8.06,-1.49,0.74,74.90,3.40,0.00,13.92
250646,24.12,0.14,1712,0.00,0.00,16,17.62,16.50,4.21,8.14,-1.49,0.74,74.90,3.35,0.00,13.84
250709,23.77,0.15,1721,0.00,0.00,16,20.43,19.00,4.35,8.31,-1.49,0.74,74.90,3.65,0.00,13.92
250787,23.77,0.15,1744,0.00,0.00,16,22.89,21.00,4.50,8.39,-1.49,0.76,74.90,3.67,0.00,13.84
250849,23.43,0.15,1757,0.00,0.00,16,25.00,24.00,4.64,8.69,-1.49,0.78,74.90,3.72,0.00,13.92
250912,21.59,0.17,1742,0.00,0.00,16,28.52,26.50,4.79,9.35,-1.49,0.80,74.90,3.75,0.00,13.84
250975,17.69,0.18,1743,0.00,0.00,16,31.33,29.50,5.08,9.99,-1.49,0.82,74.90,4.09,0.00,13.84
251053,14.81,0.20,1768,0.00,0.00,16,32.73,32.00,5.37,10.79,-1.49,0.84,74.90,4.46,0.00,13.84
251115,14.01,0.22,1740,0.00,0.00,16,32.73,33.00,5.80,11.88,-1.49,0.84,74.90,4.52,0.00,13.92
251178,13.44,0.24,1762,0.00,0.00,16,32.73,32.50,6.24,12.85,-1.49,0.88,74.90,4.82,0.00,13.92
251241,13.32,0.27,1754,0.00,0.00,16,33.79,33.00,6.82,14.53,-1.49,0.90,74.90,5.26,0.00,13.92
251303,13.32,0.30,1740,0.00,0.00,16,33.79,33.00,7.25,15.85,-1.49,0.92,74.90,5.99,0.00,13.84
251381,13.67,0.32,1767,0.00,0.00,16,35.20,34.00,7.84,17.35,-1.49,0.94,74.90,6.31,0.00,13.84
251444,13.78,0.33,1760,0.00,0.00,16,36.25,35.50,8.42,18.80,-1.49,0.96,74.90,6.79,0.00,13.92
251506,13.78,0.33,1766,0.00,0.00,16,36.60,36.00,9.00,19.50,-1.49,0.98,74.90,6.76,0.00,13.92
251584,13.78,0.34,1781,0.00,0.00,16,36.60,36.00,9.29,19.42,-1.18,0.98,74.90,6.40,0.00,13.92
251647,13.78,0.34,1781,0.00,0.00,16,37.30,36.50,9.58,20.15,-1.18,0.98,74.90,6.84,0.00,13.92
251709,14.13,0.35,1796,0.00,0.00,16,37.66,37.00,9.87,20.57,-0.89,1.00,74.90,6.84,0.00,13.92
251772,14.81,0.35,1800,0.00,0.00,16,37.66,37.50,10.01,20.84,-0.89,1.00,74.90,7.28,0.00,13.92
251834,14.93,0.35,1814,0.00,0.00,16,37.66,37.50,10.16,21.01,-0.89,1.00,74.90,7.29,0.00,14.00
251912,14.93,0.35,1816,0.00,0.00,16,37.66,37.50,10.16,21.19,-0.89,1.00,74.90,7.35,0.00,13.84
