Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Fuel Pump Duty (%),Injector Duty Cycle (%),Alternator Duty (%),Battery Voltage (V),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level)
152843,14.81,0.32,2809,0.00,0.00,16,43.63,43.50,26.52,-0.89,1.06,74.90,10.19,0.00,13.60,7.69,-6.42
152906,14.93,0.36,2844,0.00,0.00,16,42.23,42.50,31.37,-0.89,1.12,74.90,11.53,0.00,13.60,8.85,-5.16
152985,13.32,0.40,2859,0.00,0.00,16,39.77,40.00,35.41,2.49,1.20,74.90,12.81,0.00,13.52,10.01,-4.22
153047,13.21,0.47,2911,0.00,0.00,16,34.49,37.00,41.24,2.49,1.42,74.90,14.64,0.00,13.60,11.46,-2.42
153128,13.44,0.50,2932,0.00,0.00,16,32.38,32.50,47.23,9.55,1.50,74.90,16.15,0.00,13.52,12.77,-1.33
153191,13.55,0.50,2922,0.00,0.00,16,31.33,31.50,49.05,9.55,1.50,74.90,16.89,0.00,13.60,13.49,-0.85
153269,13.78,0.53,2956,0.00,0.00,16,31.33,30.50,49.36,10.17,1.52,74.90,17.66,0.00,13.52,13.93,-0.50
153332,13.67,0.56,3012,0.00,0.00,16,29.22,28.50,50.87,10.17,1.56,74.90,19.28,0.00,13.60,14.22,-0.08
153410,13.32,0.55,3038,0.00,0.00,16,27.81,27.00,54.21,10.79,1.60,100.00,20.09,0.00,13.52,14.65,0.41
153488,12.98,0.58,3081,0.00,0.00,16,26.41,26.00,56.18,12.01,1.64,100.00,21.03,0.00,13.52,15.53,0.93
153550,12.75,0.61,3162,0.00,0.00,16,25.35,25.00,59.31,12.01,1.68,100.00,22.26,0.00,13.28,16.11,1.57
153628,12.52,0.62,3156,0.00,0.00,16,23.95,23.50,64.58,12.94,1.70,100.00,22.89,0.00,13.28,16.69,2.05
153691,12.29,0.65,3230,0.00,0.00,16,22.89,22.50,67.96,12.94,1.76,100.00,24.80,0.00,13.36,17.12,2.73
153769,12.17,0.68,3248,0.00,0.00,16,20.78,20.50,72.08,13.56,1.88,100.00,26.33,0.00,13.28,17.85,3.65
153831,11.71,0.71,3333,0.00,0.00,16,19.38,19.00,75.88,13.56,1.92,100.00,28.66,0.00,13.36,18.57,4.23
153910,11.60,0.74,3370,0.00,0.00,16,17.97,18.50,79.02,13.56,1.92,100.00,29.86,0.00,13.28,19.15,4.93
153972,11.37,0.77,3426,0.00,0.00,16,16.91,17.50,83.76,13.56,1.92,100.00,31.64,0.00,13.36,19.88,5.72
154050,11.25,0.80,3511,0.00,0.00,16,15.51,16.00,88.38,13.56,1.94,100.00,34.35,0.00,13.28,20.60,6.56
154117,11.14,0.83,3532,0.00,0.00,16,14.45,14.50,93.55,13.56,1.86,100.00,38.43,0.00,13.28,21.47,7.35
154195,11.02,0.86,3566,0.00,0.00,16,12.70,11.50,97.86,13.56,1.78,100.00,40.32,0.00,13.28,22.05,8.02
154258,11.02,0.88,3602,0.00,0.00,16,11.99,11.00,102.43,13.56,1.74,100.00,43.03,0.00,13.28,22.78,8.80
154336,11.02,0.89,3700,0.00,0.00,16,11.99,11.50,106.84,12.63,1.60,100.00,44.20,0.00,13.20,23.51,8.78
154399,11.14,0.86,3711,0.00,0.00,16,12.34,11.50,108.54,9.86,1.52,100.00,43.54,0.00,13.28,23.36,8.62
154477,11.14,0.85,3780,0.00,0.00,16,13.05,12.00,109.03,9.86,1.44,100.00,43.55,0.00,13.28,23.36,8.26
154544,11.14,0.80,3878,0.00,0.00,16,15.86,14.00,102.67,2.49,1.20,100.00,42.19,0.00,13.28,21.76,6.09
154606,11.14,0.59,3876,0.00,0.00,16,22.54,19.00,81.49,2.49,1.04,100.00,33.90,0.00,13.36,18.14,1.37
154685,11.14,0.39,3876,0.00,0.00,16,37.66,32.00,45.15,-4.25,0.88,100.00,21.50,0.00,13.36,13.35,-3.77
154763,11.14,0.29,3830,0.00,0.00,16,43.28,41.00,34.67,-4.25,0.68,74.90,15.67,0.00,13.52,9.58,-7.12
154825,11.14,0.23,3828,0.00,0.00,16,38.71,42.50,27.25,-4.25,0.64,74.90,0.00,0.00,13.60,6.53,-9.46
154890,11.14,0.23,3872,0.00,0.00,16,30.62,34.00,27.26,-4.25,0.64,74.90,0.00,0.00,13.60,4.79,-10.48
154969,11.60,0.20,3928,0.00,0.00,16,20.08,26.00,27.15,-4.25,0.64,74.90,0.00,0.00,13.60,4.06,-10.79
155031,14.01,0.20,3876,0.00,0.00,16,11.99,18.00,25.89,-4.25,0.64,74.90,0.00,0.00,13.68,3.92,-10.79
155114,17.92,0.17,3846,0.00,0.00,16,11.99,11.50,24.80,-4.25,0.64,74.90,0.00,0.00,13.68,3.92,-10.81
155176,22.74,0.15,3878,0.00,0.00,16,11.99,11.50,21.88,-4.25,0.64,74.90,0.00,0.00,13.68,3.77,-10.91
155254,23.77,0.13,3838,0.00,0.00,16,11.99,11.50,19.97,-4.25,0.64,74.90,0.00,0.00,13.68,3.77,-10.96
155317,23.77,0.13,3784,0.00,0.00,16,11.99,11.50,16.36,-4.25,0.64,74.90,0.00,0.00,13.68,3.77,-10.96
155395,23.77,0.13,3784,0.00,0.00,16,11.99,11.50,17.25,-4.25,0.64,74.90,0.00,0.00,13.68,3.63,-11.00
155457,23.89,0.14,3811,0.00,0.00,16,11.99,11.50,15.85,-4.25,0.64,74.90,0.00,0.00,13.68,3.63,-11.06
155540,24.12,0.12,3778,0.00,0.00,16,11.99,11.50,15.55,-4.25,0.64,74.90,0.00,0.00,13.68,3.63,-11.10
155603,23.31,0.12,3767,0.00,0.00,16,11.99,11.50,15.11,-4.25,0.64,74.90,0.00,0.00,13.68,3.63,-11.12
155681,23.89,0.11,3740,0.00,0.00,16,11.99,11.50,14.65,-4.25,0.64,74.90,0.00,0.00,13.68,3.63,-11.10
155743,24.00,0.11,3694,0.00,0.00,16,11.99,11.50,13.95,-4.25,0.64,74.90,0.00,0.00,13.68,3.48,-11.14
155821,24.00,0.12,3689,0.00,0.00,16,11.99,11.50,13.26,-4.25,0.64,74.90,0.00,0.00,13.60,3.48,-11.47
155884,23.66,0.11,3676,0.00,0.00,16,11.99,11.50,15.89,-4.25,0.64,74.90,0.00,0.00,13.68,3.92,-10.77
155962,23.66,0.10,3656,0.00,0.00,16,11.99,11.50,13.21,-4.25,0.64,74.90,0.00,0.00,13.68,3.92,-10.96
156024,24.12,0.10,3650,0.00,0.00,16,11.99,11.50,12.04,-4.25,0.64,74.90,0.00,0.00,13.68,3.77,-11.06
156103,24.00,0.10,3637,0.00,0.00,16,11.99,11.50,12.31,-4.25,0.64,74.90,0.00,0.00,13.68,3.63,-11.08
156165,23.66,0.10,3618,0.00,0.00,16,11.99,11.50,12.04,-4.25,0.64,74.90,0.00,0.00,13.68,3.63,-11.14
156243,24.00,0.08,3607,0.00,0.00,16,11.99,11.50,11.35,-4.25,0.64,74.90,0.00,0.00,13.68,3.63,-11.16
156321,24.00,0.10,3620,0.00,0.00,16,11.99,11.50,11.88,-4.25,0.64,74.90,0.00,0.00,13.36,3.48,-11.18
156384,24.12,0.10,3595,0.00,0.00,16,11.99,11.50,11.71,-4.25,0.64,74.90,0.00,0.00,13.92,3.48,-11.12
156462,23.77,0.10,3570,0.00,0.00,16,11.99,11.50,11.40,-4.25,0.64,74.90,0.00,0.00,13.60,3.63,-11.08
156524,23.77,0.09,3551,0.00,0.00,16,11.99,11.50,11.71,-4.25,0.64,74.90,0.00,0.00,13.68,3.63,-11.06
156602,24.23,0.09,3512,0.00,0.00,16,11.99,11.50,10.69,-4.25,0.64,74.90,0.00,0.00,13.60,3.63,-11.02
156665,24.00,0.09,3492,0.00,0.00,16,11.99,11.50,10.49,-4.25,0.64,74.90,0.00,0.00,13.68,3.63,-11.02
156743,24.12,0.09,3462,0.00,0.00,16,11.99,11.50,11.09,-4.25,0.64,74.90,0.00,0.00,13.60,3.63,-11.00
156806,24.12,0.10,3458,0.00,0.00,16,11.99,11.50,10.45,-4.25,0.64,74.90,0.00,0.00,13.60,3.63,-11.00
156884,24.23,0.10,3429,0.00,0.00,16,11.99,11.50,11.15,-4.25,0.64,74.90,0.00,0.00,13.52,3.63,-10.98
156946,23.89,0.10,3381,0.00,0.00,16,11.99,11.50,11.19,-4.25,0.64,74.90,0.00,0.00,13.60,3.77,-10.96
157024,24.12,0.10,3377,0.00,0.00,16,11.99,11.50,10.69,-4.25,0.64,74.90,0.00,0.00,13.60,3.77,-10.91
157102,24.12,0.09,3346,0.00,0.00,16,11.99,11.50,10.43,-4.25,0.64,74.90,0.00,0.00,13.52,3.77,-10.89
157165,24.00,0.09,3311,0.00,0.00,16,11.99,11.50,10.33,-4.25,0.64,74.90,0.00,0.00,13.60,3.77,-10.87
157227,23.89,0.10,3304,0.00,0.00,16,11.99,11.50,10.38,-4.25,0.64,74.90,0.00,0.00,13.60,3.77,-10.87
157306,23.89,0.10,3227,0.00,0.00,16,11.99,11.50,10.89,-4.25,0.64,74.90,0.00,0.00,13.60,3.92,-10.83
157384,23.89,0.11,3213,0.00,0.00,16,11.99,11.50,10.45,-4.25,0.64,74.90,0.00,0.00,13.52,3.92,-10.79
157447,23.89,0.09,3171,0.00,0.00,16,11.99,11.50,9.79,-4.25,0.64,74.90,0.00,0.00,13.60,3.92,-10.77
157525,23.89,0.10,3151,0.00,0.00,16,11.99,11.50,9.97,-4.25,0.64,74.90,0.00,0.00,13.52,3.92,-10.79
157587,24.12,0.10,3143,0.00,0.00,16,11.99,11.50,10.08,-4.25,0.64,74.90,0.00,0.00,13.60,3.92,-10.75
157665,23.89,0.10,3103,0.00,0.00,16,11.99,11.50,10.43,-4.25,0.64,74.90,0.00,0.00,13.60,3.92,-10.77
157728,24.00,0.10,3095,0.00,0.00,16,11.99,11.50,10.64,-4.25,0.64,74.90,0.00,0.00,13.60,3.92,-10.77
157806,23.66,0.10,3051,0.00,0.00,16,11.99,11.50,10.49,-4.25,0.64,74.90,0.00,0.00,13.60,3.92,-10.73
157868,23.66,0.10,3029,0.00,0.00,16,11.99,11.50,10.28,-4.25,0.64,74.90,0.00,0.00,13.60,3.92,-10.75
157946,24.00,0.10,3019,0.00,0.00,16,11.99,11.50,10.13,-4.25,0.64,74.90,0.00,0.00,13.68,3.92,-10.75
158008,23.89,0.11,2994,0.00,0.00,16,11.99,11.50,10.38,-4.25,0.64,74.90,0.00,0.00,13.60,3.92,-10.73
158086,23.66,0.10,2949,0.00,0.00,16,11.99,11.50,10.43,-4.25,0.64,74.90,0.00,0.00,13.60,3.92,-10.71
158149,24.00,0.11,2934,0.00,0.00,16,11.99,11.50,9.93,-4.25,0.64,74.90,0.00,0.00,13.60,3.92,-10.71
158231,23.89,0.11,2910,0.00,0.00,16,11.99,11.50,10.27,-4.25,0.64,74.90,0.00,0.00,13.60,3.92,-10.71
158293,24.00,0.10,2886,0.00,0.00,16,11.99,11.50,10.33,-4.25,0.64,74.90,0.00,0.00,13.60,3.92,-10.71
158371,23.89,0.10,2835,0.00,0.00,16,11.99,11.50,10.08,-4.25,0.64,74.90,0.00,0.00,13.68,3.92,-10.71
158434,24.00,0.09,2826,0.00,0.00,16,11.99,11.50,9.88,-4.25,0.64,74.90,0.00,0.00,13.60,3.92,-10.71
158512,23.77,0.12,2815,0.00,0.00,16,11.99,11.50,10.17,-4.25,0.64,74.90,0.00,0.00,13.68,3.92,-10.71
158574,23.77,0.11,2796,0.00,0.00,16,11.99,11.50,10.54,-4.25,0.64,74.90,0.00,0.00,13.60,3.92,-10.71
158657,24.00,0.11,2789,0.00,0.00,16,11.99,11.50,10.08,-4.25,0.64,74.90,0.00,0.00,13.68,3.92,-10.71
158719,23.77,0.11,2780,0.00,0.00,16,11.99,11.50,10.43,-4.25,0.64,74.90,0.00,0.00,13.60,4.06,-10.69
158798,24.00,0.11,2752,0.00,0.00,16,11.99,11.50,10.48,-4.25,0.64,74.90,0.00,0.00,13.68,4.06,-10.69
158860,23.77,0.11,2732,0.00,0.00,16,11.99,11.50,10.47,-4.25,0.64,74.90,0.00,0.00,13.68,4.06,-10.69
158938,23.77,0.11,2719,0.00,0.00,16,11.99,11.50,10.28,-4.25,0.64,74.90,0.00,0.00,13.68,3.92,-10.71
159001,24.00,0.10,2695,0.00,0.00,16,11.99,11.50,9.61,-3.94,0.64,74.90,0.00,0.00,13.68,3.92,-10.69
159081,23.89,0.11,2660,0.00,0.00,16,11.99,11.50,9.35,-3.94,0.64,74.90,0.00,0.00,13.68,3.92,-10.71
159143,24.00,0.12,2645,0.00,0.00,16,11.99,11.50,9.97,-3.94,0.64,74.90,0.00,0.00,13.68,3.92,-10.73
159226,23.54,0.09,2644,0.00,0.00,16,11.99,11.50,10.23,-3.94,0.64,74.90,0.00,0.00,13.68,3.92,-10.75
159288,23.77,0.11,2631,0.00,0.00,16,11.99,11.50,9.56,-3.94,0.64,74.90,0.00,0.00,13.60,3.92,-10.73
159366,23.66,0.11,2621,0.00,0.00,16,11.99,11.50,9.88,-3.94,0.64,74.90,0.00,0.00,13.68,3.92,-10.75
159431,24.12,0.11,2602,0.00,0.00,16,11.99,11.50,9.97,-3.64,0.64,74.90,0.00,0.00,13.68,3.92,-10.79
159498,24.00,0.12,2574,0.00,0.00,16,11.99,11.50,9.43,-3.64,0.64,74.90,0.00,0.00,13.68,3.92,-10.75
159576,23.77,0.11,2563,0.00,0.00,16,11.99,11.50,9.65,-3.64,0.64,74.90,0.00,0.00,13.60,3.92,-10.77
159641,23.77,0.11,2549,0.00,0.00,16,11.99,11.50,9.56,-3.64,0.64,74.90,0.00,0.00,13.68,3.92,-10.77
159719,23.89,0.12,2549,0.00,0.00,16,11.99,11.50,9.48,-3.64,0.64,74.90,0.00,0.00,13.68,3.92,-10.77
159782,23.66,0.11,2541,0.00,0.00,16,11.99,11.50,9.30,-3.64,0.64,74.90,0.00,0.00,13.60,3.92,-10.75
159860,24.00,0.11,2514,0.00,0.00,16,11.99,11.50,8.95,-3.64,0.64,74.90,0.00,0.00,13.68,3.92,-10.79
159924,23.66,0.11,2502,0.00,0.00,16,11.99,11.50,8.95,-3.35,0.64,74.90,0.00,0.00,13.60,3.92,-10.77
160002,24.00,0.11,2489,0.00,0.00,16,11.99,11.50,9.08,-3.35,0.64,74.90,0.00,0.00,13.68,3.92,-10.77
160064,23.89,0.11,2464,0.00,0.00,16,11.99,11.50,9.17,-3.35,0.64,74.90,0.00,0.00,13.52,3.92,-10.73
160142,23.89,0.11,2468,0.00,0.00,16,11.99,11.50,9.39,-3.35,0.64,74.90,0.00,0.00,13.68,3.92,-10.75
160205,23.77,0.11,2449,0.00,0.00,16,11.99,11.50,9.09,-3.35,0.64,74.90,0.00,0.00,13.60,3.92,-10.75
160283,23.77,0.11,2426,0.00,0.00,16,11.99,11.50,9.04,-3.35,0.64,74.90,0.00,0.00,13.60,3.92,-10.71
160345,23.89,0.10,2428,0.00,0.00,16,11.99,11.50,8.91,-3.04,0.64,74.90,0.00,0.00,13.52,3.92,-10.71
160423,23.54,0.12,2412,0.00,0.00,16,11.99,11.50,8.78,-3.04,0.64,74.90,0.00,0.00,13.68,3.92,-10.69
160486,24.00,0.11,2386,0.00,0.00,16,11.99,11.50,8.91,-3.04,0.64,74.90,0.00,0.00,13.52,4.06,-10.65
160564,24.00,0.11,2392,0.00,0.00,16,11.99,11.50,8.36,-3.04,0.64,74.90,0.00,0.00,13.60,4.06,-10.62
160627,23.77,0.12,2368,0.00,0.00,16,11.99,11.50,8.52,-3.04,0.64,74.90,0.00,0.00,13.68,4.06,-10.64
160705,23.66,0.10,2372,0.00,0.00,16,11.99,11.50,8.61,-2.73,0.64,74.90,0.00,0.00,13.60,4.06,-10.65
160767,24.00,0.10,2361,0.00,0.00,16,11.99,11.50,8.23,-2.73,0.64,74.90,0.00,0.00,13.60,4.06,-10.69
160845,24.00,0.11,2336,0.00,0.00,16,11.99,11.50,8.03,-2.73,0.64,74.90,0.00,0.00,13.52,4.06,-10.69
160923,23.66,0.10,2309,0.00,0.00,16,11.99,11.50,8.11,-2.73,0.64,74.90,0.00,0.00,13.60,3.92,-10.75
160986,23.89,0.10,2307,0.00,0.00,16,11.99,11.50,7.62,-2.73,0.64,74.90,0.00,0.00,13.60,3.92,-10.77
161053,24.00,0.11,2288,0.00,0.00,16,11.99,11.50,7.54,-2.73,0.64,74.90,0.00,0.00,13.68,3.92,-10.83
161131,23.66,0.09,2292,0.00,0.00,16,11.99,11.50,7.17,-2.73,0.64,74.90,0.00,0.00,13.60,3.92,-10.81
161194,23.66,0.09,2266,0.00,0.00,16,11.99,11.50,7.21,-2.73,0.64,74.90,0.00,0.00,13.60,3.92,-10.83
161272,23.66,0.09,2274,0.00,0.00,16,11.99,11.50,6.95,-2.42,0.64,74.90,0.00,0.00,13.60,3.92,-10.85
161334,24.12,0.09,2256,0.00,0.00,16,11.99,11.50,6.84,-2.42,0.64,74.90,0.00,0.00,13.60,3.77,-10.89
161412,23.54,0.09,2249,0.00,0.00,16,11.99,11.50,6.77,-2.42,0.64,74.90,0.00,0.00,13.60,3.77,-10.91
161490,23.89,0.09,2225,0.00,0.00,16,11.99,11.50,6.37,-2.42,0.64,74.90,0.00,0.00,13.60,3.77,-10.96
161553,23.54,0.08,2221,0.00,0.00,16,11.99,11.50,6.22,-2.42,0.64,74.90,0.00,0.00,13.68,3.77,-11.02
161631,24.00,0.08,2220,0.00,0.00,16,11.99,11.50,6.11,-2.42,0.64,74.90,0.00,0.00,13.60,3.63,-11.04
161694,23.54,0.08,2196,0.00,0.00,16,11.99,11.50,6.07,-2.42,0.64,74.90,0.00,0.00,13.68,3.63,-11.04
161772,23.89,0.07,2172,0.00,0.00,16,11.99,11.50,5.65,-2.42,0.64,74.90,0.00,0.00,13.60,3.63,-11.06
161834,24.12,0.08,2159,0.00,0.00,16,11.99,11.50,5.52,-2.42,0.64,74.90,0.00,0.00,13.68,3.63,-11.12
161912,23.89,0.08,2160,0.00,0.00,16,11.99,11.50,5.52,-2.11,0.64,74.90,0.00,0.00,13.68,3.63,-11.14
161975,23.89,0.08,2130,0.00,0.00,16,11.99,11.50,5.42,-2.11,0.64,74.90,0.00,0.00,13.68,3.63,-11.16
162058,24.12,0.08,2122,0.00,0.00,16,11.99,11.50,5.40,-2.11,0.64,74.90,0.00,0.00,13.68,3.48,-11.20
162120,24.00,0.08,2134,0.00,0.00,16,11.99,11.50,5.40,-2.11,0.64,74.90,0.00,0.00,13.68,3.48,-11.23
162198,23.89,0.07,2108,0.00,0.00,16,11.99,11.50,5.52,-2.11,0.64,74.90,0.00,0.00,13.68,3.48,-11.23
162261,23.89,0.08,2098,0.00,0.00,16,11.99,11.50,5.30,-2.11,0.64,74.90,0.00,0.00,13.68,3.48,-11.20
162339,24.12,0.07,2108,0.00,0.00,16,11.99,11.50,4.82,-2.11,0.64,74.90,0.00,0.00,13.68,3.48,-11.23
162401,23.89,0.08,2098,0.00,0.00,16,11.99,11.50,5.21,-1.80,0.64,74.90,0.00,0.00,13.68,3.48,-11.25
162480,23.89,0.08,2067,0.00,0.00,16,11.99,11.50,5.49,-1.80,0.64,74.90,0.00,0.00,13.68,3.48,-11.22
162542,24.00,0.08,2064,0.00,0.00,16,11.99,11.50,5.49,-1.80,0.64,74.90,0.00,0.00,13.68,3.48,-11.20
162620,24.00,0.08,2049,0.00,0.00,16,11.99,11.50,5.36,-1.80,0.64,74.90,0.00,0.00,13.68,3.48,-11.22
162683,24.12,0.08,2029,0.00,0.00,16,11.99,11.50,5.30,-1.80,0.64,74.90,0.00,0.00,13.68,3.48,-11.23
162761,23.66,0.08,2026,0.00,0.00,16,11.99,11.50,5.36,-1.80,0.64,74.90,0.00,0.00,13.68,3.48,-11.18
162828,23.66,0.08,2020,0.00,0.00,16,11.99,11.50,5.40,-1.80,0.64,74.90,0.00,0.00,13.68,3.48,-11.20
162895,24.00,0.08,2007,0.00,0.00,16,11.99,11.50,5.10,-1.80,0.64,74.90,0.00,0.00,13.68,3.48,-11.18
162973,24.00,0.08,1990,0.00,0.00,16,11.99,11.50,5.30,-1.80,0.64,74.90,0.00,0.00,13.68,3.48,-11.20
163036,24.12,0.08,1977,0.00,0.00,16,11.99,11.50,5.55,-1.80,0.64,74.90,0.00,0.00,13.60,3.48,-11.20
163114,23.77,0.08,1963,0.00,0.00,16,11.99,11.50,5.40,-1.49,0.64,74.90,0.00,0.00,13.68,3.48,-11.22
163176,24.00,0.08,1956,0.00,0.00,16,11.99,11.50,5.40,-1.49,0.64,74.90,0.00,0.00,13.68,3.48,-11.18
163255,23.77,0.08,1958,0.00,0.00,16,11.99,11.50,5.43,-1.49,0.64,74.90,0.00,0.00,13.60,3.48,-11.18
163317,24.00,0.08,1946,0.00,0.00,16,11.99,11.50,5.36,-1.49,0.64,74.90,0.00,0.00,13.68,3.48,-11.18
163395,23.66,0.08,1936,0.00,0.00,16,11.99,11.50,5.36,-1.49,0.64,74.90,0.00,0.00,13.60,3.48,-11.18
163473,23.89,0.09,1905,0.00,0.00,16,11.99,11.50,5.46,-1.49,0.64,74.90,0.00,0.00,13.68,3.48,-11.20
163536,23.77,0.09,1894,0.00,0.00,16,11.99,11.50,5.46,-1.49,0.64,74.90,0.00,0.00,13.60,3.48,-11.22
163614,23.77,0.09,1884,0.00,0.00,16,11.99,11.50,5.43,-1.49,0.64,74.90,0.00,0.00,13.68,3.48,-11.23
163676,24.00,0.09,1873,0.00,0.00,16,11.99,11.50,5.43,-1.49,0.64,74.90,0.00,0.00,13.60,3.48,-11.25
163754,23.77,0.09,1863,0.00,0.00,16,11.99,11.50,5.36,-1.49,0.64,74.90,0.00,0.00,13.52,3.48,-11.23
163817,23.66,0.09,1854,0.00,0.00,16,11.99,11.50,5.43,-1.49,0.64,74.90,0.00,0.00,13.52,3.48,-11.23
163895,24.00,0.09,1840,0.00,0.00,16,11.99,11.50,5.46,-1.49,0.64,74.90,0.00,0.00,13.68,3.48,-11.25
163958,23.89,0.09,1828,0.00,0.00,16,11.99,11.50,5.36,-1.49,0.64,74.90,0.00,0.00,13.52,3.48,-11.25
164036,23.66,0.09,1824,0.00,0.00,16,11.99,11.50,5.36,-1.49,0.64,74.90,0.00,0.00,13.68,3.48,-11.23
164098,23.89,0.09,1810,0.00,0.00,16,11.99,11.50,5.46,-1.49,0.64,74.90,0.00,0.00,13.68,3.48,-11.23
164176,23.89,0.09,1796,0.00,0.00,16,11.99,11.50,5.36,-1.49,0.64,74.90,0.00,0.00,13.60,3.48,-11.25
164239,23.66,0.08,1789,0.00,0.00,16,11.99,11.50,5.23,-1.49,0.64,74.90,0.00,0.00,13.68,3.48,-11.25
164317,23.66,0.09,1763,0.00,0.00,16,11.99,11.50,5.14,-1.49,0.64,74.90,0.00,0.00,13.60,3.48,-11.27
164380,23.77,0.09,1752,0.00,0.00,16,11.99,11.50,5.27,-1.49,0.64,74.90,0.00,0.00,13.68,3.48,-11.27
164458,24.00,0.09,1754,0.00,0.00,16,11.99,11.50,5.43,-1.49,0.64,74.90,0.00,0.00,13.60,3.48,-11.27
164536,24.00,0.10,1741,0.00,0.00,16,11.99,11.50,5.49,-1.49,0.64,74.90,0.00,0.00,13.68,3.48,-11.27
164599,24.00,0.10,1727,0.00,0.00,16,11.99,11.50,5.55,-1.49,0.64,74.90,0.00,0.00,13.60,3.48,-11.27
164661,23.66,0.09,1715,0.00,0.00,16,11.99,11.50,5.52,-1.49,0.64,74.90,0.00,0.00,13.68,3.48,-11.27
164739,23.66,0.10,1696,0.00,0.00,16,11.99,11.50,5.43,-1.49,0.64,74.90,0.00,0.00,13.60,3.48,-11.27
164817,23.66,0.10,1682,0.00,0.00,16,11.99,11.50,5.46,-1.49,0.64,74.90,0.00,0.00,13.68,3.48,-11.25
164880,23.89,0.10,1661,0.00,0.00,16,11.99,11.50,5.46,-1.49,0.64,74.90,0.00,0.00,13.60,3.48,-11.22
164946,24.00,0.10,1658,0.00,0.00,16,11.99,11.50,5.46,-1.49,0.64,74.90,0.00,0.00,13.60,3.48,-11.20
165024,23.54,0.10,1637,0.00,0.00,16,11.99,11.50,5.46,-1.49,0.64,74.90,0.00,0.00,13.68,3.48,-11.18
165086,23.89,0.10,1616,0.00,0.00,16,11.99,11.50,5.49,-1.49,0.64,74.90,0.00,0.00,13.60,3.48,-11.16
165169,24.00,0.10,1587,0.00,0.00,16,11.99,11.50,5.14,-1.49,0.64,74.90,0.00,0.00,13.68,3.63,-11.10
165232,23.77,0.11,1521,0.00,0.00,16,11.99,11.50,5.30,-1.49,0.64,74.90,0.00,0.00,13.60,3.63,-11.08
165310,23.89,0.12,1423,0.00,0.00,16,11.64,11.50,5.49,-1.49,0.64,74.90,0.00,0.00,13.68,3.63,-11.02
165372,23.89,0.12,1336,0.00,0.00,16,11.29,11.50,5.59,-1.49,0.64,74.90,0.00,0.00,13.68,3.77,-10.94
165450,24.00,0.13,1247,0.00,0.00,16,10.94,19.00,5.30,-1.49,0.64,74.90,2.13,0.00,13.68,3.77,-10.91
165513,23.89,0.13,1235,0.00,0.00,16,10.59,18.50,5.30,-1.49,0.64,74.90,2.11,0.00,13.68,3.77,-10.81
165591,23.89,0.13,1250,0.00,0.00,16,10.59,18.50,5.33,-1.49,0.64,74.90,2.13,0.00,13.68,3.92,-10.89
165658,23.89,0.12,1251,0.00,0.00,16,10.94,19.00,5.17,-1.49,0.64,74.90,2.13,0.00,13.68,3.77,-10.96
165737,23.77,0.12,1245,0.00,0.00,16,10.59,18.50,4.97,-1.49,0.64,74.90,2.12,0.00,13.68,3.63,-11.06
165803,24.12,0.12,1237,0.00,0.00,16,10.59,18.50,4.88,-1.49,0.64,74.90,2.11,0.00,13.68,3.63,-11.06
165865,24.12,0.12,1205,0.00,0.00,16,10.59,18.50,4.88,-1.49,0.64,74.90,2.06,0.00,13.68,3.63,-11.06
165943,23.77,0.12,1188,0.00,0.00,16,10.59,18.50,4.88,-1.18,0.64,74.90,2.03,0.00,13.60,3.63,-11.02
166006,23.54,0.13,1164,0.00,0.00,16,10.23,18.00,4.82,-1.18,0.64,74.90,1.99,0.00,13.60,3.63,-10.98
166084,23.31,0.13,1100,0.00,0.00,16,10.23,18.00,4.79,-1.18,0.64,74.90,1.91,0.00,13.60,3.77,-10.91
166162,23.08,0.13,1082,0.00,0.00,16,10.23,18.00,4.75,-1.18,0.64,74.90,1.88,0.00,13.68,3.77,-10.83
166225,20.79,0.13,1066,0.00,0.00,16,9.88,17.50,4.69,-1.18,0.64,74.90,1.85,0.00,13.68,3.92,-10.81
166303,18.49,0.13,1054,0.00,0.00,16,9.88,17.50,4.60,-1.18,0.64,74.90,1.82,0.00,13.68,3.92,-10.71
166365,15.85,0.13,1052,0.00,0.00,16,9.88,17.50,4.66,-1.18,0.64,74.90,1.79,0.00,13.68,3.92,-10.71
166445,14.47,0.13,1042,0.00,0.00,16,9.88,17.50,4.57,-1.18,0.64,74.90,1.78,0.00,13.68,3.92,-10.67
166508,13.32,0.12,1039,0.00,0.00,16,9.88,17.50,4.35,-1.18,0.64,74.90,1.77,0.00,13.60,4.06,-10.67
166586,12.75,0.12,1041,0.00,0.00,16,9.88,17.50,4.24,-1.18,0.64,74.90,1.78,0.00,13.68,4.06,-10.69
166649,12.17,0.12,1036,0.00,0.00,16,9.88,17.50,4.18,-1.18,0.64,74.90,1.77,0.00,13.60,4.06,-10.69
