Time (msec),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),A/F Correction #1 (%),A/F Learning #1 (%),CL/OL Fueling* (status),Intake Air Temperature (F)
430242,0.00,0.00,16,5.68,1.44,-4.69,-4.69,8,135
430274,0.00,0.00,16,5.68,1.44,-4.69,-4.69,8,135
430326,0.00,0.00,16,5.72,1.44,-5.47,-4.69,8,135
430358,0.00,0.00,16,5.72,1.44,-5.47,-4.69,8,135
430391,0.00,0.00,16,5.74,1.44,-5.47,-4.69,8,135
430440,0.00,0.00,16,5.72,1.46,-5.47,-4.69,8,135
430480,0.00,0.00,16,5.72,1.46,-6.25,-4.69,8,135
430520,0.00,0.00,16,5.74,1.46,-6.25,-4.69,8,135
430552,0.00,0.00,16,5.74,1.46,-5.47,-4.69,8,135
430592,0.00,0.00,16,5.78,1.44,-5.47,-4.69,8,135
430632,0.00,0.00,16,5.81,1.46,-5.47,-4.69,8,135
430672,0.00,0.00,16,5.81,1.46,-5.47,-4.69,8,135
430712,0.00,0.00,16,5.78,1.46,-5.47,-4.69,8,135
430753,0.00,0.00,16,5.78,1.46,-5.47,-4.69,8,135
430789,0.00,0.00,16,5.78,1.46,-5.47,-4.69,8,135
430825,0.00,0.00,16,5.78,1.46,-5.47,-4.69,8,135
430865,0.00,0.00,16,5.78,1.46,-5.47,-4.69,8,135
430905,0.00,0.00,16,5.78,1.46,-5.47,-4.69,8,135
430945,0.00,0.00,16,5.78,1.46,-4.69,-4.69,8,135
430982,0.00,0.00,16,5.78,1.46,-4.69,-4.69,8,135
431022,0.00,0.00,16,5.78,1.46,-4.69,-4.69,8,135
431060,0.00,0.00,16,5.78,1.46,-3.91,-4.69,8,135
431096,0.00,0.00,16,5.78,1.46,-3.91,-4.69,8,135
431136,0.00,0.00,16,5.78,1.46,-3.91,-4.69,8,135
431171,0.00,0.00,16,5.78,1.46,-3.12,-4.69,8,135
431211,0.00,0.00,16,5.78,1.46,-3.12,-4.69,8,135
431253,0.00,0.00,16,5.78,1.46,-3.12,-4.69,8,135
431293,0.00,0.00,16,5.78,1.46,-3.12,-4.69,8,135
431332,0.00,0.00,16,5.78,1.46,-2.34,-4.69,8,135
431372,0.00,0.00,16,5.78,1.46,-3.12,-4.69,8,135
431408,0.00,0.00,16,5.78,1.46,-2.34,-4.69,8,135
431444,0.00,0.00,16,5.78,1.46,-2.34,-4.69,8,135
431484,0.00,0.00,16,5.81,1.46,-2.34,-4.69,8,135
431524,0.00,0.00,16,5.81,1.46,-2.34,-4.69,8,135
431564,0.00,0.00,16,5.78,1.46,-2.34,-4.69,8,135
431598,0.00,0.00,16,5.78,1.46,-2.34,-4.69,8,135
431640,0.00,0.00,16,5.78,1.46,-2.34,-4.69,8,135
431680,0.00,0.00,16,5.74,1.46,-2.34,-4.69,8,135
431720,0.00,0.00,16,5.74,1.46,-2.34,-4.69,8,135
431753,0.00,0.00,16,5.78,1.46,-2.34,-4.69,8,135
431793,0.00,0.00,16,5.78,1.46,-2.34,-4.69,8,135
431829,0.00,0.00,16,5.78,1.46,-2.34,-4.69,8,135
431869,0.00,0.00,16,5.78,1.46,-1.56,-4.69,8,135
431909,0.00,0.00,16,5.78,1.46,-1.56,-4.69,8,135
431949,0.00,0.00,16,5.78,1.46,-1.56,-4.69,8,135
431985,0.00,0.00,16,5.78,1.46,-1.56,-4.69,8,135
432029,0.00,0.00,16,5.81,1.46,-1.56,-4.69,8,135
432061,0.00,0.00,16,5.81,1.46,-1.56,-4.69,8,135
432101,0.00,0.00,16,5.81,1.46,-1.56,-4.69,8,135
432145,0.00,0.00,16,5.81,1.46,-1.56,-4.69,8,135
432185,0.00,0.00,16,5.81,1.46,-1.56,-4.69,8,135
432225,0.00,0.00,16,5.85,1.46,-1.56,-4.69,8,135
432258,0.00,0.00,16,5.85,1.46,-1.56,-4.69,8,135
432294,0.00,0.00,16,5.91,1.48,-1.56,-4.69,8,135
432334,0.00,0.00,16,6.11,1.50,-1.56,-4.69,8,135
432375,0.00,0.00,16,6.11,1.50,-0.78,-4.69,8,135
432415,0.00,0.00,16,6.62,1.56,-0.78,-4.69,8,135
432455,0.00,0.00,16,6.62,1.56,-0.78,-4.69,8,135
432495,0.00,0.00,16,7.70,1.60,0.00,-4.69,8,135
432532,0.00,0.00,16,8.31,1.64,0.00,-4.69,8,135
432571,0.00,0.00,16,8.31,1.64,0.78,-4.69,8,135
432604,0.00,0.00,16,8.74,1.66,0.00,-4.69,8,135
432644,0.00,0.00,16,8.74,1.66,0.00,-4.69,8,135
432684,0.00,0.00,16,9.66,1.72,0.78,-4.69,8,135
432732,0.00,0.00,16,9.66,1.72,0.00,-4.69,8,135
432763,0.00,0.00,16,10.54,1.76,-0.78,-4.69,8,135
432803,0.00,0.00,16,11.05,1.78,-1.56,-4.69,8,135
432836,0.00,0.00,16,11.05,1.78,-2.34,-4.69,8,135
432876,0.00,0.00,16,11.25,1.80,-4.69,-4.69,8,135
432915,0.00,0.00,16,11.25,1.80,-5.47,-4.69,8,135
432956,0.00,0.00,16,11.45,1.80,-5.47,-4.69,8,135
432990,0.00,0.00,16,11.66,1.82,-6.25,-4.69,8,135
433030,0.00,0.00,16,11.66,1.82,-4.69,-4.69,8,135
433070,0.00,0.00,16,11.99,1.82,-4.69,-4.69,8,135
433112,0.00,0.00,16,11.99,1.82,-3.12,-4.69,8,135
433147,0.00,0.00,16,12.26,1.84,-2.34,-4.69,8,135
433187,0.00,0.00,16,12.64,1.84,-1.56,-4.69,8,135
433227,0.00,0.00,16,12.64,1.84,-0.78,-4.69,8,135
433264,0.00,0.00,16,12.90,1.86,0.00,-4.69,8,135
433307,0.00,0.00,16,12.90,1.86,0.78,-4.69,8,135
433347,0.00,0.00,16,13.08,1.86,1.56,-4.69,8,135
433379,0.00,0.00,16,13.32,1.86,1.56,-4.69,8,135
433419,0.00,0.00,16,13.32,1.86,2.34,-4.69,8,135
433459,0.00,0.00,16,13.20,1.86,2.34,-4.69,8,135
433499,0.00,0.00,16,13.20,1.86,2.34,-4.69,8,135
433539,0.00,0.00,16,13.52,1.88,2.34,-4.69,8,135
433575,0.00,0.00,16,13.58,1.88,3.12,-4.69,8,135
433615,0.00,0.00,16,13.58,1.88,3.12,-4.69,8,135
433648,0.00,0.00,16,13.84,1.88,3.91,-4.69,8,135
433692,0.00,0.00,16,13.84,1.88,3.12,-4.69,8,135
433730,0.00,0.00,16,13.90,1.90,3.91,-4.69,8,135
433770,0.00,0.00,16,13.90,1.90,3.91,-4.69,8,135
433808,0.00,0.00,16,14.09,1.90,3.91,-4.69,8,135
433844,0.00,0.00,16,14.22,1.90,3.91,-4.69,8,135
433886,0.00,0.00,16,14.22,1.90,3.91,-4.69,8,135
433926,0.00,0.00,16,14.15,1.90,3.91,-4.69,8,135
433960,0.00,0.00,16,14.15,1.90,3.12,-4.69,8,135
433996,0.00,0.00,16,14.02,1.90,3.91,-4.69,8,135
434042,0.00,0.00,16,13.96,1.90,3.12,-4.69,8,135
434079,0.00,0.00,16,13.96,1.90,3.12,-4.69,8,135
434116,0.00,0.00,16,13.84,1.90,3.12,-4.69,8,135
434152,0.00,0.00,16,13.84,1.90,3.12,-4.69,8,135
434198,0.00,0.00,16,13.65,1.88,3.12,-4.69,8,135
434238,0.00,0.00,16,13.52,1.88,3.12,-4.69,8,135
434273,0.00,0.00,16,13.52,1.88,3.12,-4.69,8,135
434309,0.00,0.00,16,13.64,1.88,3.12,-4.69,8,135
434349,0.00,0.00,16,13.64,1.88,2.34,-4.69,8,135
434389,0.00,0.00,16,13.39,1.88,1.56,-4.69,8,135
434429,0.00,0.00,16,13.39,1.88,1.56,-4.69,8,135
434461,0.00,0.00,16,13.39,1.88,2.34,-4.69,8,135
434501,0.00,0.00,16,13.39,1.86,2.34,-4.69,8,135
434546,0.00,0.00,16,13.39,1.86,2.34,-4.69,8,135
434578,0.00,0.00,16,13.52,1.88,1.56,-4.69,8,135
434618,0.00,0.00,16,13.52,1.88,2.34,-4.69,8,135
434660,0.00,0.00,16,13.71,1.88,2.34,-4.69,8,135
434693,0.00,0.00,16,13.71,1.88,2.34,-4.69,8,135
434735,0.00,0.00,16,13.71,1.88,2.34,-4.69,8,135
434775,0.00,0.00,16,12.31,1.82,3.12,-4.69,8,135
434815,0.00,0.00,16,12.31,1.82,3.12,-4.69,8,135
434856,0.00,0.00,16,11.35,1.78,3.12,-4.69,8,135
434892,0.00,0.00,16,11.05,1.78,2.34,-4.69,8,135
434932,0.00,0.00,16,11.05,1.78,1.56,-4.69,8,135
434970,0.00,0.00,16,10.99,1.76,0.78,-4.69,8,135
435010,0.00,0.00,16,10.99,1.76,0.00,-4.69,8,135
435045,0.00,0.00,16,10.94,1.76,-0.78,-4.69,8,135
435085,0.00,0.00,16,10.89,1.76,-2.34,-4.69,8,135
435125,0.00,0.00,16,10.89,1.76,-3.12,-4.69,8,135
435161,0.00,0.00,16,10.78,1.76,-1.56,-4.69,8,135
435201,0.00,0.00,16,10.78,1.76,-2.34,-4.69,8,135
435241,0.00,0.00,16,10.84,1.76,-1.56,-4.69,8,135
435281,0.00,0.00,16,10.79,1.76,-1.56,-4.69,8,135
435313,0.00,0.00,16,10.79,1.76,-0.78,-4.69,8,135
435353,0.00,0.00,16,10.89,1.76,-0.78,-4.69,8,135
435399,0.00,0.00,16,10.89,1.76,-0.78,-4.69,8,135
435431,0.00,0.00,16,10.99,1.76,0.00,-4.69,8,135
435471,0.00,0.00,16,10.99,1.76,0.00,-4.69,8,135
435511,0.00,0.00,16,11.09,1.78,0.00,-4.69,8,135
435551,0.00,0.00,16,11.55,1.80,0.00,-4.69,8,135
435591,0.00,0.00,16,11.55,1.80,0.00,-4.69,8,135
435623,0.00,0.00,16,12.20,1.84,0.00,-4.69,8,135
435663,0.00,0.00,16,12.20,1.84,0.00,-4.69,8,136
435703,0.00,0.00,16,13.07,1.88,0.00,-4.69,8,136
435747,0.00,0.00,16,13.95,1.90,-0.78,-4.69,8,136
435779,0.00,0.00,16,13.95,1.90,-1.56,-4.69,8,136
435819,0.00,0.00,16,15.11,1.96,-1.56,-4.69,8,136
435859,0.00,0.00,16,15.11,1.96,-0.78,-4.69,8,136
435898,0.00,0.00,16,16.23,1.98,-1.56,-4.69,8,136
435938,0.00,0.00,16,17.48,2.04,-0.78,-4.69,8,136
435972,0.00,0.00,16,17.48,2.04,-0.78,-4.69,8,136
436016,0.00,0.00,16,18.96,2.08,-1.56,-4.69,8,136
436056,0.00,0.00,16,18.96,2.08,-1.56,-4.69,8,136
436088,0.00,0.00,16,20.76,2.14,-0.78,-4.69,8,136
436130,0.00,0.00,16,20.76,2.14,-0.78,-4.69,8,136
436172,0.00,0.00,16,21.45,2.14,0.00,-4.69,8,136
436204,0.00,0.00,16,22.31,2.18,0.00,-4.69,8,136
436244,0.00,0.00,16,22.31,2.18,0.00,-4.69,8,136
436285,0.00,0.00,16,22.49,2.18,0.00,-4.69,8,136
436323,0.00,0.00,16,22.49,2.18,0.00,-4.69,8,136
436363,0.00,0.00,16,22.49,2.16,0.00,-4.69,8,136
436403,0.00,0.00,16,22.88,2.18,0.78,-4.69,8,136
436439,0.00,0.00,16,22.88,2.18,0.78,-4.69,8,136
436479,0.00,0.00,16,22.87,2.18,0.78,-4.69,8,136
436519,0.00,0.00,16,22.87,2.18,1.56,-4.69,8,136
436559,0.00,0.00,16,23.16,2.20,1.56,-4.69,8,136
436591,0.00,0.00,16,23.65,2.20,2.34,-4.69,8,136
436631,0.00,0.00,16,23.65,2.20,2.34,-4.69,8,136
436671,0.00,0.00,16,23.83,2.20,2.34,-4.69,8,136
436711,0.00,0.00,16,23.83,2.20,1.56,-4.69,8,136
436751,0.00,0.00,16,23.83,2.22,1.56,-4.69,8,136
436791,0.00,0.00,16,23.83,2.20,1.56,-4.69,8,136
436831,0.00,0.00,16,23.83,2.20,1.56,-4.69,8,136
436867,0.00,0.00,16,24.04,2.20,1.56,-4.69,8,136
436904,0.00,0.00,16,24.04,2.20,2.34,-4.69,8,136
436944,0.00,0.00,16,24.04,2.22,2.34,-4.69,8,136
436984,0.00,0.00,16,23.93,2.20,2.34,-4.69,8,136
437017,0.00,0.00,16,23.93,2.20,2.34,-4.69,8,136
437057,0.00,0.00,16,23.74,2.20,2.34,-4.69,8,136
437097,0.00,0.00,16,23.74,2.20,2.34,-4.69,8,136
437133,0.00,0.00,16,23.45,2.20,2.34,-4.69,8,136
437173,0.00,0.00,16,23.45,2.20,2.34,-4.69,8,136
437213,0.00,0.00,16,23.07,2.18,1.56,-4.69,8,136
437257,0.00,0.00,16,22.58,2.18,1.56,-4.69,8,136
437293,0.00,0.00,16,22.58,2.18,0.78,-4.69,8,136
437326,0.00,0.00,16,22.06,2.16,0.78,-4.69,8,136
437366,0.00,0.00,16,22.06,2.16,0.00,-4.69,8,136
437411,0.00,0.00,16,21.80,2.14,0.00,-4.69,8,136
437444,0.00,0.00,16,21.45,2.14,-0.78,-4.69,8,136
437484,0.00,0.00,16,21.45,2.14,-0.78,-4.69,8,136
437524,0.00,0.00,16,21.02,2.12,-0.78,-4.69,8,136
437564,0.00,0.00,16,21.02,2.12,-0.78,-4.69,8,136
437603,0.00,0.00,16,20.76,2.14,-1.56,-4.69,8,136
437638,0.00,0.00,16,20.50,2.12,-1.56,-4.69,8,136
437684,0.00,0.00,16,20.50,2.12,-2.34,-4.69,8,136
437718,0.00,0.00,16,18.49,2.04,-2.34,-4.69,8,136
437758,0.00,0.00,16,18.49,2.04,-3.12,-4.69,8,136
437792,0.00,0.00,16,11.47,1.72,-3.12,-4.69,8,136
437834,0.00,0.00,16,9.09,1.68,0.00,-3.91,10,136
437870,0.00,0.00,16,9.09,1.68,0.00,-3.91,10,136
437910,0.00,0.00,16,10.33,1.74,0.00,-3.91,10,136
437950,0.00,0.00,16,10.33,1.74,0.00,-3.91,10,136
437986,0.00,0.00,16,10.99,1.78,0.00,-3.91,10,136
438028,0.00,0.00,16,10.99,1.78,0.00,-3.91,10,136
438071,0.00,0.00,16,11.71,1.80,0.00,-3.91,10,136
438105,0.00,0.00,16,11.82,1.80,0.00,-3.91,10,136
438146,0.00,0.00,16,11.82,1.80,0.00,-3.91,10,136
438183,0.00,0.00,16,11.51,1.80,0.00,-3.91,10,136
438223,0.00,0.00,16,11.51,1.80,0.00,-3.91,10,136
438263,0.00,0.00,16,10.85,1.76,0.00,-3.91,10,136
438303,0.00,0.00,16,10.38,1.74,0.00,-3.91,10,136
438337,0.00,0.00,16,10.38,1.74,0.00,-3.91,10,136
438377,0.00,0.00,16,9.79,1.70,0.00,-3.91,10,136
438417,0.00,0.00,16,9.79,1.70,0.00,-3.91,10,136
438454,0.00,0.00,16,8.39,1.62,0.00,-3.91,10,136
438493,0.00,0.00,16,7.70,1.58,0.00,-3.91,10,136
438533,0.00,0.00,16,7.70,1.58,0.00,-3.91,10,135
438573,0.00,0.00,16,7.57,1.58,0.00,-3.91,10,135
438613,0.00,0.00,16,7.57,1.58,0.00,-3.91,10,135
438650,0.00,0.00,16,7.57,1.58,0.00,-3.91,10,135
438690,0.00,0.00,16,7.54,1.58,0.00,-3.91,10,135
438730,0.00,0.00,16,7.54,1.58,0.00,-3.91,10,135
438762,0.00,0.00,16,7.41,1.56,0.00,-3.91,10,135
438806,0.00,0.00,16,7.41,1.56,0.00,-3.91,10,135
438843,0.00,0.00,16,7.21,1.56,0.00,-3.91,10,135
438878,0.00,0.00,16,7.21,1.56,0.00,-3.91,10,135
438918,0.00,0.00,16,7.29,1.56,0.00,-3.91,10,135
438958,0.00,0.00,16,7.03,1.54,0.00,-3.91,10,135
438992,0.00,0.00,16,7.03,1.54,0.00,-3.91,10,135
439032,0.00,0.00,16,6.73,1.52,0.00,-3.91,10,135
439075,0.00,0.00,16,6.73,1.52,0.00,-3.91,10,135
439123,0.00,0.00,16,6.29,1.48,0.00,-3.91,10,135
439155,0.00,0.00,16,5.78,1.42,0.00,-3.91,10,135
439187,0.00,0.00,16,5.78,1.42,0.00,-3.91,10,135
439227,0.00,0.00,16,5.10,1.40,0.00,-3.91,10,135
439267,0.00,0.00,16,5.10,1.40,0.00,-3.91,10,135
439307,0.00,0.00,16,5.01,1.40,0.00,-3.91,10,135
439347,0.00,0.00,16,4.88,1.38,0.00,-3.91,10,135
439379,0.00,0.00,16,4.88,1.38,0.00,-3.91,10,135
439423,0.00,0.00,16,4.88,1.40,0.00,-3.91,10,135
439463,0.00,0.00,16,4.88,1.40,0.00,-3.91,10,135
439495,0.00,0.00,16,4.85,1.40,0.00,-3.91,10,135
439539,0.00,0.00,16,4.82,1.38,0.00,-3.91,10,135
439579,0.00,0.00,16,4.82,1.38,0.00,-3.91,10,135
439611,0.00,0.00,16,4.88,1.40,0.00,-3.91,10,135
439651,0.00,0.00,16,4.88,1.40,0.00,-3.91,10,135
439695,0.00,0.00,16,5.40,1.44,0.00,-3.91,10,135
439735,0.00,0.00,16,5.40,1.44,0.00,-3.91,10,135
439767,0.00,0.00,16,5.98,1.48,0.00,-3.91,10,135
439807,0.00,0.00,16,6.37,1.50,0.00,-3.91,8,135
439846,0.00,0.00,16,6.37,1.50,-1.56,-3.91,8,135
439887,0.00,0.00,16,6.66,1.54,-3.91,-3.91,8,135
439926,0.00,0.00,16,6.66,1.54,-7.03,-3.91,8,135
439960,0.00,0.00,16,6.99,1.54,-7.81,-4.69,8,135
440004,0.00,0.00,16,7.14,1.56,-8.59,-4.69,8,135
440038,0.00,0.00,16,7.14,1.56,-10.16,-4.69,8,135
440082,0.00,0.00,16,7.50,1.58,-10.94,-4.69,8,135
440122,0.00,0.00,16,7.50,1.58,-12.50,-4.69,8,135
440154,0.00,0.00,16,7.98,1.62,-13.28,-4.69,8,135
440197,0.00,0.00,16,8.74,1.66,-14.84,-4.69,8,135
440236,0.00,0.00,16,8.74,1.66,-13.28,-4.69,8,135
440276,0.00,0.00,16,9.13,1.68,-14.06,-4.69,8,135
440313,0.00,0.00,16,9.13,1.68,-12.50,-4.69,8,135
440352,0.00,0.00,16,9.61,1.70,-10.94,-4.69,8,135
440392,0.00,0.00,16,9.61,1.70,-9.38,-4.69,8,135
440432,0.00,0.00,16,10.49,1.76,-7.81,-4.69,8,135
440468,0.00,0.00,16,11.56,1.80,-5.47,-4.69,8,135
440508,0.00,0.00,16,11.56,1.80,-3.91,-4.69,8,135
440548,0.00,0.00,16,12.04,1.82,-2.34,-4.69,8,135
440580,0.00,0.00,16,12.04,1.82,0.78,-4.69,8,135
440620,0.00,0.00,16,11.93,1.82,1.56,-4.69,8,135
440656,0.00,0.00,16,12.59,1.86,3.12,-4.69,8,135
440696,0.00,0.00,16,12.59,1.86,3.12,-4.69,8,135
440739,0.00,0.00,16,13.13,1.86,2.34,-4.69,8,135
440774,0.00,0.00,16,13.13,1.86,0.78,-4.69,8,135
440814,0.00,0.00,16,13.90,1.90,0.00,-4.69,8,135
440856,0.00,0.00,16,14.40,1.92,0.00,-4.69,8,135
440890,0.00,0.00,16,14.40,1.92,-1.56,-4.69,8,135
440930,0.00,0.00,16,15.19,1.94,-1.56,-4.69,8,135
440966,0.00,0.00,16,15.19,1.94,-1.56,-4.69,8,135
441007,0.00,0.00,16,14.98,1.94,-1.56,-4.69,8,135
441049,0.00,0.00,16,15.63,1.96,-1.56,-4.69,8,135
441085,0.00,0.00,16,15.63,1.96,-1.56,-4.69,8,135
441125,0.00,0.00,16,15.70,1.96,-1.56,-4.69,8,135
441165,0.00,0.00,16,15.70,1.96,-1.56,-4.69,8,135
441202,0.00,0.00,16,15.11,1.96,-1.56,-4.69,8,135
441242,0.00,0.00,16,15.41,1.96,-0.78,-4.69,8,135
441281,0.00,0.00,16,15.41,1.96,-0.78,-4.69,8,135
441322,0.00,0.00,16,15.19,1.96,-0.78,-4.69,8,135
441354,0.00,0.00,16,15.19,1.96,-0.78,-4.69,8,135
441397,0.00,0.00,16,16.07,1.98,-0.78,-4.69,8,135
441436,0.00,0.00,16,16.07,1.98,0.00,-4.69,8,135
441476,0.00,0.00,16,16.23,1.98,0.00,-4.69,8,135
441516,0.00,0.00,16,15.78,1.96,0.00,-4.69,8,135
441549,0.00,0.00,16,15.78,1.96,0.00,-4.69,8,135
441589,0.00,0.00,16,15.41,1.96,0.00,-4.69,8,135
441629,0.00,0.00,16,15.41,1.96,0.00,-4.69,8,135
441665,0.00,0.00,16,15.70,1.96,0.00,-4.69,8,135
441705,0.00,0.00,16,16.07,1.98,0.00,-4.69,8,135
441743,0.00,0.00,16,16.07,1.98,-0.78,-4.69,8,135
441783,0.00,0.00,16,15.92,1.96,0.00,-4.69,8,135
441823,0.00,0.00,16,15.92,1.96,0.00,-4.69,8,135
441863,0.00,0.00,16,15.63,1.96,0.00,-4.69,8,135
441903,0.00,0.00,16,15.62,1.96,0.00,-4.69,8,135
441935,0.00,0.00,16,15.62,1.96,0.00,-4.69,8,135
441979,0.00,0.00,16,16.00,1.96,0.00,-4.69,8,135
442015,0.00,0.00,16,16.00,1.96,0.00,-4.69,8,135
442055,0.00,0.00,16,15.41,1.94,0.00,-4.69,8,135
442094,0.00,0.00,16,14.92,1.94,0.00,-4.69,8,135
444105,0.00,0.00,16,14.92,1.94,0.00,-4.69,8,135
444638,0.00,0.00,16,5.55,1.44,0.00,-3.91,10,135
444670,0.00,0.00,16,5.49,1.44,0.00,-3.91,10,135
444710,0.00,0.00,16,5.49,1.44,0.00,-3.91,10,135
444750,0.00,0.00,16,5.49,1.44,0.00,-3.91,10,135
444790,0.00,0.00,16,5.52,1.44,0.00,-3.91,10,135
444824,0.00,0.00,16,5.52,1.44,0.00,-3.91,10,135
444868,0.00,0.00,16,5.49,1.44,0.00,-3.91,10,135
444900,0.00,0.00,16,5.49,1.44,0.00,-3.91,10,135
444942,0.00,0.00,16,5.52,1.44,0.00,-3.91,10,135
444982,0.00,0.00,16,5.49,1.44,0.00,-3.91,10,135
445022,0.00,0.00,16,5.49,1.44,0.00,-3.91,10,135
445059,0.00,0.00,16,5.43,1.44,0.00,-3.91,10,135
445099,0.00,0.00,16,5.43,1.44,0.00,-3.91,10,135
445139,0.00,0.00,16,5.43,1.44,0.00,-3.91,10,135
445179,0.00,0.00,16,5.49,1.44,0.00,-3.91,10,135
445211,0.00,0.00,16,5.49,1.44,0.00,-3.91,10,135
445251,0.00,0.00,16,5.49,1.44,0.00,-3.91,10,135
445292,0.00,0.00,16,5.49,1.44,0.00,-3.91,10,135
445332,0.00,0.00,16,5.49,1.44,0.00,-3.91,10,135
445364,0.00,0.00,16,5.49,1.44,0.00,-3.91,10,135
445408,0.00,0.00,16,5.49,1.44,0.00,-3.91,10,135
445449,0.00,0.00,16,5.49,1.44,0.00,-3.91,10,135
445481,0.00,0.00,16,5.49,1.44,0.00,-3.91,10,135
445525,0.00,0.00,16,5.52,1.44,0.00,-3.91,10,135
445565,0.00,0.00,16,5.52,1.44,0.00,-3.91,10,135
445597,0.00,0.00,16,5.72,1.46,0.00,-3.91,10,135
445641,0.00,0.00,16,5.94,1.48,0.00,-3.91,10,135
445681,0.00,0.00,16,5.94,1.48,0.00,-3.91,10,135
445717,0.00,0.00,16,6.48,1.52,0.00,-3.91,10,135
445754,0.00,0.00,16,6.48,1.52,0.00,-3.91,10,135
445794,0.00,0.00,16,6.88,1.54,0.00,-3.91,10,135
445834,0.00,0.00,16,6.88,1.52,0.00,-3.91,10,135
445874,0.00,0.00,16,6.88,1.52,0.00,-3.91,10,135
445914,0.00,0.00,16,6.77,1.52,0.00,-3.91,10,135
445952,0.00,0.00,16,6.77,1.52,0.00,-3.91,10,135
445984,0.00,0.00,16,6.73,1.52,0.00,-3.91,10,135
446024,0.00,0.00,16,6.77,1.52,0.00,-3.91,10,135
446068,0.00,0.00,16,6.77,1.52,0.00,-3.91,10,135
446100,0.00,0.00,16,6.73,1.52,0.00,-3.91,10,135
446143,0.00,0.00,16,6.73,1.52,0.00,-3.91,10,133
446185,0.00,0.00,16,6.59,1.52,0.00,-3.91,10,133
446219,0.00,0.00,16,6.59,1.52,0.00,-3.91,10,133
446259,0.00,0.00,16,6.51,1.50,0.00,-3.91,10,133
446301,0.00,0.00,16,6.44,1.50,0.00,-3.91,10,133
446337,0.00,0.00,16,6.44,1.50,0.00,-3.91,10,133
446377,0.00,0.00,16,6.37,1.50,0.00,-3.91,10,133
446414,0.00,0.00,16,6.37,1.50,0.00,-3.91,10,133
446454,0.00,0.00,16,6.48,1.52,0.00,-3.91,10,133
446493,0.00,0.00,16,6.44,1.50,0.00,-3.91,8,133
446533,0.00,0.00,16,6.44,1.50,-0.78,-3.91,8,133
446566,0.00,0.00,16,6.26,1.48,-1.56,-3.91,8,133
446606,0.00,0.00,16,6.26,1.48,-2.34,-3.91,8,133
446646,0.00,0.00,16,6.22,1.50,-3.12,-3.91,8,133
446685,0.00,0.00,16,6.15,1.48,-3.12,-3.91,8,133
446720,0.00,0.00,16,6.15,1.48,-3.12,-3.91,8,133
446760,0.00,0.00,16,6.18,1.48,-3.12,-3.91,8,133
446800,0.00,0.00,16,6.18,1.48,-3.12,-3.91,8,133
446843,0.00,0.00,16,6.18,1.48,-3.91,-3.91,8,133
446879,0.00,0.00,16,6.11,1.48,-3.91,-3.91,8,133
446919,0.00,0.00,16,6.11,1.48,-3.91,-3.91,8,133
446959,0.00,0.00,16,6.18,1.48,-3.91,-3.91,8,133
446992,0.00,0.00,16,6.18,1.48,-3.91,-3.91,8,133
447036,0.00,0.00,16,6.04,1.46,-3.91,-3.91,8,133
447072,0.00,0.00,16,5.43,1.42,-3.91,-3.91,8,133
447108,0.00,0.00,16,5.43,1.42,-3.91,-3.91,8,133
447153,0.00,0.00,16,5.08,1.38,-3.91,-3.91,8,133
447185,0.00,0.00,16,5.08,1.38,-3.91,-3.91,8,133
447225,0.00,0.00,16,4.35,1.34,-3.91,-3.91,8,133
447267,0.00,0.00,16,4.35,1.34,-3.91,-3.91,8,133
447303,0.00,0.00,16,4.37,1.34,-3.91,-3.91,8,133
447343,0.00,0.00,16,4.57,1.38,-3.91,-3.91,8,133
447383,0.00,0.00,16,4.57,1.38,-3.91,-3.91,8,133
447427,0.00,0.00,16,4.75,1.38,-3.91,-3.91,8,133
447461,0.00,0.00,16,4.75,1.38,-3.91,-3.91,8,133
447494,0.00,0.00,16,4.63,1.36,-3.91,-3.91,8,133
447535,0.00,0.00,16,4.73,1.38,0.00,-3.91,10,133
447575,0.00,0.00,16,4.73,1.38,0.00,-3.91,10,133
447615,0.00,0.00,16,4.79,1.38,0.00,-3.91,10,133
447655,0.00,0.00,16,4.79,1.38,0.00,-3.91,10,133
447687,0.00,0.00,16,4.79,1.38,0.00,-3.91,10,133
447731,0.00,0.00,16,4.75,1.38,0.00,-3.91,10,133
447770,0.00,0.00,16,4.75,1.38,0.00,-3.91,10,133
447810,0.00,0.00,16,4.82,1.38,0.00,-3.91,10,133
447846,0.00,0.00,16,4.82,1.38,0.00,-3.91,10,133
447882,0.00,0.00,16,4.82,1.40,0.00,-3.91,10,133
447922,0.00,0.00,16,4.82,1.40,0.00,-3.91,8,133
447962,0.00,0.00,16,4.82,1.38,-0.78,-3.91,8,133
448002,0.00,0.00,16,4.85,1.40,-0.78,-3.91,8,133
448041,0.00,0.00,16,4.85,1.40,-0.78,-3.91,8,133
448081,0.00,0.00,16,4.88,1.40,-1.56,-3.91,8,133
448116,0.00,0.00,16,4.88,1.40,-1.56,-3.91,8,133
448159,0.00,0.00,16,4.75,1.38,-2.34,-3.91,8,133
448194,0.00,0.00,16,4.60,1.34,-2.34,-3.91,8,133
448234,0.00,0.00,16,4.60,1.34,-3.12,-3.91,8,133
